TotalRequired,  320
165538,13 63 
165548,6 60 
165696,1 61 
166715,12 62 
167166,01 64 
167593,95 122 
168125,99 125 
168521,12 137 
168645,55 66 
169196,74 144 
169198,31 144 
169199,57 144 
169673,56 101 
169674,72 100 
169674,72 51 
169713,62 2
169713,62 1
169713,62 1
169713,62 60 
169780,43 61 
170796,42 62 
171440,33 64 
171765,89 122 
172273,02 125 
172780 137 
172860,7 65 
173326,15 144 
173328,17 144 
173329,64 144 
173805,88 101 
173807,02 100 
173807,02 51 
173846,47 1
173846,47 2
173846,47 1
173846,47 60 
174796,22 61 
175290,28 63 
175312,09 60 
176119,08 112 
176400,28 114 
176444,83 60 
176732,68 61 
177744,99 62 
178056,17 64 
178353,17 122 
178886,44 125 
179124,16 137 
179330,46 132 
179389,81 137 
179452,81 65 
179942,13 144 
179944,15 144 
179945,64 144 
180452,38 101 
180453,55 100 
180453,55 51 
180498,06 1
180498,06 2
180498,06 2
180498,06 60 
180804,27 61 
181629,21 63 
181644,85 60 
182220,17 112 
182937,01 114 
182959,71 60 
183469,6 61 
183790,12 63 
183809,08 60 
184717,06 112 
186378,51 114 
186425,13 60 
187264,38 61 
188275,79 62 
188353,68 64 
188914,71 122 
189449,49 125 
189886,47 137 
189970,37 66 
190536,63 144 
190538,91 144 
190540,2 144 
190998,99 101 
191000,26 100 
191000,26 51 
191040,26 1
191040,26 2
191040,26 2
191040,26 60 
191661,48 61 
192376,19 63 
192389,72 60 
192898,62 112 
193422,03 114 
193456,5 60 
193677,47 61 
194688,21 62 
195191,79 64 
195506,93 122 
196016,11 125 
196314,25 137 
196535,23 66 
197088,78 144 
197090,24 144 
197091,42 144 
197563,67 101 
197564,8 100 
197564,8 51 
197604,88 1
197604,88 2
197604,88 2
197604,88 60 
197682,55 112 
198670,76 114 
198704,93 60 
199377,37 61 
200301,97 63 
200320,47 60 
205487,87 111 
206837,08 114 
206884,93 60 
207755,99 61 
208626,13 63 
208635 60 
209017,91 112 
210563,49 114 
210617,15 60 
217276,55 61 
218298,79 62 
220352,1 64 
228305,88 252 
228305,88 101 
228309,28 100 
228309,28 51 
228327,83 1
228327,83 2
228327,83 2
228327,83 60 
236441,31 61 
237458,54 62 
237925,66 64 
238192,58 123 
238716,82 125 
239239,54 66 
239348,3 137 
239771,11 144 
239772,68 144 
239774,67 144 
240251 101 
240252,26 100 
240252,26 51 
240291,36 1
240291,36 1
240291,36 2
240291,36 60 
240806,1 61 
241446,7 63 
241457,19 60 
249868,03 61 
249910,34 63 
249924,05 60 
250200,53 112 
251054,13 114 
251103,64 60 
251270,46 61 
252290,37 62 
253024,11 64 
253302,41 123 
253832,77 125 
254350,02 65 
254930,11 144 
254931,5 144 
255394,34 101 
255395,51 100 
255395,51 51 
255418,97 1
255418,97 2
255418,97 2
255418,97 60 
255696,51 61 
256718,75 62 
256842,84 64 
257146,28 123 
257659,38 125 
258158,68 137 
258181,56 66 
258714,35 144 
258716,02 144 
258717,07 144 
260685,63 101 
260689,7 100 
260689,7 51 
260733,97 2
260733,97 2
260733,97 1
260733,97 60 
260983,71 113 
261581,15 114 
261616,9 60 
261893,1 61 
262915,72 62 
262974,58 64 
263322,91 123 
263845,93 125 
264362,34 66 
264922,69 144 
264924,27 144 
264925,44 144 
265390,68 101 
265392,56 100 
265392,56 51 
265432,5 2
265432,5 1
265432,5 2
265432,5 60 
265465,8 61 
266506,77 62 
266850,17 64 
267132,48 123 
267642,23 125 
268161,72 65 
268665,67 144 
268667,1 144 
268861,73 144 
269157,41 101 
269158,55 100 
269158,55 51 
269197,51 1
269197,51 2
269197,51 2
269197,51 60 
269296,91 61 
270317,4 62 
270502,11 64 
270731,92 123 
271241,14 125 
271727,23 137 
271760,77 66 
272313,99 144 
272315,37 144 
272317,1 144 
273741,64 101 
273743,3 100 
273743,3 51 
273796,37 1
273796,37 2
273796,37 2
273796,37 60 
274203,77 113 
274286,66 114 
274332,12 60 
274504,96 61 
275529,19 62 
276088,66 64 
276429,8 123 
276958,2 125 
277477,27 66 
277938,76 137 
278059,34 144 
278060,87 144 
278062,2 144 
278538,25 101 
278539,43 100 
278539,43 51 
278579 1
278579 2
278579 1
278579 60 
278624,65 61 
279551,2 63 
279562,2 60 
279864,69 111 
280837,75 114 
280877,86 60 
281241,43 61 
282259,68 62 
282474,53 64 
282740,74 123 
283273,56 125 
283788,94 66 
284206,93 137 
284358,36 144 
284359,6 144 
284360,58 144 
284834,46 101 
284835,64 100 
284835,64 51 
284875,96 1
284875,96 2
284875,96 2
284875,96 60 
286019,07 61 
286090,72 63 
286108,91 60 
288746,51 61 
288761,69 63 
288774,64 60 
291049,23 111 
291551,59 114 
291591,02 60 
291714,87 111 
291905,73 114 
291959,73 60 
293151,72 61 
294172,7 62 
294190,03 64 
294535,65 121 
295047,53 125 
295530,84 137 
295576,18 65 
296122,33 144 
296124,31 144 
296125,4 144 
296597,03 101 
296598,35 100 
296598,35 51 
296638,82 1
296638,82 2
296638,82 2
296638,82 60 
296948 61 
297956,4 62 
298247,52 64 
298570,31 121 
299080,58 125 
299425,97 137 
299602,67 65 
300134,69 144 
300136,02 144 
300137,41 144 
300637,48 101 
300638,65 100 
300638,65 51 
300691,78 1
300691,78 2
300691,78 2
300691,78 60 
300970 61 
301987,11 62 
302097,94 64 
302435,14 121 
302952,34 125 
303364,35 137 
303467,03 65 
304000,09 144 
304001,62 144 
304005,14 144 
304479,47 101 
304480,64 100 
304480,64 51 
304520,86 1
304520,86 1
304520,86 2
304520,86 60 
304763,53 61 
305785,29 62 
305971,97 64 
306332,39 121 
306853,95 125 
307224,48 137 
307365,97 65 
307918,65 144 
307920,97 144 
307922,99 144 
308393,84 101 
308395 100 
308395 51 
308435,03 1
308435,03 2
308435,03 2
308435,03 60 
308650,74 61 
309668,06 62 
309746,36 64 
310085,57 121 
310599,62 125 
311092,76 137 
311135,64 65 
311649 144 
311650,4 144 
311651,4 144 
312249,36 101 
312250,54 100 
312250,54 51 
312283,67 2
312283,67 2
312283,67 2
312283,67 60 
312551,8 61 
313498,9 63 
313518,16 60 
313852,68 111 
315037,3 114 
315065,92 60 
315425,69 61 
316411,4 63 
316433,85 60 
316784,46 111 
320083,75 114 
320114,3 60 
320443,81 61 
321464,78 62 
321518,29 64 
321860,11 121 
322358,23 125 
322878,95 66 
323326,04 137 
323419,83 144 
323421,7 144 
323423,43 144 
323905,72 101 
323906,96 100 
323906,96 51 
323931,01 1
323931,01 2
323931,01 1
323931,01 60 
324002,81 111 
324861,57 114 
324896,24 60 
325548,49 61 
326562,38 62 
327258,73 64 
327576,54 121 
328074,27 125 
328463,19 137 
328593,43 65 
329124,98 144 
329126,46 144 
329129,79 144 
329603,27 101 
329604,5 100 
329604,5 51 
329628,16 1
329628,16 2
329628,16 2
329628,16 60 
330135,48 61 
331049,28 63 
331061,13 60 
331372,13 111 
331962,21 114 
331993,91 60 
332431,2 61 
333443,92 62 
333628,5 64 
333944,4 121 
334437,15 125 
334830,6 137 
334956,23 65 
335489,36 144 
335490,77 144 
335491,73 144 
335994,36 101 
335995,56 100 
335995,56 51 
336025,95 2
336025,95 1
336025,95 2
336025,95 60 
336344,57 61 
337359,4 62 
337449,9 64 
337864,44 121 
338369,71 125 
338786,14 137 
338889,15 66 
339421,64 144 
339423,16 144 
339424,34 144 
339900,55 101 
339901,79 100 
339901,79 51 
339925,43 1
339925,43 2
339925,43 2
339925,43 60 
339998,65 111 
341668,97 114 
341690,89 60 
343838,39 61 
344855,64 62 
345283,69 64 
345642,63 122 
346138,48 125 
346227,56 137 
346611,08 132 
346654,12 66 
346701,14 137 
347185,73 144 
347187,1 144 
347188,19 144 
347664,89 101 
347666,01 100 
347666,01 51 
347689,14 1
347689,14 2
347689,14 1
347689,14 60 
348742,8 61 
349753,9 62 
350108,49 64 
350464,64 121 
350965,29 125 
351438,56 137 
351488,9 65 
352017,4 144 
352018,97 144 
352020,55 144 
352526,19 101 
352530,25 100 
352530,25 51 
352553,74 1
352553,74 2
352553,74 2
352553,74 60 
352740,43 61 
353688,33 63 
353703,36 60 
353959,97 111 
354495,86 114 
354519,99 60 
355127,75 111 
355179,79 114 
355205,75 60 
356071,3 111 
357085,76 114 
357120,61 60 
358061,46 61 
359086,74 62 
359770,32 64 
360166,66 121 
360662,08 125 
361181,3 65 
361213,56 137 
361714,31 144 
361715,78 144 
361717,04 144 
362194,62 101 
362195,81 100 
362195,81 51 
362217,97 2
362217,97 2
362217,97 2
362217,97 60 
362551,24 61 
363537,94 63 
363550,1 60 
363873,56 111 
365002,04 114 
365034,86 60 
365408,67 61 
366433,15 62 
366730,46 64 
367018,43 121 
367526,17 125 
368046,78 66 
368135,17 137 
368578,95 144 
368580,62 144 
368581,67 144 
369057,96 101 
369059,17 100 
369059,17 51 
369081,8 2
369081,8 1
369081,8 2
369081,8 60 
369638,73 61 
369767,62 63 
369781,63 60 
378576,59 61 
378631,96 63 
378645,11 60 
378922,22 111 
379344,61 114 
379379,88 60 
379570,57 61 
380595,88 62 
381203,14 64 
381550,47 121 
382055,41 125 
382574,89 66 
382587,89 137 
383107,52 144 
383108,88 144 
383110,72 144 
383585,98 101 
383587,14 100 
383587,14 51 
383612,04 2
383612,04 1
383612,04 2
383612,04 60 
384104,95 61 
385126,21 62 
385666,68 64 
385999,92 123 
386501,54 125 
387024,75 65 
387563,54 144 
387567,91 144 
388034,06 101 
388035,22 100 
388035,22 51 
388058,85 2
388058,85 1
388058,85 2
388058,85 60 
388063,63 113 
391118,53 114 
391141,99 60 
391528,57 61 
392541,44 62 
395970,33 64 
396354,31 123 
396849,65 125 
397054,38 137 
397370,46 65 
397887,57 101 
397942,46 8
397942,46 53 
397980,01 100 
397980,01 53 
398005,74 1
398005,74 2
398005,74 1
398005,74 60 
399437,02 61 
400454,45 62 
405246,46 64 
405559,96 123 
406062,73 125 
406583,15 65 
407136,71 144 
407138,39 144 
407284,82 144 
407611,86 101 
407613,1 100 
407613,1 53 
407636,03 1
407636,03 2
407636,03 2
407636,03 60 
407758,84 61 
408770,67 62 
409693,88 64 
410086,03 123 
410594,12 125 
410934,54 137 
411113,96 65 
411664,5 144 
411666,35 144 
411667,35 144 
412144,02 101 
412145,14 100 
412145,14 53 
412184,56 1
412184,56 2
412184,56 2
412184,56 60 
412996,13 61 
414016,74 62 
414379,84 64 
414667,85 123 
415207,32 125 
415691,06 137 
415770,18 65 
416263,66 144 
416265,15 144 
416266,49 144 
416741,17 101 
416742,47 100 
416742,47 53 
416782,6 1
416782,6 2
416782,6 2
416782,6 60 
421398,49 113 
422203,83 114 
422232,35 60 
422642,69 61 
423630,87 63 
423646,93 60 
423955 113 
424095,15 114 
424133,49 60 
426362,28 113 
426511,63 114 
426548,26 60 
426789,44 61 
427811,87 62 
429984,32 64 
430347,33 123 
430860,21 125 
431375,17 65 
431932,43 144 
431934,18 144 
432024,46 144 
432402,76 101 
432403,94 100 
432403,94 53 
432444,85 1
432444,85 1
432444,85 2
432444,85 60 
432561,53 61 
433579,89 62 
434139,03 64 
434472,76 123 
434989,38 125 
435510,14 65 
436010,68 144 
436011,99 144 
436213,18 144 
436502,16 101 
436503,3 100 
436503,3 53 
436543,04 1
436543,04 2
436543,04 2
436543,04 60 
436716,44 61 
437727,45 62 
437928,01 64 
438278,08 123 
438801,46 125 
439322,37 65 
439828,06 144 
439829,33 144 
440152,3 144 
440320,27 101 
440321,55 100 
440321,55 53 
440375,13 1
440375,13 2
440375,13 2
440375,13 60 
442283,49 61 
443292,32 62 
443748,76 64 
444059,05 123 
444582,98 125 
444946,5 137 
445106,32 65 
445653,45 144 
445655,62 144 
445656,66 144 
446195,57 101 
446196,78 100 
446196,78 53 
446223,11 1
446223,11 1
446223,11 1
446223,11 60 
446545,11 61 
447557,02 62 
447803,22 64 
448110,08 123 
448665,67 125 
449019,02 137 
449185,69 65 
449718,26 144 
449719,99 144 
449721,23 144 
450197,31 101 
450198,5 100 
450198,5 53 
450238,57 2
450238,57 2
450238,57 2
450238,57 60 
450376,58 61 
451388,17 62 
451423,81 64 
451798,17 123 
452320,03 125 
452603,96 137 
452834,68 66 
453388,56 144 
453390,72 144 
453412,69 144 
455436,65 101 
455438,15 100 
455438,15 53 
455486,66 2
455486,66 2
455486,66 2
455486,66 60 
456173,31 61 
457187,94 62 
457425,83 64 
457748,83 123 
458291,11 125 
458798,74 66 
459193,08 137 
459423,44 144 
459424,81 144 
459425,71 144 
461436 101 
461437,56 100 
461437,56 53 
461468,02 2
461468,02 2
461468,02 2
461468,02 60 
461768,94 113 
462488,03 114 
462534,41 60 
462825,03 61 
463834,95 62 
464116,43 64 
464439,23 123 
464958,58 125 
465292,43 137 
465481,33 66 
466013,34 144 
466015,04 144 
466018,35 144 
469142,2 101 
469146,08 100 
469146,08 53 
469183,97 1
469183,97 2
469183,97 2
469183,97 60 
469462,83 113 
469713,27 114 
469765,21 60 
470090,75 61 
471100,32 62 
474372,64 64 
474797,14 121 
475355,61 125 
475549,23 137 
475876,42 66 
476429,67 144 
476431,21 144 
476432,46 144 
476869,5 142 
476928,12 101 
476930,96 100 
476930,96 53 
476984,67 1
476984,67 1
476984,67 2
476984,67 60 
477050,41 112 
477108,39 114 
477146,63 60 
477935,76 61 
478947,21 62 
479196,64 64 
479533,9 121 
479706,96 124 
480151,84 121 
480223,9 124 
483226,59 122 
483739,57 125 
484140,92 137 
484259,39 65 
484810,18 144 
484811,72 144 
484812,68 144 
485285,63 101 
485286,79 100 
485286,79 53 
485326,83 1
485326,83 1
485326,83 1
485326,83 60 
485450,83 61 
486461,88 62 
486490,13 64 
486909,05 122 
487419,74 125 
487765,5 137 
487939,08 65 
488472,95 144 
488474,83 144 
488476 144 
488950,64 101 
488951,9 100 
488951,9 53 
488992,74 1
488992,74 2
488992,74 2
488992,74 60 
489116,57 113 
489183,23 114 
489209,32 60 
489544,28 61 
490424,87 63 
490441,72 60 
490756,22 112 
490913,04 114 
490944,16 60 
491245,8 61 
492244 63 
492258,46 60 
492644,68 112 
493848,32 114 
493890,79 60 
494473,89 61 
495489,51 62 
495900,05 64 
496409,29 122 
496937,39 125 
497111,8 137 
497453,78 66 
497735,45 133 
497820,42 137 
498153,45 144 
498154,89 144 
498155,79 144 
498498,67 101 
498499,99 100 
498499,99 53 
498539,43 1
498539,43 2
498539,43 2
498539,43 60 
498615,63 61 
499640,2 62 
500744,29 64 
501128,57 122 
501666,76 125 
502038,7 137 
502186,17 66 
502717,75 144 
502719,07 144 
502719,96 144 
503196,68 101 
503197,84 100 
503197,84 53 
503238,16 2
503238,16 2
503238,16 1
503238,16 60 
503259,83 112 
504232,49 114 
504270,53 60 
504630,11 61 
505653,14 62 
507642,59 64 
507990,69 122 
508516,56 125 
509033,02 137 
509100,27 66 
509586,94 144 
509588,53 144 
509589,94 144 
510061,81 101 
510063,06 100 
510063,06 53 
510102,12 1
510102,12 2
510102,12 2
510102,12 60 
510254,93 61 
511268,7 62 
513536,65 64 
513802,41 122 
514308,69 125 
514527,4 137 
514830,82 66 
515365,2 144 
515366,82 144 
515368,16 144 
515877,16 101 
515878,39 100 
515878,39 53 
515917,13 1
515917,13 2
515917,13 2
515917,13 60 
516078,63 61 
517101,54 62 
518556,02 64 
518884,1 122 
519397,28 125 
519784,69 137 
519913,14 66 
520456,98 144 
520458,41 144 
520459,3 144 
520940,23 101 
520941,38 100 
520941,38 53 
520981,85 1
520981,85 2
520981,85 2
520981,85 60 
521013,1 61 
522031,82 62 
537670,67 64 
537672,68 252 
537672,68 101 
537675,3 100 
537675,3 53 
537693,12 1
537693,12 2
537693,12 2
537693,12 60 
544446,36 61 
545459,28 62 
548314,46 64 
555465,32 252 
555465,32 101 
555467,05 100 
555467,05 53 
555487,14 1
555487,14 2
555487,14 2
555487,14 60 
560897,03 61 
561649,86 63 
561668,47 60 
564093,4 61 
565107,17 62 
565532,24 64 
565785,46 123 
566306,43 125 
566622,77 137 
566817,82 65 
567348,6 144 
567350,26 144 
567351,42 144 
567825,4 101 
567826,61 100 
567826,61 53 
567867,24 1
567867,24 1
567867,24 1
567867,24 60 
568001,82 61 
569016,79 62 
569032,93 64 
569323,15 123 
569847,51 125 
570362,02 65 
570533,46 137 
570899,01 144 
570900,6 144 
570901,54 144 
571374,69 101 
571375,86 100 
571375,86 53 
571415,4 1
571415,4 2
571415,4 2
571415,4 60 
571533,04 61 
572551,16 62 
572716,44 64 
573015,95 123 
573564,37 125 
574077,57 65 
574202,25 137 
574611,49 144 
574613,13 144 
574615,04 144 
575091,02 101 
575092,23 100 
575092,23 53 
575130,95 1
575130,95 2
575130,95 2
575130,95 60 
575484,12 61 
576496,04 62 
576672,96 64 
576959,05 123 
577517,14 125 
578026,86 65 
578464,66 137 
578569,75 144 
578571,51 144 
578572,58 144 
578685,43 143 
578785,8 144 
578787,56 144 
578789 144 
579054,72 101 
579055,91 100 
579055,91 53 
579112,82 1
579112,82 1
579112,82 2
579112,82 60 
579151,89 61 
580168,65 62 
580618,2 64 
580864,76 123 
581392,77 125 
581871,89 137 
581910,9 65 
582463,37 144 
582465,02 144 
582467,21 144 
582938,37 101 
582939,57 100 
582939,57 53 
582980,31 2
582980,31 2
582980,31 2
582980,31 60 
583003,87 61 
584028,32 62 
584432,33 64 
584681,11 123 
585204,53 125 
585723,47 66 
585738,19 137 
586258,42 144 
586260,1 144 
586261,27 144 
587977,89 101 
587979,41 100 
587979,41 53 
588026,75 1
588026,75 2
588026,75 1
588026,75 60 
588297,71 113 
588630,06 114 
588676,23 60 
588839,13 61 
589859,28 62 
590274,85 64 
590549,97 123 
591066,26 125 
591589,72 65 
592149,13 144 
592150,54 144 
592259,19 144 
592616,76 101 
592617,92 100 
592617,92 53 
592658,46 2
592658,46 2
592658,46 2
592658,46 60 
592698,68 61 
593726,46 62 
594668,83 64 
594939,08 123 
595451,16 125 
595948,34 137 
595972,37 66 
596639,83 144 
596641,33 144 
596647,58 144 
598121,55 101 
598123,14 100 
598123,14 53 
598173,23 1
598173,23 2
598173,23 2
598173,23 60 
598486,16 113 
598614,48 114 
598650,77 60 
598915,02 61 
599924,76 62 
600084,18 64 
600387,23 123 
600898,41 125 
601419,91 65 
601979,18 144 
601983,47 144 
601984,63 144 
602031,38 143 
602098,6 144 
602100,76 144 
602101,87 144 
602446,93 101 
602449,51 100 
602449,51 53 
602488,95 1
602488,95 2
602488,95 2
602488,95 60 
602651,93 61 
603672,31 62 
604204,5 64 
604469,94 123 
604996,58 125 
605518,27 65 
606021,37 144 
606022,74 144 
606512,63 101 
606513,87 100 
606513,87 53 
606538,79 2
606538,79 2
606538,79 1
606538,79 60 
606543,79 113 
606761,52 114 
606787,57 60 
607409,6 61 
608178,42 63 
608187,44 60 
608532,04 113 
608599,97 114 
608627,48 60 
608817,48 61 
609836,2 62 
610256,01 64 
610592,7 123 
611155,74 125 
611665,65 66 
611709,56 137 
612217,9 144 
612219,38 144 
612220,71 144 
613927,88 101 
613929,49 100 
613929,49 53 
613968,08 2
613968,08 2
613968,08 2
613968,08 60 
614265 113 
614477,07 114 
614520,06 60 
614752,99 61 
615767,13 62 
616218,32 64 
616565,26 123 
617075,69 125 
617596,11 66 
618153,44 144 
618155,31 144 
618279,38 144 
620980,9 101 
620982,46 100 
620982,46 53 
621032,45 1
621032,45 2
621032,45 2
621032,45 60 
621294,67 111 
622080,54 114 
622117,55 60 
623120,67 61 
624133,23 62 
624526,38 64 
624979,38 121 
625509,47 125 
625797,13 137 
626027,39 66 
626561,49 144 
626563,47 144 
626564,52 144 
627619,73 101 
627621,38 100 
627621,38 53 
627665,92 1
627665,92 2
627665,92 2
627665,92 60 
628090,74 111 
628684,69 114 
628732,42 60 
651571,44 111 
652262,96 114 
652305,44 60 
652476,94 61 
653491,7 62 
653770,93 64 
654135,18 121 
654667,02 125 
654931,95 137 
655185,65 66 
655717,81 144 
655719,22 144 
655720,6 144 
657537,4 101 
657538,94 100 
657538,94 53 
657587,12 1
657587,12 2
657587,12 2
657587,12 60 
657943,81 112 
659045,82 114 
659086,57 60 
659741,65 61 
660752,6 62 
661008,43 64 
661310,47 123 
661826,13 125 
662331,35 65 
662408,49 137 
662865,38 144 
662866,87 144 
662870,51 144 
663344,35 101 
663345,53 100 
663345,53 53 
663386,5 1
663386,5 1
663386,5 2
663386,5 60 
663448,67 61 
664468,33 62 
664939,23 64 
665161,08 123 
665682,43 125 
665935,16 137 
666197,12 65 
666750,7 144 
666756,05 144 
666757,16 144 
667226,94 101 
667228,2 100 
667228,2 53 
667267,25 1
667267,25 2
667267,25 2
667267,25 60 
667776,98 61 
668586,88 63 
668599,93 60 
668974,04 113 
669045,31 114 
669072,07 60 
669269,76 61 
670163,33 63 
670182,96 60 
670474,87 113 
670565,17 114 
670604,28 60 
670839,09 61 
671849,49 62 
672347,86 64 
672634,81 123 
673142,44 125 
673310,31 137 
673662,35 65 
674195,31 144 
674196,94 144 
674198,16 144 
674674,22 101 
674675,4 100 
674675,4 53 
674714,81 1
674714,81 2
674714,81 2
674714,81 60 
674912,92 61 
675930,74 62 
676402,37 64 
676667,38 123 
677180,4 125 
677694,51 65 
678272,31 144 
678273,7 144 
678521,82 144 
678739,32 101 
678740,55 100 
678740,55 53 
678780,1 1
678780,1 1
678780,1 1
678780,1 60 
678883,34 61 
679895,83 62 
680197,06 64 
680453,44 123 
680969,18 125 
681476,58 65 
681998,66 144 
682000,15 144 
682188,28 144 
682487,45 101 
682488,69 100 
682488,69 53 
682531,45 2
682531,45 2
682531,45 2
682531,45 60 
682694,76 61 
683712,09 62 
683779,64 64 
684100,99 123 
684625,47 125 
685079,94 137 
685142,6 66 
685692,55 144 
685694,43 144 
685695,73 144 
686170,1 101 
686171,3 100 
