TotalRequired,  280
152226,34 101 
152227,55 100 
152227,55 53 
152269,42 1
152269,42 2
152269,42 1
152269,42 60 
152574,11 61 
153583,37 62 
154398,35 64 
154659,61 123 
155192,36 125 
155714,24 65 
156217,62 144 
156218,89 144 
156577,8 144 
156707,91 101 
156709,05 100 
156709,05 53 
156749,87 1
156749,87 2
156749,87 2
156749,87 60 
156983,1 61 
157998,26 62 
158067,05 64 
158348,89 123 
158872,15 125 
159397,56 65 
159915,91 144 
159917,28 144 
160001,99 144 
160407,63 101 
160408,76 100 
160408,76 53 
160465,21 1
160465,21 1
160465,21 1
160465,21 60 
160685,84 61 
161697,65 62 
162382,45 64 
162596,17 123 
163124,63 125 
163645,41 65 
163728,19 137 
164196,67 144 
164198,48 144 
164203 144 
164673,31 101 
164674,52 100 
164674,52 53 
164715,23 1
164715,23 2
164715,23 2
164715,23 60 
164792,25 61 
165802,18 63 
165813,46 60 
166084,03 113 
166288,25 114 
166329,64 60 
166578,93 61 
167596,04 62 
167822,53 64 
168063,6 123 
168605,36 125 
169125,16 65 
169682,26 144 
169683,81 144 
169897,78 144 
170153,83 101 
170155,58 100 
170155,58 53 
170196,05 2
170196,05 2
170196,05 2
170196,05 60 
170270,4 61 
171278,31 62 
171478,65 64 
171720,9 123 
172251,99 125 
172775,85 66 
173236,56 137 
173337,8 144 
173339,89 144 
173341,53 144 
173617,06 143 
173704,81 144 
173706,64 144 
173707,7 144 
173802,84 101 
173804,15 100 
173804,15 53 
173828,81 1
173828,81 1
173828,81 2
173828,81 60 
173907,51 61 
174926,09 62 
176470,81 64 
176693,12 123 
177221,9 125 
177741,12 65 
178260,35 144 
178261,66 144 
178688,69 144 
178751,96 101 
178753,25 100 
178753,25 53 
178792,51 2
178792,51 2
178792,51 2
178792,51 60 
179068,05 61 
180078,07 62 
180340,33 64 
180633,85 123 
181176,38 125 
181689,16 66 
182192,48 144 
182194,58 144 
182312,87 144 
184442,86 101 
184444,98 100 
184444,98 53 
184490,94 1
184490,94 2
184490,94 2
184490,94 60 
184764,93 113 
185445,68 114 
185490,41 60 
185869,83 61 
186890,71 62 
186940,29 64 
187301,99 121 
187837,27 125 
188219,34 137 
188353,9 66 
188906,39 144 
188908,43 144 
188909,42 144 
189260,12 142 
189365,89 144 
189367,88 144 
189382,93 101 
189389,31 100 
189389,31 53 
189426,25 1
189426,25 1
189426,25 1
189426,25 60 
189464,08 112 
190269,35 114 
190306,89 60 
190856,69 61 
191870,64 62 
192976,39 64 
193233,02 122 
193782,54 125 
194300,68 65 
194318,72 137 
194851,03 144 
194852,77 144 
194857,55 144 
195328,23 101 
195329,39 100 
195329,39 53 
195370,16 1
195370,16 2
195370,16 2
195370,16 60 
195414,39 61 
196440,84 62 
202561,45 64 
206444,15 252 
206444,15 101 
206446,58 100 
206446,58 53 
206466,52 1
206466,52 2
206466,52 2
206466,52 60 
216596,26 61 
216700,29 63 
216713,8 60 
218492,91 61 
218510,36 63 
218530,17 60 
218801,99 111 
221361,95 114 
221411,4 60 
235993,46 61 
237006,62 62 
243078,53 64 
247015,64 252 
247015,64 101 
247017,43 100 
247017,43 53 
247036,46 1
247036,46 2
247036,46 2
247036,46 60 
283308,78 61 
283322,66 63 
283340,94 60 
284966,45 61 
285060,94 63 
285073,62 60 
285324,9 111 
286148,31 114 
286190,57 60 
286285,2 61 
287306,77 62 
287606,29 64 
287922,03 121 
288465,28 125 
288731,21 137 
288985,46 66 
289537,89 144 
289541,62 144 
289543,06 144 
292596,33 101 
292598,23 100 
292598,23 53 
292638,62 1
292638,62 2
292638,62 2
292638,62 60 
308448,7 61 
309465,58 62 
309595,37 64 
309850,92 121 
310413,09 125 
310929,85 66 
311501,84 144 
311504,62 144 
311698,43 144 
315139,6 101 
315141,78 100 
315141,78 53 
315180,66 2
315180,66 2
315180,66 2
315180,66 60 
315559,35 113 
316059,75 114 
316096,87 60 
316399,62 61 
317412,17 62 
317707,53 64 
318034,78 121 
318571,28 125 
319093,6 66 
319612,59 144 
319614,66 144 
319736,37 144 
321522,21 101 
321524,68 100 
321524,68 53 
321563,44 1
321563,44 2
321563,44 2
321563,44 60 
321798 113 
322106,74 114 
322145,51 60 
322396,07 61 
323411,75 62 
324988,35 64 
325250,99 123 
325807,89 125 
326325,57 65 
326886,25 144 
326893,21 144 
326986,15 144 
327352,29 101 
327353,59 100 
327353,59 53 
327393,7 1
327393,7 2
327393,7 2
327393,7 60 
327441,73 61 
328462,12 62 
328520,16 64 
328792,53 123 
329318,12 125 
329839,71 65 
330342,94 144 
330344,58 144 
330835,87 101 
330837,05 100 
330837,05 53 
330858,93 1
330858,93 2
330858,93 2
330858,93 60 
330865,67 113 
331269,84 114 
331308,4 60 
331536,55 61 
332514,65 63 
332524,83 60 
332814,04 113 
333005,14 114 
333058,05 60 
333298,62 61 
334144,65 63 
334157,55 60 
334436,44 113 
334797,25 114 
334840,53 60 
335098,99 61 
336006,67 63 
336023,42 60 
336242,6 113 
336566,07 114 
336607,01 60 
336869,48 61 
337890,3 62 
338197,11 64 
338456,75 123 
338980,97 125 
339503,14 65 
340006,41 144 
340008,04 144 
340208,09 144 
340496,93 101 
340498,04 100 
340498,04 53 
340539,89 1
340539,89 2
340539,89 2
340539,89 60 
340739,55 61 
340828,19 63 
340839,58 60 
340873,51 61 
341131,19 63 
341138,96 60 
342832,31 61 
343786,77 63 
343804,38 60 
344090,52 113 
344382,45 114 
344421,18 60 
344675,88 61 
345643,2 63 
345654,61 60 
345925,16 113 
346103,94 114 
346153,46 60 
346440,98 61 
347453,06 62 
348030,29 64 
348392,77 123 
348930,11 125 
349450,08 65 
349969,77 144 
349971,17 144 
350062,7 144 
350460,19 101 
350461,35 100 
350461,35 53 
350502,28 2
350502,28 2
350502,28 2
350502,28 60 
350555,18 61 
351569,5 62 
351664,02 64 
352015 123 
352544,23 125 
353065,75 66 
353570,13 144 
353571,66 144 
353738,61 144 
355352,68 101 
355355,18 100 
355355,18 53 
355402,48 1
355402,48 1
355402,48 2
355402,48 60 
355701,23 113 
355911,78 114 
355950,23 60 
356192,95 61 
357201,94 62 
357271,61 64 
357555,79 123 
358089,96 125 
358614,04 65 
359117,06 144 
359118,58 144 
359250,34 144 
359607,82 101 
359609,01 100 
359609,01 53 
359650,2 2
359650,2 2
359650,2 2
359650,2 60 
359780,43 61 
360800,47 62 
361150,38 64 
361385,57 123 
361907,03 125 
362429,28 66 
362932,43 144 
362933,89 144 
362973,18 144 
364635,88 101 
364638,26 100 
364638,26 53 
364680,83 2
364680,83 2
364680,83 2
364680,83 60 
364983,74 113 
365190,11 114 
365230,5 60 
365518,67 61 
366530,31 62 
366946 64 
367195,66 123 
367732,25 125 
368244,64 66 
368747,21 144 
368748,63 144 
368825,75 144 
370930,62 101 
370931,89 100 
370931,89 53 
370978,96 2
370978,96 1
370978,96 2
370978,96 60 
371628,04 61 
372645,37 62 
373668,65 64 
374049,05 121 
374492,23 124 
384502,79 252 
384502,79 101 
384504,59 100 
384504,59 53 
384525,08 2
384525,08 1
384525,08 2
384525,08 60 
416506,91 111 
416731,82 114 
416780,45 60 
417013,58 61 
418030,32 62 
418104,16 64 
418446,92 121 
419010,3 125 
419349,58 137 
419528,2 66 
420061,65 101 
420116,69 8
420116,69 52 
420181,67 100 
420181,67 52 
420196,08 1
420196,08 2
420196,08 2
420196,08 60 
420201,84 61 
421229,8 62 
423022,42 64 
423336,22 121 
423879,65 125 
424334,47 137 
424401,77 66 
424950,64 144 
424953,91 144 
424956,82 144 
426904,73 101 
426905,96 100 
426905,96 52 
426943,52 2
426943,52 2
426943,52 2
426943,52 60 
427287,66 112 
428232,49 114 
428276,58 60 
429451,49 61 
430461,38 62 
430729,5 64 
431007,76 123 
431534,75 125 
431866,43 137 
432054,35 66 
432610,77 144 
432612,89 144 
432614,04 144 
433083 101 
433084,12 100 
433084,12 52 
433124,68 1
433124,68 2
433124,68 2
433124,68 60 
436751,45 61 
437773,15 62 
439494,41 64 
439959,86 122 
440519,3 125 
440974,73 137 
441046,6 65 
441589,52 144 
441592,07 144 
441596,66 144 
442065,06 101 
442066,31 100 
442066,31 52 
442107,71 1
442107,71 2
442107,71 2
442107,71 60 
446335,59 61 
447352,7 62 
448070,49 64 
448419,31 122 
448958,54 125 
449237,46 137 
449466,09 65 
450020,98 144 
450023,02 144 
450024,12 144 
450494,7 101 
450495,88 100 
450495,88 52 
450535,96 1
450535,96 2
450535,96 2
450535,96 60 
450632,96 61 
451651,62 62 
451988,45 64 
452306,96 122 
452827,38 125 
453348,91 65 
453928,65 144 
453930,27 144 
453951,58 144 
456487,12 101 
456489,33 100 
456489,33 52 
456533,97 1
456533,97 1
456533,97 2
456533,97 60 
456850,13 112 
457044,14 114 
457083,52 60 
457463,17 61 
458483,08 62 
458821,24 64 
459061,87 122 
459619,11 125 
460131,11 65 
460256,54 137 
460682,31 144 
460683,96 144 
460685,2 144 
461158,14 101 
461159,41 100 
461159,41 52 
461200,26 1
461200,26 2
461200,26 2
461200,26 60 
463167,88 61 
464181,55 62 
464372,35 64 
464692,43 122 
465225,07 125 
465745,03 65 
465913,1 137 
466298,65 144 
466300,68 144 
466301,8 144 
466774,26 101 
466775,41 100 
466775,41 52 
466814 1
466814 1
466814 1
466814 60 
466969,07 61 
467980,27 62 
468480,42 64 
468714,19 122 
469242,2 125 
469761,05 65 
469881,35 137 
470313,64 144 
470316,11 144 
470321,56 144 
470788,95 101 
470790,95 100 
470790,95 52 
470829,68 2
470829,68 2
470829,68 1
470829,68 60 
470865,21 61 
471879,39 62 
472014,32 64 
472331,48 122 
472856,31 125 
473376,25 66 
473955,56 144 
473957,25 144 
473959,01 144 
474420,34 101 
474421,45 100 
474421,45 52 
474461,5 1
474461,5 2
474461,5 2
474461,5 60 
474676,57 61 
475693,8 62 
475749,01 64 
476086,57 122 
476619,99 125 
477140,42 65 
477423,77 137 
477692,97 144 
477694,84 144 
477700,95 144 
478168,84 101 
478170,01 100 
478170,01 52 
478210,47 1
478210,47 1
478210,47 2
478210,47 60 
478399,74 61 
479411,29 62 
479687,89 64 
480017,94 122 
480550,83 125 
481072,41 65 
481075,41 137 
481625,92 144 
481628,43 144 
481633,73 144 
482101,46 101 
482102,64 100 
482102,64 52 
482142,09 1
482142,09 2
482142,09 1
482142,09 60 
482327,01 61 
483340,76 62 
483649,71 64 
483941,77 122 
484466,93 125 
484987,4 65 
485568,36 144 
485570,19 144 
485571,44 144 
486032,18 101 
486034,27 100 
486034,27 52 
486074,1 1
486074,1 2
486074,1 2
486074,1 60 
486198,09 61 
487222,96 62 
487258,38 64 
487676,55 122 
488239,43 125 
488690,95 137 
488752,58 65 
489301,96 144 
489303,61 144 
489304,93 144 
489781,6 101 
489782,83 100 
489782,83 52 
489822,86 1
489822,86 2
489822,86 2
489822,86 60 
490054,64 61 
490885,36 63 
490905,84 60 
491253,03 112 
491407,09 114 
491455,5 60 
491756,54 61 
492764,19 63 
492773,24 60 
493132,78 112 
493355,81 114 
493405,81 60 
493714,89 61 
494738,21 62 
494903,71 64 
495231,77 122 
495766,86 125 
496132,73 137 
496284,43 65 
496836,65 144 
496838,19 144 
496839,42 144 
497313,22 101 
497314,42 100 
497314,42 52 
497353,66 1
497353,66 2
497353,66 2
497353,66 60 
497385,78 61 
498403,75 62 
498467,58 64 
498859,72 122 
499428,97 125 
499949,9 65 
500505,43 144 
500507,2 144 
500590,76 144 
500979,12 101 
500980,27 100 
500980,27 52 
501036,03 1
501036,03 1
501036,03 1
501036,03 60 
501086,56 61 
502104,65 62 
502118,83 64 
502528,98 122 
503060,05 125 
503535,43 137 
503582,04 65 
504136,54 144 
504138,18 144 
504139,27 144 
504610,4 101 
504611,67 100 
504611,67 52 
504651,6 1
504651,6 2
504651,6 2
504651,6 60 
504806,04 61 
505817,72 62 
505881,18 64 
506212,03 122 
506743,35 125 
507264,03 65 
507640,61 137 
507816,19 144 
507818,14 144 
507819,79 144 
508292,74 101 
508293,88 100 
508293,88 52 
508334,28 2
508334,28 2
508334,28 2
508334,28 60 
518193,89 61 
519213,44 62 
519229,98 64 
519539,6 121 
520094,62 125 
520454,21 137 
520609,18 66 
521162,73 144 
521164,39 144 
521165,62 144 
522680,14 101 
522682,14 100 
522682,14 52 
522728,89 1
522728,89 2
522728,89 2
522728,89 60 
523079,02 111 
524681,37 114 
524727,94 60 
525003,36 61 
526012,22 62 
530776,22 64 
531217,66 122 
531773,06 125 
532289,89 65 
532292,6 137 
532843,01 144 
532844,97 144 
532850,15 144 
536480,29 101 
536482,79 100 
536482,79 52 
536523,97 2
536523,97 2
536523,97 2
536523,97 60 
536737,56 112 
537846,4 114 
537890,41 60 
538096,55 112 
538171,07 114 
538206,77 60 
538482,4 61 
539003,14 63 
539023,76 60 
545962,17 61 
546973,33 62 
547597,34 64 
547947,23 122 
548479,42 125 
548999,3 66 
549582,5 144 
549583,98 144 
549957,68 144 
550046,55 101 
550047,86 100 
550047,86 52 
550102,94 1
550102,94 2
550102,94 2
550102,94 60 
550329,66 61 
551352,29 62 
567996,23 64 
568000,48 252 
568000,48 101 
568002,36 100 
568002,36 52 
568013,16 1
568013,16 2
568013,16 2
568013,16 60 
599745,67 61 
599790,79 63 
599802,79 60 
600106,25 111 
600436,28 114 
600486,36 60 
600707,36 61 
601719,04 62 
602945,32 64 
603362,91 122 
603915,67 125 
604430,83 65 
604935,6 144 
604937,05 144 
604952,11 144 
606825,94 101 
606827,95 100 
606827,95 52 
606867,7 2
606867,7 2
606867,7 2
606867,7 60 
607185,37 112 
607320,71 114 
607367,16 60 
607627,23 61 
608649,99 62 
608946,34 64 
609254,29 122 
609812,82 125 
610164,66 137 
610329,58 66 
610882,84 144 
610884,53 144 
610885,81 144 
616312,31 101 
616314,08 100 
616314,08 52 
616364,16 1
616364,16 2
616364,16 1
616364,16 60 
616790,02 61 
617800,05 62 
617975,42 64 
618384,92 122 
618914,87 125 
619239,75 137 
619428,62 65 
619979,28 144 
619982,52 144 
619984,24 144 
621812,9 101 
621814,15 100 
621814,15 52 
621862,36 1
621862,36 2
621862,36 2
621862,36 60 
622209,59 112 
622291,54 114 
622317,86 60 
622556,62 61 
623578,78 62 
623648,43 64 
623978,82 122 
624505,76 125 
625023,97 65 
625591,05 144 
625592,88 144 
625654,18 144 
626053,57 101 
626054,72 100 
626054,72 52 
626094,86 1
626094,86 2
626094,86 2
626094,86 60 
626147,68 61 
627164,11 62 
627738,3 64 
627989,1 122 
628539,96 125 
629058,1 65 
629269,96 137 
629608,94 144 
629610,7 144 
629612,5 144 
630084,73 101 
630085,94 100 
630085,94 52 
630127,67 1
630127,67 2
630127,67 2
630127,67 60 
630171,78 61 
631197,06 62 
631314,3 64 
631722,2 122 
632259,88 125 
632685,92 137 
632773,05 65 
633323,87 144 
633325,45 144 
633326,76 144 
633800,28 101 
633801,5 100 
633801,5 52 
633841,83 1
633841,83 2
633841,83 2
633841,83 60 
634591,24 61 
635134,67 63 
635142,2 60 
635761,51 61 
636773,53 62 
637233,92 64 
637516,56 122 
638050,04 125 
638467,75 137 
638570,06 65 
639121,21 144 
639122,63 144 
639123,84 144 
639598,72 101 
639600,81 100 
639600,81 52 
639640,27 1
639640,27 1
639640,27 1
639640,27 60 
639674,65 61 
640691,53 62 
640886,55 64 
641218,4 122 
641748,02 125 
642237,87 137 
642307,83 65 
642823,32 144 
642825,14 144 
642826,75 144 
643298,64 101 
643299,87 100 
643299,87 52 
643338,98 2
643338,98 1
643338,98 2
643338,98 60 
643472,73 61 
644488,12 62 
644758,08 64 
645112,26 122 
645645,73 125 
646168,01 66 
646310,15 137 
646720,04 144 
646721,58 144 
646722,92 144 
648338,43 101 
648341,02 100 
648341,02 52 
648387,09 1
648387,09 2
648387,09 2
648387,09 60 
648629,21 112 
649299,78 114 
649338 60 
649666,75 61 
650685,84 62 
654014,12 64 
654304,33 122 
654832,51 125 
655349,72 65 
655410,64 137 
655901,2 144 
655902,81 144 
655904,64 144 
656376,54 101 
656377,88 100 
656377,88 52 
656417,97 2
656417,97 2
656417,97 2
656417,97 60 
656458,79 61 
657491,48 62 
657930,03 64 
658218,37 122 
658746,85 125 
659259,9 137 
659344,14 66 
659818,56 144 
659820,6 144 
659822,1 144 
662887,16 101 
662889,22 100 
662889,22 52 
662932,21 1
662932,21 2
662932,21 1
662932,21 60 
709345,33 61 
710365,75 62 
711538,09 64 
711865,62 121 
712417,86 125 
712928,53 66 
713013,44 137 
713481,61 144 
713483,05 144 
713484,02 144 
713957,3 101 
713958,46 100 
713958,46 52 
713998,63 1
713998,63 2
713998,63 2
713998,63 60 
714035,4 61 
715049,99 62 
715744,09 64 
716120,18 121 
716644,67 125 
716942,33 137 
717160,65 66 
717715,41 144 
717717,21 144 
717718,2 144 
718189,65 101 
718190,82 100 
718190,82 52 
718231,44 1
718231,44 1
718231,44 2
718231,44 60 
718541,56 61 
719563,64 62 
719851,55 64 
720160 121 
720722,44 125 
721127,99 137 
721245,87 65 
721796,4 144 
721798,42 144 
721799,76 144 
723148 101 
723149,75 100 
723149,75 52 
723196,66 1
723196,66 1
723196,66 2
723196,66 60 
723458,52 111 
723738,39 114 
723779,54 60 
723962,65 61 
724956,4 63 
724979,05 60 
725287,77 111 
725633,49 114 
725677,92 60 
725841,99 61 
726861,78 62 
727382,02 64 
727708,02 121 
728235,65 125 
728579,79 137 
728756,64 65 
729310,09 144 
729311,55 144 
729313,2 144 
729785,95 101 
729787,18 100 
729787,18 52 
729829,65 1
729829,65 2
729829,65 2
729829,65 60 
729872,1 61 
730898,38 62 
731192,49 64 
731530,4 121 
732087,41 125 
732606,55 66 
732910,26 137 
733160,01 144 
733162,09 144 
733163,42 144 
733634,09 101 
733635,3 100 
733635,3 52 
733675,48 2
733675,48 2
733675,48 2
733675,48 60 
733920,18 61 
734942,06 62 
735226,04 64 
735526,85 121 
736091,42 125 
736605,68 66 
736646,19 137 
737156,88 144 
737158,56 144 
737159,77 144 
738922,74 101 
738925 100 
738925 52 
738973,87 1
738973,87 2
738973,87 2
738973,87 60 
739538,63 61 
740378,15 63 
740389,82 60 
740656,78 113 
740825,12 114 
740873,65 60 
741115,42 61 
742124,69 62 
742369,85 64 
742613,57 123 
743153,61 125 
743668,82 66 
744225,39 144 
744227,26 144 
744263,78 144 
745929,68 101 
745931,49 100 
745931,49 52 
745971,82 1
745971,82 2
745971,82 1
745971,82 60 
746263,8 112 
746626,28 114 
746671,03 60 
746955,45 61 
747970,46 62 
748154,72 64 
748484,25 122 
749017,04 125 
749442,02 137 
749537,26 65 
750086,04 144 
750087,84 144 
750094,2 144 
750562,36 101 
750563,59 100 
750563,59 52 
750603,11 1
750603,11 2
750603,11 2
750603,11 60 
750719,88 61 
751735,79 62 
752295,79 64 
752557,01 122 
753098,66 125 
753526,48 137 
753615,89 65 
754170,23 144 
754172,43 144 
754173,59 144 
754643,5 101 
754644,72 100 
754644,72 52 
754685,21 1
754685,21 2
754685,21 2
754685,21 60 
754723,97 61 
755741,22 62 
755816,43 64 
756264,66 122 
756814,86 125 
757239,25 137 
757331,99 65 
757883,29 144 
757884,85 144 
757885,97 144 
758359,81 101 
758361,01 100 
758361,01 52 
758400,65 1
758400,65 1
758400,65 2
758400,65 60 
758443,15 61 
759467,35 62 
759965,75 64 
760242,53 122 
760805,32 125 
761314,1 65 
761412,28 137 
761864,66 144 
761866,18 144 
761867,33 144 
763535,62 101 
763537,6 100 
763537,6 52 
763582,21 2
763582,21 2
763582,21 2
763582,21 60 
763901,04 112 
764009,51 114 
764033,65 60 
764312,26 61 
765191,23 63 
765201,24 60 
765508,58 112 
765654,83 114 
765682,63 60 
765980,28 61 
766998 62 
767451,62 64 
767760,25 122 
768309,03 125 
768483,22 137 
768826,65 66 
769400,03 144 
769401,45 144 
769402,41 144 
771206,03 101 
771208,17 100 
771208,17 52 
771246,42 1
771246,42 1
771246,42 1
771246,42 60 
771530,76 112 
772003,48 114 
772046,23 60 
772445,75 61 
773461,85 62 
773884,12 64 
774138,97 122 
774705,24 125 
775091,16 137 
775225,08 65 
775778,3 144 
775779,7 144 
775780,96 144 
776252,65 101 
776254,07 100 
776254,07 52 
776295,87 1
776295,87 1
776295,87 1
776295,87 60 
776336,34 61 
777362,28 62 
778256,44 64 
779695,08 122 
780221,78 125 
780740,43 65 
781025,4 137 
781275,53 101 
781330,62 8
781330,62 51 
781395,47 100 
781395,47 51 
781409,62 2
781409,62 2
781409,62 2
781409,62 60 
781745,27 61 
782758,13 62 
783025,45 64 
783280,54 122 
783817,75 125 
784338,38 66 
784916,99 144 
784918,47 144 
785285 144 
785385,31 101 
785386,47 100 
785386,47 51 
785425,18 1
785425,18 2
785425,18 2
785425,18 60 
785636,85 61 
786657,14 62 
786796,51 64 
787165,12 122 
787719,63 125 
788237,33 66 
788243,59 137 
788791,62 144 
788793,18 144 
788794,29 144 
789266,08 101 
789267,4 100 
789267,4 51 
789307,55 2
789307,55 2
789307,55 2
789307,55 60 
790136,41 61 
790806,53 63 
790822,97 60 
796608,81 61 
797621,76 62 
798422,65 64 
798772,23 122 
799299,97 125 
799466,6 137 
799817,75 66 
800371,48 144 
800373,12 144 
800374,76 144 
802321,41 101 
802323,39 100 
802323,39 51 
802369,32 1
802369,32 2
802369,32 2
802369,32 60 
802627,47 111 
804513,24 114 
804552,38 60 
809496,54 61 
810516,35 62 
811166,16 64 
811473,11 121 
811992,75 125 
812230,67 137 
812513,51 65 
813065,8 144 
813067,69 144 
813074,65 144 
813542,29 101 
813543,5 100 
813543,5 51 
813582,29 1
813582,29 1
813582,29 2
813582,29 60 
813626,37 61 
814652,4 62 
815071,96 64 
815321,12 121 
815879,71 125 
816198,46 137 
816395,32 65 
816946,67 144 
