TotalRequired,  320
1193260,63 2
1193260,63 2
1193260,63 60 
1194394,45 61 
1195409,63 62 
1195692,59 64 
1195994,67 123 
1196521,35 125 
1197038,29 66 
1197115,68 137 
1197591,31 144 
1197592,86 144 
1197597,03 144 
1200885,28 101 
1200887,09 100 
1200887,09 53 
1200924,52 1
1200924,52 1
1200924,52 2
1200924,52 60 
1201268,86 113 
1201594,28 114 
1201641,07 60 
1201903,8 61 
1202923,97 62 
1203288,23 64 
1203584,24 123 
1204130,52 125 
1204514,48 137 
1204654,28 65 
1205212,65 144 
1205214,23 144 
1205215,29 144 
1206773,2 101 
1206774,69 100 
1206774,69 53 
1206822,57 1
1206822,57 2
1206822,57 2
1206822,57 60 
1207243,48 61 
1208256,21 62 
1208294,02 64 
1208668,76 123 
1209196,33 125 
1209610,83 137 
1209719,52 65 
1210288,78 144 
1210290,11 144 
1210291,11 144 
1212346,63 101 
1212347,88 100 
1212347,88 53 
1212387,36 1
1212387,36 2
1212387,36 2
1212387,36 60 
1212908,1 61 
1213919,99 62 
1214018,94 64 
1214410,95 123 
1214950,49 125 
1215306,39 137 
1215467,74 65 
1216020,38 144 
1216022,24 144 
1216023,67 144 
1216494,44 101 
1216495,77 100 
1216495,77 53 
1216536,12 1
1216536,12 2
1216536,12 1
1216536,12 60 
1216567,09 61 
1217589,13 62 
1217795,35 64 
1218158,76 123 
1218708,08 125 
1219216,54 65 
1219402,76 137 
1219768,07 144 
1219769,66 144 
1219770,94 144 
1221387,87 101 
1221389,31 100 
1221389,31 53 
1221434,42 1
1221434,42 2
1221434,42 2
1221434,42 60 
1221713,26 113 
1221795,32 114 
1221821,02 60 
1222028,08 61 
1223049,8 62 
1223936,35 64 
1224265,23 123 
1224815,58 125 
1225090,4 137 
1225329,1 65 
1225881,41 144 
1225883,06 144 
1225884,38 144 
1226357,85 101 
1226359,02 100 
1226359,02 53 
1226399,32 1
1226399,32 2
1226399,32 1
1226399,32 60 
1226596,08 61 
1227615,12 62 
1227852,57 64 
1228192,77 123 
1228722,08 125 
1229228,59 65 
1229805,66 144 
1229809,43 144 
1230050,37 144 
1230272,89 101 
1230274,15 100 
1230274,15 53 
1230314,98 1
1230314,98 2
1230314,98 2
1230314,98 60 
1230541,25 61 
1231564,81 62 
1231701,6 64 
1233269,54 123 
1233826,21 125 
1234087,67 137 
1234343,06 65 
1234896,6 144 
1234898,53 144 
1234899,75 144 
1235371,78 101 
1235373,87 100 
1235373,87 53 
1235413,16 1
1235413,16 2
1235413,16 2
1235413,16 60 
1235701,87 61 
1236713,22 62 
1236892,55 64 
1237206,05 123 
1237736,09 125 
1238242,65 65 
1238812,61 144 
1238814,69 144 
1239080,87 144 
1239272,06 101 
1239273,26 100 
1239273,26 53 
1239312,03 1
1239312,03 1
1239312,03 1
1239312,03 60 
1241362,09 61 
1242372,82 63 
1242394,09 60 
1242769,19 113 
1243143,21 114 
1243178,6 60 
1243973,68 61 
1244993,14 62 
1245314,92 64 
1245665,28 121 
1246221,51 125 
1246631,37 137 
1246739,23 65 
1247292,98 144 
1247295,07 144 
1247296,93 144 
1247767,35 101 
1247768,55 100 
1247768,55 53 
1247808,92 2
1247808,92 2
1247808,92 2
1247808,92 60 
1249908,53 111 
1250738,55 114 
1250775,08 60 
1251005,48 61 
1252025,58 62 
1252847,41 64 
1253448,58 122 
1253991,45 125 
1254329,92 137 
1254503,92 66 
1255056,4 144 
1255058,33 144 
1255059,36 144 
1255446,77 141 
1255536,99 144 
1255538,98 144 
1255540,34 101 
1255541,85 100 
1255541,85 53 
1255609,56 1
1255609,56 2
1255609,56 2
1255609,56 60 
1256524,92 111 
1256619,13 114 
1256656,58 60 
1256690,26 112 
1256747,25 114 
1256789,26 60 
1261485,72 61 
1262503,16 62 
1262660,61 64 
1262980,13 123 
1263511,38 125 
1264035,09 65 
1264229,44 137 
1264585,62 144 
1264587,35 144 
1264588,47 144 
1264703,7 143 
1264794,51 144 
1264796,17 144 
1264797,14 144 
1265062,4 101 
1265063,57 100 
1265063,57 53 
1265103,4 1
1265103,4 1
1265103,4 2
1265103,4 60 
1265262,04 61 
1266271,86 62 
1266337,53 64 
1266689,18 123 
1267210,22 125 
1267731,69 65 
1268237,65 144 
1268238,95 144 
1268424,22 144 
1268727,51 101 
1268728,66 100 
1268728,66 53 
1268768,71 1
1268768,71 2
1268768,71 2
1268768,71 60 
1269049,74 61 
1270048,79 63 
1270068,98 60 
1270367,44 113 
1271006,85 114 
1271051,16 60 
1271234,13 61 
1271664,53 63 
1271685,46 60 
1292876,11 61 
1293893,23 62 
1294301,89 64 
1294608,6 122 
1295168,62 125 
1295453,96 137 
1295691,15 66 
1296244,51 144 
1296246,06 144 
1296247,43 144 
1296720,24 101 
1296721,53 100 
1296721,53 53 
1296759,55 2
1296759,55 2
1296759,55 2
1296759,55 60 
1328614,99 61 
1329252,74 63 
1329266,19 60 
1368461,47 61 
1368831,2 63 
1368852,51 60 
1390525,09 61 
1391545,43 62 
1392199 64 
1392554,42 121 
1393083,2 125 
1393362,71 137 
1393592,34 66 
1394142,88 144 
1394144,45 144 
1394145,6 144 
1394620,49 101 
1394621,67 100 
1394621,67 53 
1394662,23 1
1394662,23 1
1394662,23 2
1394662,23 60 
1572590,69 61 
1573619,25 62 
1574137,1 64 
1574569,11 122 
1575007,51 124 
1579809,19 122 
1580251,95 124 
1590258,35 252 
1590258,35 101 
1590260,06 100 
1590260,06 53 
1590279,79 1
1590279,79 1
1590279,79 2
1590279,79 60 
1720928,15 112 
1721011,3 114 
1721043,54 60 
1721138,41 61 
1722152,36 62 
1722893,01 64 
1732161,37 252 
1732161,37 101 
1732163,07 100 
1732163,07 53 
1732183,17 1
1732183,17 1
1732183,17 2
1732183,17 60 
1875160,05 61 
1876168,7 62 
1876851,02 64 
1877173,69 121 
1877693,38 125 
1878006,88 137 
1878214,57 66 
1878769,36 144 
1878771,04 144 
1878772,33 144 
1880382 101 
1880383,43 100 
1880383,43 53 
1880420,53 1
1880420,53 2
1880420,53 2
1880420,53 60 
1880768,51 113 
1881146,62 114 
1881184,6 60 
1881426,39 61 
1882449,63 62 
1882696,82 64 
1883045,09 123 
1883578,33 125 
1883908,85 137 
1884095,79 65 
1884650,67 144 
1884652,72 144 
1884656,31 144 
1885124,48 101 
1885126,48 100 
1885126,48 53 
1885166,26 1
1885166,26 1
1885166,26 2
1885166,26 60 
1885199,69 61 
1886216,88 62 
1886541,24 64 
1886846,15 123 
1887371,41 125 
1887880,81 65 
1888172,69 137 
1888431,37 144 
1888433,48 144 
1888435,25 144 
1888906,98 101 
1888908,17 100 
1888908,17 53 
1888948,3 1
1888948,3 2
1888948,3 1
1888948,3 60 
1888989,44 61 
1890001,48 62 
1890376,91 64 
1890656,44 123 
1891201,8 125 
1891712,38 65 
1892265,45 144 
1892267,47 144 
1892294,08 144 
1892739,87 101 
1892741,05 100 
1892741,05 53 
1892780,83 1
1892780,83 2
1892780,83 2
1892780,83 60 
1892818,15 61 
1893832,99 62 
1894069,54 64 
1894385,68 123 
1894931,44 125 
1895443,6 65 
1895946,77 144 
1895948,24 144 
1896061,32 144 
1896438,28 101 
1896439,45 100 
1896439,45 53 
1896479,36 1
1896479,36 2
1896479,36 2
1896479,36 60 
1898307 61 
1899145,81 63 
1899162,59 60 
1899545,19 113 
1899622,61 114 
1899651,61 60 
1901478,99 61 
1902492,93 62 
1902815,69 64 
1903098,19 123 
1903618,63 125 
1904139,89 65 
1904528,68 137 
1904692,63 144 
1904694,35 144 
1904695,64 144 
1905169,62 101 
1905171,72 100 
1905171,72 53 
1905209,94 1
1905209,94 2
1905209,94 2
1905209,94 60 
1907237,33 61 
1908258 62 
1908466,45 64 
1910169,09 123 
1910699,69 125 
1911006,61 137 
1911221,91 65 
1911775,68 144 
1911777,58 144 
1911781,31 144 
1913131,41 101 
1913132,83 100 
1913132,83 53 
1913174,64 2
1913174,64 2
1913174,64 2
1913174,64 60 
1913446,03 113 
1913615,06 114 
1913656,89 60 
1915633,94 61 
1916655,02 62 
1916939,05 64 
1917234,99 123 
1917762,04 125 
1918245,01 137 
1918306,52 66 
1918837,74 144 
1918839,35 144 
1918842,66 144 
1921375,84 101 
1921377,43 100 
1921377,43 53 
1921421,09 2
1921421,09 2
1921421,09 1
1921421,09 60 
1921750,89 111 
1922169,07 114 
1922220,79 60 
1922393,72 61 
1922426,49 63 
1922438,58 60 
1924724,42 112 
1925592,31 114 
1925638,27 60 
1925882,5 61 
1926902,07 62 
1927074,75 64 
1927417,3 121 
1927941,76 125 
1928192,3 137 
1928448,58 65 
1929002,9 144 
1929005,18 144 
1929006,46 144 
1929477,84 101 
1929479,01 100 
1929479,01 53 
1929518,43 2
1929518,43 2
1929518,43 2
1929518,43 60 
1929863,06 61 
1930801,15 63 
1930818,02 60 
1931208,84 111 
1931782,78 114 
1931834,22 60 
1932110,28 61 
1933117,87 62 
1933311,2 64 
1933643,39 121 
1934174,81 125 
1934687,27 137 
1934755,4 66 
1935248,23 144 
1935250,11 144 
1935251,45 144 
1936962,32 101 
1936963,63 100 
1936963,63 53 
1936999,55 1
1936999,55 1
1936999,55 2
1936999,55 60 
1937344,44 61 
1938364,55 62 
1938746,77 64 
1939054,72 122 
1939594,94 125 
1939789,48 137 
1940111,24 65 
1940663,08 144 
1940664,51 144 
1940665,52 144 
1941139,56 101 
1941140,79 100 
1941140,79 53 
1941181,22 1
1941181,22 1
1941181,22 2
1941181,22 60 
1941482,59 61 
1942497,35 62 
1943146,05 64 
1943465,12 122 
1943988,23 125 
1944435,58 137 
1944510,94 65 
1945061,29 144 
1945062,8 144 
1945064,24 144 
1945538,97 101 
1945540,17 100 
1945540,17 53 
1945579,84 1
1945579,84 1
1945579,84 1
1945579,84 60 
1946015,28 61 
1947029,36 62 
1947064,1 64 
1947444,76 122 
1947975,78 125 
1948349,96 137 
1948492,15 65 
1949043,18 144 
1949045 144 
1949046,06 144 
1949521,5 101 
1949522,67 100 
1949522,67 53 
1949561,94 2
1949561,94 1
1949561,94 2
1949561,94 60 
1949723,08 61 
1950745,77 62 
1950818,35 64 
1951232 122 
1951754,82 125 
1952081,06 137 
1952274,34 65 
1952809,66 101 
1952866,16 8
1952866,16 52 
1952924,64 100 
1952924,64 52 
1952944,14 1
1952944,14 1
1952944,14 2
1952944,14 60 
1957195,18 112 
1957668,69 114 
1957709,17 60 
1983222,5 111 
1983390,04 114 
1983433,77 60 
1984381,93 111 
1984714,32 114 
1984751,02 60 
1985867,98 111 
1985983,03 114 
1986033,09 60 
2034477,94 111 
2034628,05 114 
2034667,02 60 
2037511,51 111 
2037612,51 114 
2037652,42 60 
2117542,37 61 
2118557,18 62 
2118985,25 64 
2119285,9 123 
2119814,62 125 
2119950,87 137 
2120337,69 66 
2120885,93 144 
2120894,34 144 
2120896,48 144 
2122718,38 101 
2122719,82 100 
2122719,82 52 
2122755,09 1
2122755,09 2
2122755,09 2
2122755,09 60 
2131880,99 61 
2132901,57 62 
2133180,79 64 
2133543,08 123 
2134074,39 125 
2134314,97 137 
2134598,79 66 
2135150,06 144 
2135151,74 144 
2135152,68 144 
2136805,69 101 
2136807,8 100 
2136807,8 52 
2136850,09 1
2136850,09 2
2136850,09 1
2136850,09 60 
2137701 61 
2138717,03 62 
2139132,71 64 
2139489,6 122 
2140010,89 125 
2140201,64 137 
2140528,56 65 
2141081,76 144 
2141083,42 144 
2141084,67 144 
2141558,22 101 
2141559,44 100 
2141559,44 52 
2141598,66 1
2141598,66 2
2141598,66 2
2141598,66 60 
2145945,3 61 
2146964,3 62 
2147364,86 64 
2147705,19 121 
2148237,7 125 
2148554,88 137 
2148758,78 66 
2149312,57 144 
2149314,14 144 
2149315,48 144 
2149788,96 101 
2149790,12 100 
2149790,12 52 
2149830,19 2
2149830,19 2
2149830,19 2
2149830,19 60 
2149939,6 61 
2150961,96 62 
2152100,72 64 
2152493,46 123 
2153040,17 125 
2153365,25 137 
2153559,08 66 
2154114,33 144 
2154116,34 144 
2154117,71 144 
2154587,28 101 
2154588,46 100 
2154588,46 52 
2154628,73 1
2154628,73 1
2154628,73 2
2154628,73 60 
2221499,73 61 
2222521,53 62 
2223043,22 64 
2223372,9 123 
2223900,69 125 
2224417,53 66 
2224538,74 137 
2224970,98 144 
2224972,79 144 
2224976,96 144 
2225446,56 101 
2225447,73 100 
2225447,73 52 
2225487,65 1
2225487,65 2
2225487,65 2
2225487,65 60 
2301434,71 61 
2302445,66 62 
2302947,44 64 
2303315,79 122 
2303838,9 125 
2303903,62 137 
2304359,54 65 
2304911,93 144 
2304913,74 144 
2304917,33 144 
2305387,65 101 
2305388,86 100 
2305388,86 52 
2305427,82 1
2305427,82 2
2305427,82 2
2305427,82 60 
2372285,89 61 
2373306,25 62 
2373622,86 64 
2373916,83 122 
2374467,32 125 
2374866,14 137 
2374986,12 65 
2375537,37 144 
2375538,63 144 
2375539,59 144 
2376014,85 101 
2376016 100 
2376016 52 
2376055 2
2376055 2
2376055 2
2376055 60 
2378255,79 61 
2379254,49 63 
2379271,2 60 
2379595,92 112 
2379943,38 114 
2379987,37 60 
2380230,24 61 
2381254,47 62 
2381760,98 64 
2382066,45 123 
2382615,06 125 
2382891,33 137 
2383134,49 66 
2383684,14 144 
2383685,64 144 
2383687,07 144 
2384161,61 101 
2384162,76 100 
2384162,76 52 
2384202,26 1
2384202,26 2
2384202,26 1
2384202,26 60 
2483964,63 111 
2484454,76 114 
2484502,43 60 
2756776,26 61 
2757796,61 62 
2757912,92 64 
2758296,99 121 
2758847,4 125 
2759088,88 137 
2759359,19 66 
2759912,46 144 
2759914,26 144 
2759915,91 144 
2761628,64 101 
2761630,01 100 
2761630,01 52 
2761679,37 1
2761679,37 2
2761679,37 2
2761679,37 60 
2762002,1 113 
2762210,96 114 
2762261,11 60 
2762474,19 61 
2763494,97 62 
2763794,24 64 
2764566,79 123 
2765125,31 125 
2765641,97 66 
2766207,07 144 
2766209,17 144 
2766258,13 144 
2768810,66 101 
2768811,81 100 
2768811,81 52 
2768859,31 1
2768859,31 1
2768859,31 1
2768859,31 60 
2769515,75 61 
2770526,67 62 
2772276,26 64 
2772679,68 123 
2773238,63 125 
2773755,99 65 
2774259,25 144 
2774260,6 144 
2774461,27 144 
2774749,57 101 
2774750,78 100 
2774750,78 52 
2774790,24 1
2774790,24 2
2774790,24 2
2774790,24 60 
2774914,82 61 
2775927,49 62 
2776165,37 64 
2776501,65 123 
2777030,35 125 
2777554,07 66 
2778043,28 137 
2778119,15 144 
2778120,75 144 
2778121,92 144 
2779958,64 101 
2779960,16 100 
2779960,16 52 
2780006,52 2
2780006,52 2
2780006,52 2
2780006,52 60 
2780520,04 61 
2781538,61 62 
2782060,08 64 
2782517,38 123 
2783069,12 125 
2783398,69 137 
2783583,74 66 
2784136,78 144 
2784138,54 144 
2784139,52 144 
2784612,31 101 
2784613,53 100 
2784613,53 52 
2784653,97 1
2784653,97 2
2784653,97 2
2784653,97 60 
2784688,55 61 
2785708,5 62 
2786171,34 64 
2786498,42 122 
2787031,1 125 
2787299,99 137 
2787550,22 65 
2788102,33 144 
2788104,7 144 
2788579,2 101 
2788580,42 100 
2788580,42 52 
2788620,3 1
2788620,3 2
2788620,3 1
2788620,3 60 
2788659,23 61 
2789690,39 62 
2789771,71 64 
2790241,34 122 
2790766,36 125 
2791282,56 65 
2791327,41 137 
2791833,14 144 
2791835,11 144 
2791836,43 144 
2791871,4 143 
2791963,77 144 
2791964,99 144 
2791968,47 144 
2792309,71 101 
2792310,9 100 
2792310,9 52 
2792351,38 1
2792351,38 2
2792351,38 2
2792351,38 60 
2792585,43 61 
2793600,77 62 
2793821,78 64 
2794222,29 122 
2794770,94 125 
2795002,3 137 
2795279,74 65 
2795833 144 
2795835,26 144 
2795836,62 144 
2796308,18 101 
2796309,31 100 
2796309,31 52 
2796350,48 1
2796350,48 2
2796350,48 2
2796350,48 60 
2797665,57 61 
2798649,67 63 
2798667,08 60 
2799294,91 61 
2800314,67 62 
2800382,91 64 
2800746,3 122 
2801308,63 125 
2801676,79 137 
2801828,91 65 
2802380,21 144 
2802381,89 144 
2802383,36 144 
2802857,17 101 
2802858,34 100 
2802858,34 52 
2802898,01 2
2802898,01 2
2802898,01 2
2802898,01 60 
2804756,68 61 
2805698,5 63 
2805713,89 60 
2806420,23 61 
2807431,87 62 
2807758,49 64 
2808104,66 122 
2808650,62 125 
2808940,22 137 
2809159,03 66 
2809652,74 133 
2809799,31 144 
2809802,52 144 
2809804,07 144 
2811618,77 101 
2811620,25 100 
2811620,25 52 
2811661,65 1
2811661,65 1
2811661,65 2
2811661,65 60 
2811938,02 112 
2813090,61 114 
2813128,11 60 
2813647,69 61 
2814661,97 62 
2815090,25 64 
2815518,71 122 
2816071,16 125 
2816366,02 137 
2816590,86 65 
2817142,15 144 
2817143,57 144 
2817144,54 144 
2817617,91 101 
2817619,15 100 
2817619,15 52 
2817660,74 1
2817660,74 2
2817660,74 2
2817660,74 60 
2819465,03 112 
2819579,77 114 
2819609,69 60 
2821347,51 112 
2821554,25 114 
2821593,67 60 
2822526,31 112 
2822601,32 114 
2822629,3 60 
2922634,69 61 
2923645,5 62 
2924227,12 64 
2924693,81 122 
2925223,39 125 
2925246,1 137 
2925737,24 65 
2926291,23 144 
2926293,11 144 
2926294,32 144 
2926946,84 101 
2926948,13 100 
2926948,13 52 
2926991,45 1
2926991,45 1
2926991,45 2
2926991,45 60 
2927343,93 61 
2928355,92 62 
2928638,33 64 
2929029,34 121 
2929576,48 125 
2930087,52 65 
2930101,09 137 
2930639,44 144 
2930641,42 144 
2930642,91 144 
2931115,15 101 
2931116,32 100 
2931116,32 52 
2931155,88 1
2931155,88 2
2931155,88 2
2931155,88 60 
2931644,9 61 
2932657,6 62 
2933042,58 64 
2933434,97 121 
2933962,89 125 
2934171,3 137 
2934484,54 66 
2935037,69 144 
2935039,42 144 
2935040,6 144 
2936489,49 101 
2936490,83 100 
2936490,83 52 
2936537,47 1
2936537,47 1
2936537,47 2
2936537,47 60 
2937096,17 61 
2938104,74 62 
2938421,24 64 
2938826,14 123 
2939381,88 125 
2939753,91 137 
2939900,98 66 
2940458,03 144 
2940459,71 144 
2940461,09 144 
2942344,31 101 
2942345,84 100 
2942345,84 52 
2942385,47 2
2942385,47 2
2942385,47 2
2942385,47 60 
2942707,26 111 
2944556,64 114 
2944606,37 60 
2944843,69 61 
2945852,75 62 
2946791,28 64 
2947111,7 123 
2947641,35 125 
2948030,22 137 
2948163,03 66 
2948715,9 144 
2948717,58 144 
2948718,81 144 
2951212,6 101 
2951216,03 100 
2951216,03 52 
2951250,27 1
2951250,27 2
2951250,27 1
2951250,27 60 
2951576,77 111 
2952133,73 114 
2952182,22 60 
2952526,8 61 
2953548,66 62 
2955089,33 64 
2955553,74 122 
2956107,22 125 
2956360,02 137 
2956628,7 65 
2957179,76 144 
2957181,2 144 
2957182,37 144 
2957656,7 101 
2957657,96 100 
2957657,96 52 
2957697,09 1
2957697,09 2
2957697,09 1
2957697,09 60 
2957837,82 61 
2958849,05 62 
2959232,63 64 
2959564,3 122 
2960095,09 125 
2960428,31 137 
2960610,87 65 
2961163,48 144 
2961165,21 144 
2961166,45 144 
2961638,89 101 
2961640,1 100 
2961640,1 52 
2961679,26 2
2961679,26 2
2961679,26 2
2961679,26 60 
2961709,49 61 
2962729,74 62 
2963208,43 64 
2963529,05 122 
2964054,69 125 
2964322,02 137 
2964576,28 66 
2965126,58 144 
2965128,14 144 
2965129,3 144 
2965603,65 101 
2965604,87 100 
2965604,87 52 
2965661,28 1
2965661,28 2
2965661,28 2
2965661,28 60 
3063271,74 61 
3064296,05 62 
3064449,83 64 
3064823,06 123 
3065392,19 125 
3065767,38 137 
3065908,67 66 
3066461,36 144 
3066463,48 144 
3066464,61 144 
3068695,07 101 
3068696,51 100 
3068696,51 52 
3068743,95 1
3068743,95 1
3068743,95 2
3068743,95 60 
3069118,12 111 
3069390,42 114 
3069443,49 60 
3069685,76 61 
3070694,02 62 
3072210,64 64 
3072613,75 123 
3073165,17 125 
3073277,84 137 
3073673,75 66 
3074223,92 144 
3074225,59 144 
3074226,72 144 
3076899,78 101 
3076901,26 100 
3076901,26 52 
3076941,32 1
3076941,32 2
3076941,32 2
3076941,32 60 
3077244,7 61 
3078257,78 62 
3082395,46 64 
3087609,73 122 
3088129,24 125 
3088310,24 137 
3088650,62 65 
3089202,57 144 
3089204,54 144 
3089206,51 144 
3089679,99 101 
3089681,22 100 
3089681,22 52 
3089720,39 1
3089720,39 2
3089720,39 2
3089720,39 60 
3091661,6 61 
3092670,16 62 
3092771,86 64 
3093167,83 122 
3093733,55 125 
3093824,33 137 
3094248,74 65 
3094799,74 144 
3094801,22 144 
3094802,27 144 
3095541,77 101 
3095543 100 
3095543 52 
3095585,44 1
3095585,44 2
3095585,44 1
3095585,44 60 
3098712,97 61 
3098749,8 63 
3098767,3 60 
3101960,7 112 
3102211,06 114 
3102250,67 60 
3102799,78 112 
3103052,45 114 
3103099,47 60 
3103469,76 61 
3104481,96 62 
3104843,95 64 
3105207,65 122 
3105762,36 125 
3106279,29 65 
3106398,24 137 
3106829,45 144 
3106831,14 144 
3106832,3 144 
3107308,52 101 
3107309,68 100 
3107309,68 52 
3107348,46 1
3107348,46 2
3107348,46 2
3107348,46 60 
3107419,42 61 
3108431,64 62 
3108779,93 64 
3109150,08 122 
3109673,06 125 
3110103,76 137 
3110197,62 65 
3110747,04 144 
3110748,91 144 
3110750,32 144 
3111221,58 101 
3111222,71 100 
3111222,71 52 
3111263,33 2
3111263,33 1
3111263,33 2
3111263,33 60 
3111464,86 61 
3111478,3 63 
3111499,14 60 
3233309,7 61 
3234323,4 62 
