TotalRequired,  320
244821,99 62 
245803,07 64 
246149,84 122 
246692,9 125 
247202,09 66 
247704,14 144 
247705,59 144 
247811,06 144 
248196,59 101 
248197,76 100 
248197,76 53 
248237,5 2
248237,5 2
248237,5 2
248237,5 60 
248603,64 112 
248850,13 114 
248887,14 60 
249039,58 61 
250053,62 62 
250265,46 64 
250570,03 123 
251094,45 125 
251524,89 137 
251617,49 66 
252169,56 144 
252170,95 144 
252172,69 144 
252645,84 101 
252647,1 100 
252647,1 53 
252686,09 1
252686,09 2
252686,09 1
252686,09 60 
273421,34 61 
274428,7 62 
276549,79 64 
284436,56 252 
284436,56 101 
284438,32 100 
284438,32 53 
284458,84 1
284458,84 2
284458,84 1
284458,84 60 
324898,68 61 
325910,91 62 
326021,01 64 
326375,66 123 
326919,95 125 
327442,47 65 
327998,09 144 
328000,13 144 
328153,69 144 
328471,2 101 
328472,54 100 
328472,54 53 
328511,27 1
328511,27 2
328511,27 2
328511,27 60 
328572,67 61 
329596,29 62 
329947,19 64 
330222,62 123 
330767,64 125 
331276,88 137 
331291,32 65 
331842,83 144 
331844,74 144 
331845,71 144 
332319,36 101 
332320,56 100 
332320,56 53 
332360,93 1
332360,93 2
332360,93 1
332360,93 60 
332520,89 61 
333395,07 63 
333409,62 60 
334389,67 61 
334410,92 63 
334425,83 60 
334973,32 61 
335992,8 62 
336034,81 64 
336301,17 123 
336847,26 125 
337354,12 65 
337426,72 137 
337908,93 144 
337911,23 144 
337912,28 144 
338102,7 143 
338208,8 144 
338210,49 144 
338211,45 144 
338384,53 101 
338385,77 100 
338385,77 53 
338425,54 2
338425,54 1
338425,54 2
338425,54 60 
340359,78 61 
341373,67 62 
341470,78 64 
341766,78 123 
342302,44 125 
342723,67 137 
342819,64 66 
343381,93 144 
343383,76 144 
343385,11 144 
345039,62 101 
345040,73 100 
345040,73 53 
345089,1 1
345089,1 2
345089,1 2
345089,1 60 
345333,74 113 
345540,73 114 
345588,64 60 
345917,21 111 
346212,54 114 
346255,03 60 
346583,16 61 
347604,33 62 
347848,18 64 
348200,91 123 
348742,23 125 
349251,72 65 
349815,23 144 
349817,42 144 
349902,76 144 
350280,1 101 
350281,35 100 
350281,35 53 
350320,96 1
350320,96 1
350320,96 2
350320,96 60 
352447,56 61 
353469,09 62 
353708,23 64 
354000,63 123 
354525,43 125 
355048,2 65 
355553,33 144 
355554,64 144 
355676,14 144 
356043,66 101 
356044,79 100 
356044,79 53 
356087,18 1
356087,18 2
356087,18 1
356087,18 60 
358000,44 61 
359017,37 62 
359136,33 64 
359446,2 123 
359975,85 125 
360284,02 137 
360497,74 65 
361050,03 144 
361051,58 144 
361055,34 144 
361526,26 101 
361527,4 100 
361527,4 53 
361566,93 2
361566,93 2
361566,93 2
361566,93 60 
363782,95 61 
364757,33 63 
364765,98 60 
365080,82 113 
365274,96 114 
365317,69 60 
367833,22 61 
368847,62 62 
368982,57 64 
369308,65 123 
369842,59 125 
370361,88 66 
370927,63 144 
370929,85 144 
370949,22 144 
371388,44 101 
371389,7 100 
371389,7 53 
371430,52 1
371430,52 2
371430,52 2
371430,52 60 
371846,39 61 
372862,36 62 
373119,56 64 
373429,14 123 
373957,89 125 
374477,2 65 
374980,2 144 
374981,59 144 
375165,21 144 
375471,43 101 
375472,62 100 
375472,62 53 
375512,55 1
375512,55 2
375512,55 2
375512,55 60 
375555,17 61 
376581,13 62 
376759,15 64 
377083,87 123 
377622,04 125 
378141,3 65 
378662,09 144 
378663,38 144 
378917,04 144 
379152,45 101 
379154,38 100 
379154,38 53 
379194,51 1
379194,51 2
379194,51 2
379194,51 60 
380910,17 61 
381926,65 62 
382202,84 64 
382478,65 123 
383005,93 125 
383422,27 137 
383523,34 65 
384075,14 144 
384076,82 144 
384078,45 144 
384551,3 101 
384552,45 100 
384552,45 53 
384592,63 1
384592,63 2
384592,63 2
384592,63 60 
388617,32 61 
389640,19 62 
389750,38 64 
390081,64 123 
390600,77 125 
391106,2 137 
391179,38 65 
391672,88 144 
391674,85 144 
391676,06 144 
392149,87 101 
392151,03 100 
392151,03 53 
392190,33 1
392190,33 2
392190,33 2
392190,33 60 
392431,85 61 
392440,12 63 
392456,73 60 
394169,22 61 
395103,2 63 
395122,35 60 
395490,96 113 
396061,89 114 
396105,64 60 
396615,14 61 
396636,89 63 
396656,21 60 
406639,18 61 
406734,71 63 
406752,82 60 
426850,63 61 
427861,02 62 
428631,13 64 
428862,91 122 
429387,65 125 
429664,53 137 
429910,01 66 
430462,45 144 
430464,6 144 
430469,04 144 
430824,39 143 
430921,18 144 
430922,81 144 
430937,12 101 
430938,59 100 
430938,59 53 
430994,12 1
430994,12 1
430994,12 2
430994,12 60 
431024,71 113 
431984,39 114 
432028,81 60 
432887,18 61 
433909,37 62 
434134,19 64 
434430,46 123 
434956,17 125 
435473,01 65 
435976,32 144 
435977,71 144 
436236,24 144 
436467,16 101 
436468,36 100 
436468,36 53 
436509,49 1
436509,49 2
436509,49 1
436509,49 60 
436558,4 61 
437580,54 62 
437631,28 64 
437989,27 123 
438540,3 125 
438878,15 137 
439054,91 65 
439606,98 144 
439608,6 144 
439609,8 144 
440083,63 101 
440084,83 100 
440084,83 53 
440125,34 1
440125,34 2
440125,34 2
440125,34 60 
440166,07 61 
441194,4 62 
441554,45 64 
441808,01 123 
442353,3 125 
442775,67 137 
442871,15 65 
443424,92 144 
443426,98 144 
443428,25 144 
443899,28 101 
443901,23 100 
443901,23 53 
443940,06 2
443940,06 2
443940,06 2
443940,06 60 
445859,53 61 
446871,71 62 
448678,05 64 
448978,9 123 
449519,01 125 
450035,65 66 
450509,55 137 
450656,33 144 
450658,16 144 
450659,68 144 
451017,96 143 
451115,63 144 
451116,94 144 
451132,74 101 
451134,3 100 
451134,3 53 
451177,72 1
451177,72 2
451177,72 1
451177,72 60 
451224,74 113 
451659,19 114 
451703,68 60 
451991,61 61 
453004,57 62 
453497,03 64 
453834,92 123 
454392,07 125 
454730,11 137 
454901,34 65 
455452,26 144 
455453,75 144 
455454,85 144 
457143,25 101 
457144,71 100 
457144,71 53 
457186,52 2
457186,52 2
457186,52 2
457186,52 60 
457430,63 113 
457771,74 114 
457818,56 60 
458105,07 61 
459117,63 62 
459273,73 64 
459583,88 123 
460114,09 125 
460631,26 66 
461193,63 144 
461195,2 144 
461234,15 144 
461659,36 101 
461660,56 100 
461660,56 53 
461700,92 1
461700,92 1
461700,92 2
461700,92 60 
463478,7 61 
464498,96 62 
464964,99 64 
465274,72 123 
465830,68 125 
466208,14 137 
466345,84 65 
466900,98 144 
466903,19 144 
466904,39 144 
467374,56 101 
467375,78 100 
467375,78 53 
467415,44 2
467415,44 2
467415,44 2
467415,44 60 
467591,2 61 
468560,26 63 
468582,18 60 
468911,34 113 
469086,91 114 
469131,65 60 
470888,67 61 
471896,4 62 
471942,56 64 
472295,69 123 
472847,93 125 
473361,62 66 
473667,91 137 
473910,98 144 
473914,58 144 
473918,41 144 
474389,19 101 
474391,22 100 
474391,22 53 
474429,44 2
474429,44 2
474429,44 2
474429,44 60 
474490,68 61 
475516,9 62 
480721,3 64 
481097,63 123 
481635,85 125 
481938,37 137 
482158 66 
482708,38 144 
482711,85 144 
482715,75 144 
483186,07 101 
483187,23 100 
483187,23 53 
483226,85 2
483226,85 1
483226,85 2
483226,85 60 
492588,41 61 
493607,4 62 
493959,97 64 
494218,28 121 
494747,57 125 
495121,96 137 
495271,04 66 
495823,38 144 
495825,62 144 
495827,08 144 
496297,65 101 
496298,89 100 
496298,89 53 
496339,37 2
496339,37 2
496339,37 2
496339,37 60 
496373,38 112 
496811,27 114 
496855,71 60 
497134,86 61 
498154,56 62 
498938,21 64 
499217,24 123 
499766,27 125 
499999,22 137 
500285,99 66 
500836,23 144 
500841,14 144 
500842,39 144 
501313,04 101 
501314,21 100 
501314,21 53 
501355,22 2
501355,22 2
501355,22 2
501355,22 60 
501398,01 112 
502184,68 114 
502221,02 60 
502737,71 113 
502837,18 114 
502855,48 60 
503042,73 61 
504053,97 62 
504319,81 64 
504644,98 121 
505179,09 125 
505503,15 137 
505700,61 66 
506235 101 
506291,36 8
506291,36 52 
506338,4 100 
506338,4 52 
506352,6 1
506352,6 2
506352,6 1
506352,6 60 
510773,81 61 
511785,39 62 
515382,65 64 
515747,51 121 
516304,63 125 
516576,7 137 
516813,29 66 
517364,87 144 
517366,52 144 
517367,91 144 
517787,69 142 
517877,55 144 
517879,24 144 
517881,22 101 
517882,75 100 
517882,75 52 
517917,52 2
517917,52 1
517917,52 2
517917,52 60 
517967,26 112 
518071,75 114 
518115,43 60 
518354,13 61 
519364,17 62 
519860,39 64 
520220,43 122 
520758,04 125 
521038,49 137 
521278,95 66 
521832,03 144 
521833,63 144 
521835,11 144 
522083,08 143 
522176,16 144 
522177,85 144 
522307,8 101 
522309,02 100 
522309,02 52 
522348,91 1
522348,91 2
522348,91 2
522348,91 60 
522379,82 113 
523139,72 114 
523180,24 60 
523378,74 61 
524396,74 62 
524830,53 64 
525222,68 123 
525768,17 125 
526276,38 66 
526440,83 137 
526840,7 144 
526843,03 144 
526844,16 144 
527305,17 101 
527306,38 100 
527306,38 52 
527346,12 1
527346,12 2
527346,12 2
527346,12 60 
527400,45 112 
527963,94 114 
528012,03 60 
532766,77 61 
533776,59 62 
534194,97 64 
534534,67 121 
535068,2 125 
535166,46 137 
535588,82 66 
536141,81 144 
536143,62 144 
536144,72 144 
536618,03 101 
536619,31 100 
536619,31 52 
536659,49 1
536659,49 2
536659,49 2
536659,49 60 
536711,76 111 
537179,81 114 
537225,8 60 
537304,07 61 
538328,24 62 
538902,55 64 
539204,69 122 
539733,31 125 
540148,46 137 
540256,22 65 
540807,3 144 
540808,89 144 
540810,39 144 
540847,57 143 
540947,5 144 
540949,39 144 
540950,51 144 
541282,67 101 
541283,96 100 
541283,96 52 
541324,14 1
541324,14 2
541324,14 2
541324,14 60 
541568,45 61 
542590,46 62 
542746,96 64 
543112,78 122 
543634,67 125 
544002,51 137 
544153,97 65 
544709,32 144 
544711,11 144 
544714,76 144 
544740,69 143 
544856,08 144 
544857,82 144 
544861,2 144 
545181,54 101 
545182,74 100 
545182,74 52 
545223,11 1
545223,11 1
545223,11 2
545223,11 60 
545280,25 61 
546290,97 62 
546412,98 64 
546818,48 122 
547370,69 125 
547572,05 137 
547702,25 133 
547807,06 137 
547885,12 65 
548441,03 144 
548442,97 144 
548529,44 144 
548915,38 101 
548916,51 100 
548916,51 52 
548955,46 1
548955,46 2
548955,46 2
548955,46 60 
549045,28 61 
550056,49 62 
550373 64 
550670,21 122 
551196,55 125 
551450,21 137 
551524,14 133 
551612,91 137 
551716,96 65 
552274,74 144 
552276,78 144 
552503,7 144 
552746,85 101 
552748,03 100 
552748,03 52 
552788,04 1
552788,04 2
552788,04 2
552788,04 60 
552894,99 61 
553904,03 62 
554342,61 64 
554652,42 122 
555222,35 125 
555466,02 137 
555541,03 133 
555630,19 137 
555733,41 65 
556294,85 144 
556300,56 144 
556401,38 144 
556760,93 101 
556762,22 100 
556762,22 52 
556802,97 2
556802,97 2
556802,97 1
556802,97 60 
556836,18 61 
557870,81 62 
558056,23 64 
558363,24 122 
558927,33 125 
559295 137 
559448,62 66 
560000,6 144 
560002,72 144 
563940,7 101 
563941,84 100 
563941,84 52 
563983,82 1
563983,82 2
563983,82 1
563983,82 60 
564239,61 112 
565064,72 114 
565100,28 60 
565420,44 61 
566432,68 62 
566653,23 64 
566968,71 122 
567492,76 125 
567810,46 137 
568013,67 65 
568564,49 144 
568565,99 144 
568567,23 144 
568647,03 143 
568747,55 144 
568749,14 144 
568753,1 144 
569041,45 101 
569042,59 100 
569042,59 52 
569082,21 2
569082,21 2
569082,21 2
569082,21 60 
569517,13 61 
570530,47 63 
570548,18 60 
570891,23 112 
571090,87 114 
571132,18 60 
571286,02 61 
572297,77 62 
573081,04 64 
573384,06 122 
573938,55 125 
574291,6 137 
574460 66 
574910,73 133 
575065,56 144 
575067,35 144 
575068,59 144 
576475,5 101 
576476,71 100 
576476,71 52 
576512,98 1
576512,98 2
576512,98 2
576512,98 60 
576864,97 112 
577074,55 114 
577112,73 60 
577283,77 61 
578294,73 62 
578690,52 64 
578999,89 122 
579520,55 125 
579878,45 137 
580042,55 65 
580593,08 144 
580594,92 144 
580600,68 144 
581069,94 101 
581071,11 100 
581071,11 52 
581111,49 1
581111,49 2
581111,49 2
581111,49 60 
581140,95 61 
582161,85 62 
582273,56 64 
582622,76 122 
583185,43 125 
583679,52 137 
583747,54 65 
583830,58 133 
583954,29 137 
584277,75 144 
584279,79 144 
584414,84 144 
584736,6 101 
584737,8 100 
584737,8 52 
584777,45 1
584777,45 1
584777,45 2
584777,45 60 
586455,77 61 
587475,75 62 
587695,66 64 
587998,56 122 
588555,37 125 
588709,34 137 
589073,25 65 
589623,82 144 
589625,27 144 
589626,81 144 
590100,55 101 
590101,79 100 
590101,79 52 
590142,01 1
590142,01 2
590142,01 2
590142,01 60 
591240,21 113 
591316,79 114 
591346,36 60 
591557,08 61 
592574,45 62 
592786,45 64 
593086,73 122 
593637,55 125 
594121,76 137 
594192,94 65 
594705,57 144 
594707,16 144 
594711,58 144 
595183,62 101 
595184,82 100 
595184,82 52 
595223,29 1
595223,29 1
595223,29 2
595223,29 60 
597451,11 61 
598472,62 62 
600002,37 64 
600377,31 122 
600916,15 125 
601237,11 137 
601435,27 65 
601987,84 144 
601989,46 144 
601990,63 144 
602464,02 101 
602465,17 100 
602465,17 52 
602504,38 1
602504,38 2
602504,38 2
602504,38 60 
603723,92 61 
603793 63 
603803,94 60 
604341,02 61 
605225,79 63 
605237 60 
605924,93 61 
606912,22 63 
606920,36 60 
607221,49 112 
607683,16 114 
607719,61 60 
608367,74 61 
609385,75 62 
609493,8 64 
609843,44 122 
610361,98 125 
610785,59 137 
610881,03 65 
611433,54 144 
611435,18 144 
611436,31 144 
613425,88 101 
613427,28 100 
613427,28 52 
613467,44 2
613467,44 2
613467,44 1
613467,44 60 
613723,12 112 
614128,44 114 
614167,16 60 
614322,73 61 
615334,16 62 
615507,4 64 
615807,24 122 
616327,79 125 
616636,88 137 
616846,88 66 
617397,31 144 
617398,76 144 
617400,57 144 
617823,35 142 
617911,4 144 
617913,22 144 
617917,29 101 
617918,96 100 
617918,96 52 
617968,69 1
617968,69 2
617968,69 2
617968,69 60 
618015,94 112 
618496,3 114 
618532,43 60 
618570,61 113 
618815,03 114 
618865,5 60 
619150,05 61 
620164,65 62 
620494,6 64 
620863,24 122 
621422,6 125 
621902,98 137 
621943,88 65 
622493,56 144 
622495,23 144 
622496,68 144 
622974,13 101 
622975,28 100 
622975,28 52 
623015,65 1
623015,65 2
623015,65 2
623015,65 60 
623076,6 61 
624076,63 63 
624097,15 60 
624474,78 112 
624803,4 114 
624846,81 60 
625145,03 61 
626163,86 62 
626562,34 64 
626860,16 122 
627412,56 125 
627735,08 137 
627925,36 65 
628481,05 144 
628485,3 144 
628487,01 144 
628516,24 143 
628629,43 144 
628633,36 144 
628637,08 144 
630687,82 101 
630689,43 100 
630689,43 52 
630728,41 1
630728,41 2
630728,41 2
630728,41 60 
631050,34 112 
631861,09 114 
631911,45 60 
632133,87 113 
632242,45 114 
632294,66 60 
632596,92 61 
633610,22 62 
634029,71 64 
634342,73 122 
634890,08 125 
635304,96 137 
635408,36 65 
635959,26 144 
635960,76 144 
635962,14 144 
636435,48 101 
636436,64 100 
636436,64 52 
636476,73 2
636476,73 2
636476,73 2
636476,73 60 
636510,7 61 
637529,48 62 
637614,01 64 
638025,27 122 
638552,23 125 
638769,78 137 
639072,87 66 
639511,16 133 
639619,2 137 
639701,77 144 
639703,44 144 
639704,72 144 
640167,76 101 
640168,96 100 
640168,96 52 
640208,65 1
640208,65 2
640208,65 2
640208,65 60 
642824,7 61 
643789,15 63 
643807,45 60 
644385,08 61 
645406,56 62 
645539,24 64 
645887,59 122 
646426,58 125 
646843,27 137 
646939,13 65 
647195,2 133 
647299,08 137 
647501,66 144 
647503,47 144 
647568,59 144 
647965,61 101 
647966,76 100 
647966,76 52 
648007,87 1
648007,87 2
648007,87 2
648007,87 60 
648056,78 61 
649074,23 62 
649114,77 64 
649429,19 122 
649950,44 125 
650336,26 137 
650469,02 65 
651026,48 144 
651028,53 144 
651029,98 144 
651498,76 101 
651500,06 100 
651500,06 52 
651539,15 1
651539,15 2
651539,15 1
651539,15 60 
651573,53 61 
652592,63 62 
652712,28 64 
653075,08 122 
653608,62 125 
653951,05 137 
654117,7 65 
654672,4 144 
654674,57 144 
654675,69 144 
654718,93 143 
654830,54 144 
654832,4 144 
654836,05 144 
655147,16 101 
655148,68 100 
655148,68 52 
655187,12 1
655187,12 1
655187,12 1
655187,12 60 
656995,36 61 
658004,2 62 
658291,07 64 
658590,73 122 
659126,51 125 
659526,92 137 
659648,37 65 
660203,85 144 
660205,42 144 
660206,89 144 
661922,55 101 
661924,7 100 
661924,7 52 
661968,13 2
661968,13 1
661968,13 2
661968,13 60 
662360,37 112 
662739,08 114 
662784,65 60 
663203,46 61 
664216,87 62 
664368,57 64 
664700,9 122 
665256,76 125 
665671,06 137 
665733,88 133 
665794,61 66 
665798,28 137 
666345,8 144 
666347,9 144 
666348,97 144 
668158,09 101 
668159,29 100 
668159,29 52 
668199,61 2
668199,61 2
668199,61 2
668199,61 60 
668525,29 112 
668693,81 114 
668732,62 60 
668929,06 61 
669948,59 62 
670520,79 64 
670825,16 122 
671369,57 125 
671760,5 137 
671877,97 66 
672429,74 144 
672432,62 144 
672452,78 143 
672553,17 144 
672555,33 144 
672557,45 144 
672863,88 142 
672912,8 101 
672916,28 100 
672916,28 52 
672981,59 1
672981,59 1
672981,59 2
672981,59 60 
673027,96 112 
673582,39 114 
673632,71 60 
673921,36 61 
674930,67 62 
675208,13 64 
675532,04 122 
676056,53 125 
676551,56 137 
676576,65 65 
677128,54 144 
677130,04 144 
677131,16 144 
677150,89 143 
677279,43 144 
677281,35 144 
677287,16 144 
677604,67 101 
677605,86 100 
677605,86 52 
677646,92 1
677646,92 2
677646,92 2
677646,92 60 
679496,98 61 
680511,36 62 
680605,2 64 
680940,95 122 
681490,24 125 
681801,29 137 
682008,4 65 
682559,81 144 
682561,22 144 
682562,61 144 
683036,86 101 
683038 100 
683038 52 
683077,97 1
683077,97 2
683077,97 2
683077,97 60 
683217,02 61 
683228,46 63 
683245,27 60 
684559,14 112 
684887,23 114 
684927,15 60 
685200,89 61 
686210,91 62 
686590,5 64 
686876,36 122 
687400,64 125 
687923,62 65 
688411,54 137 
688494,5 144 
688495,84 144 
688497,21 144 
690202,07 101 
690203,48 100 
690203,48 52 
690242,3 1
690242,3 2
690242,3 2
690242,3 60 
690503,23 112 
690865,49 114 
690910,39 60 
691148,74 61 
692157,12 62 
692424,3 64 
692699,76 122 
693230,96 125 
693577,02 137 
693739,46 65 
694292,82 144 
694294,79 144 
694296,31 144 
694772,34 101 
694773,47 100 
694773,47 52 
694824,12 1
694824,12 2
694824,12 1
694824,12 60 
695680,33 61 
695727,48 63 
695741,32 60 
696194,13 61 
697052,46 63 
697074,1 60 
697714,2 61 
698723,14 62 
698875,78 64 
699208,92 122 
699747,53 125 
700200,92 137 
700276,77 65 
700823,73 144 
700825,79 144 
700826,91 144 
701297,65 101 
701298,81 100 
701298,81 52 
701338,78 1
701338,78 2
701338,78 2
701338,78 60 
701418,08 61 
702439,15 62 
702622,72 64 
702996,71 122 
703529,77 125 
703855,04 137 
704051,75 65 
704603,94 144 
704605,87 144 
704610,82 144 
704646,97 143 
704746,76 144 
704748,44 144 
704752,28 144 
705080,96 101 
705082,37 100 
705082,37 52 
705121,52 1
705121,52 2
705121,52 2
705121,52 60 
705162,52 61 
706190,33 62 
706357,35 64 
706700,06 122 
707232,68 125 
707458,86 137 
707624,83 133 
707734,29 137 
707749,56 65 
708310,6 144 
708316,94 144 
708345,52 144 
708779,32 101 
708780,46 100 
708780,46 52 
708821,46 1
708821,46 1
708821,46 1
708821,46 60 
710025,88 61 
710038,07 63 
710053,09 60 
712454,96 61 
713468,13 62 
713559,47 64 
713925,66 122 
714491,33 125 
714759,36 137 
715014,39 65 
715565,85 144 
715567,53 144 
715569,19 144 
716042,6 101 
716043,83 100 
716043,83 52 
716085,49 1
716085,49 2
716085,49 2
716085,49 60 
716125,49 61 
717154,12 62 
717496,46 64 
717851,18 122 
718391,74 125 
718843,62 137 
718912,37 65 
719468,22 144 
719470,62 144 
719475,29 144 
719567,59 143 
719660,78 144 
719662,35 144 
719666,09 144 
719940,69 101 
719941,85 100 
719941,85 52 
719983,39 2
719983,39 2
719983,39 2
719983,39 60 
720051,26 61 
721065,14 62 
721152,39 64 
721530,8 122 
722062,64 125 
722579,36 66 
722594,53 137 
722670,99 133 
722740,35 137 
723133,38 144 
723134,98 144 
723138,85 144 
723550,68 142 
723612,85 101 
723617,06 100 
723617,06 52 
723667,55 1
723667,55 1
723667,55 1
723667,55 60 
723730,38 112 
724330,26 114 
724366,02 60 
724938,72 61 
725946,25 62 
725973,9 64 
726316,97 122 
726865,14 125 
727259,31 137 
727376,5 65 
727928,53 144 
727930,04 144 
727931,05 144 
727981,78 143 
728092,16 144 
728093,71 144 
728100,61 144 
728405,27 101 
728406,45 100 
728406,45 52 
728446,43 2
728446,43 1
728446,43 2
728446,43 60 
728621,55 61 
729485,83 63 
729496,7 60 
730140,77 61 
731162,17 62 
731480,51 64 
731781,39 122 
732304,23 125 
732824,3 66 
733140,56 137 
733296,47 133 
733360,81 101 
733429,51 8
733429,51 51 
733494 100 
733494 51 
733531,31 1
733531,31 2
733531,31 2
733531,31 60 
733770,68 61 
734793,61 62 
735171,09 64 
735526,52 122 
736053,54 125 
