TotalRequired,  200
2559379,11 2
2559379,11 1
2559379,11 2
2559379,11 60 
2559463,56 61 
2560477,82 62 
2560554,48 64 
2560880,66 122 
2561430,59 125 
2561652,43 137 
2561941,23 66 
2562490,09 144 
2562491,12 144 
2562491,95 144 
2563999,14 101 
2564002,56 100 
2564002,56 52 
2564044,14 1
2564044,14 2
2564044,14 2
2564044,14 60 
2564318,42 112 
2564781,61 114 
2564827,42 60 
2565462,32 61 
2566477,26 62 
2567547,65 64 
2567909,82 122 
2568200,06 124 
2571711,37 122 
2572216,42 125 
2572490,32 137 
2572737,81 65 
2573270,02 144 
2573271,11 144 
2573272 144 
2573750,54 101 
2573751,65 100 
2573751,65 52 
2573791,22 2
2573791,22 2
2573791,22 2
2573791,22 60 
2574287,1 61 
2575239,7 63 
2575256,99 60 
2575492,59 112 
2576219,87 114 
2576241,93 60 
2576676,63 61 
2577689,04 62 
2577967,23 64 
2578212,47 122 
2578730,07 125 
2579105,83 137 
2579235,65 66 
2579759,81 144 
2579762,03 144 
2579763,02 144 
2580247,35 101 
2580248,41 100 
2580248,41 52 
2580289,04 1
2580289,04 1
2580289,04 2
2580289,04 60 
2580318,86 61 
2581021,47 63 
2581038,51 60 
2657272,15 61 
2658281,78 62 
2659320,88 64 
2659643,4 121 
2660211,2 125 
2660604,09 137 
2660725,82 66 
2661291,72 144 
2661293,6 144 
2661294,64 144 
2663274,6 101 
2663276,55 100 
2663276,55 52 
2663312,93 1
2663312,93 2
2663312,93 1
2663312,93 60 
2663625,69 111 
2664140,89 114 
2664177,73 60 
2664458,38 61 
2665477,72 62 
2666466,18 64 
2666762,03 122 
2667314,55 125 
2667662,19 137 
2667825,05 65 
2668374,07 144 
2668375,83 144 
2668377,2 144 
2668851,24 101 
2668852,29 100 
2668852,29 52 
2668893,1 2
2668893,1 2
2668893,1 2
2668893,1 60 
2669114,34 61 
2670125,1 62 
2670306,63 64 
2670625,84 122 
2671148,38 125 
2671657,67 66 
2671796,91 137 
2672203,79 144 
2672205,47 144 
2672206,48 144 
2672683,96 101 
2672684,99 100 
2672684,99 52 
2672725,08 1
2672725,08 1
2672725,08 1
2672725,08 60 
2672801,74 61 
2673825,03 62 
2674393,46 64 
2674742,13 122 
2675307,01 125 
2675612,43 137 
2675820,63 65 
2676370,48 144 
2676371,77 144 
2676372,72 144 
2676849,57 101 
2676850,81 100 
2676850,81 52 
2676891,59 1
2676891,59 2
2676891,59 2
2676891,59 60 
2677110,47 61 
2678124,34 62 
2678389,85 64 
2678740,41 122 
2679312,43 125 
2679525,77 137 
2679819,4 65 
2680368,18 144 
2680369,87 144 
2680371,14 144 
2680848,95 101 
2680850,19 100 
2680850,19 52 
2680890,15 1
2680890,15 2
2680890,15 2
2680890,15 60 
2681040,07 61 
2682055,42 62 
2682096,25 64 
2682424,88 122 
2682987,87 125 
2683502,56 65 
2683516,99 137 
2684034,2 144 
2684036,61 144 
2684037,96 144 
2684513,99 101 
2684515,06 100 
2684515,06 52 
2684554,51 1
2684554,51 2
2684554,51 2
2684554,51 60 
2684770,65 61 
2685764,85 63 
2685773,2 60 
2686093,28 112 
2686406,26 114 
2686453,9 60 
2686768,83 61 
2687786,29 62 
2688294,26 64 
2688600,42 122 
2689110,78 125 
2689633,93 65 
2689736,54 137 
2690165,84 144 
2690167,88 144 
2690169,08 144 
2690644,67 101 
2690645,76 100 
2690645,76 52 
2690685,76 1
2690685,76 2
2690685,76 2
2690685,76 60 
2691009,92 61 
2692018,31 62 
2692146,99 64 
2692511,49 122 
2693042,81 125 
2693406,16 137 
2693547,79 65 
2694112,29 144 
2694113,66 144 
2694114,52 144 
2694593,44 101 
2694594,53 100 
2694594,53 52 
2694635,75 1
2694635,75 2
2694635,75 1
2694635,75 60 
2695055,32 61 
2696067,41 62 
2696709,41 64 
2697158,68 122 
2697691,55 125 
2697906,13 137 
2698197,92 65 
2698746,23 144 
2698747,75 144 
2698748,75 144 
2699226,04 101 
2699227,18 100 
2699227,18 52 
2699266,56 2
2699266,56 1
2699266,56 2
2699266,56 60 
2699368,45 61 
2700354,27 63 
2700365,96 60 
2700801,37 112 
2701104,94 114 
2701148,9 60 
2701445,38 61 
2702464,57 62 
2702913,52 64 
2703214,42 122 
2703737,84 125 
2703962,09 137 
2704245,98 66 
2704793,37 144 
2704794,82 144 
2704795,72 144 
2711168,94 101 
2711171,36 100 
2711171,36 52 
2711212,67 1
2711212,67 2
2711212,67 2
2711212,67 60 
2753630,01 61 
2754648,39 62 
2754829,8 64 
2755128,58 121 
2755656,29 125 
2755768,35 137 
2756179,18 66 
2756728,4 144 
2756729,85 144 
2756730,89 144 
2758722,92 101 
2758725,02 100 
2758725,02 52 
2758780,25 2
2758780,25 2
2758780,25 2
2758780,25 60 
2759036,22 111 
2759630,44 114 
2759664,34 60 
2760137,87 61 
2761148,38 62 
2761529,37 64 
2761867,71 123 
2762403,62 125 
2762925,17 66 
2763373,61 137 
2763508,54 144 
2763509,93 144 
2763511 144 
2766514,84 101 
2766517,65 100 
2766517,65 52 
2766560,97 1
2766560,97 2
2766560,97 2
2766560,97 60 
2766849,76 111 
2768338,61 114 
2768377,21 60 
2769074,41 61 
2770091,91 62 
2771481,78 64 
2774301,36 121 
2774623,18 124 
2779322,42 121 
2779876,51 125 
2780386,45 66 
2780762,78 137 
2780935,15 144 
2780936,47 144 
2780937,35 144 
2782911,78 101 
2782913,67 100 
2782913,67 52 
2782955,79 1
2782955,79 2
2782955,79 2
2782955,79 60 
2875966,47 61 
2876976,44 62 
2877073,55 64 
2877441,56 121 
2877992,46 125 
2878066,58 137 
2878504,65 66 
2879052,12 144 
2879053,21 144 
2879054,06 144 
2879532,26 101 
2879533,56 100 
2879533,56 52 
2879573,76 1
2879573,76 1
2879573,76 1
2879573,76 60 
2880092,8 61 
2881106,02 62 
2881429,93 64 
2881764,83 121 
2882324,22 125 
2882583,23 137 
2882836,87 65 
2883367,41 144 
2883368,89 144 
2883369,96 144 
2883848,01 101 
2883849,17 100 
2883849,17 52 
2883889,45 1
2883889,45 2
2883889,45 2
2883889,45 60 
2884299,31 61 
2885158,9 63 
2885172,75 60 
2885482,83 111 
2885903,97 114 
2885938,74 60 
2886212,91 61 
2887220,68 62 
2887367,69 64 
2887740,5 121 
2888271,58 125 
2888502,2 137 
2888784,14 66 
2889332,47 144 
2889334,89 144 
2889336,03 144 
2891447,44 101 
2891449,49 100 
2891449,49 52 
2891487,22 1
2891487,22 2
2891487,22 2
2891487,22 60 
2891808,9 111 
2892137,83 114 
2892186,34 60 
2892564,12 61 
2893584,76 62 
2893937,76 64 
2894252,13 122 
2894806,38 125 
2894944,6 137 
2895315,75 65 
2895865,1 144 
2895866,66 144 
2895867,77 144 
2896344,8 101 
2896345,93 100 
2896345,93 52 
2896384,96 1
2896384,96 2
2896384,96 2
2896384,96 60 
2896623,14 61 
2897634,09 62 
2897746,73 64 
2898106,72 122 
2898626,57 125 
2898954,51 137 
2899148,86 65 
2899696,05 144 
2899697,33 144 
2899698,16 144 
2900176,82 101 
2900177,92 100 
2900177,92 52 
2900217,1 1
2900217,1 2
2900217,1 1
2900217,1 60 
2900467,43 61 
2901483,22 62 
2901591,86 64 
2901904,2 122 
2902420,82 125 
2902758,66 137 
2902929,76 65 
2903478,63 144 
2903480,03 144 
2903480,95 144 
2903958,27 101 
2903959,35 100 
2903959,35 52 
2903999,1 2
2903999,1 1
2903999,1 1
2903999,1 60 
2904213,82 61 
2905233,49 62 
2905585,99 64 
2905930,41 122 
2906456,03 125 
2906977,62 66 
2907065,09 137 
2907526,67 144 
2907527,87 144 
2907528,77 144 
2908007,27 101 
2908008,33 100 
2908008,33 52 
2908048,93 2
2908048,93 2
2908048,93 2
2908048,93 60 
2908085,65 61 
2909099,97 62 
2909114,18 64 
2909488,3 122 
2910011,7 125 
2910316,22 137 
2910526,59 66 
2911076,25 144 
2911077,77 144 
2911078,75 144 
2913065,68 101 
2913068,6 100 
2913068,6 52 
2913112,66 1
2913112,66 1
2913112,66 2
2913112,66 60 
2913434,25 112 
2913722,18 114 
2913779,23 60 
2914166,25 61 
2915178,76 62 
2918138,54 64 
2918463,22 122 
2919022,89 125 
2919198,93 137 
2919540,77 65 
2920089,34 144 
2920090,59 144 
2920091,67 144 
2920569,65 101 
2920570,73 100 
2920570,73 52 
2920610,36 1
2920610,36 2
2920610,36 2
2920610,36 60 
2920837,91 61 
2921859,1 62 
2921876,92 64 
2922303,94 122 
2922831,85 125 
2923275,05 137 
2923341,37 65 
2923888,56 144 
2923890,14 144 
2923891,47 144 
2924368,31 101 
2924369,37 100 
2924369,37 52 
2924409,08 1
2924409,08 2
2924409,08 2
2924409,08 60 
2924605,21 61 
2925624,88 62 
2925751,85 64 
2926128,69 122 
2926650,54 125 
2927141,67 137 
2927205,71 65 
2927720,45 144 
2927721,86 144 
2927722,83 144 
2928200,52 101 
2928201,59 100 
2928201,59 52 
2928241,07 1
2928241,07 2
2928241,07 2
2928241,07 60 
2928579,49 61 
2929590,46 62 
2929751,57 64 
2930084,75 122 
2930613,23 125 
2931048,85 137 
2931123,04 65 
2931669,08 144 
2931670,49 144 
2931672,26 144 
2932149,27 101 
2932150,31 100 
2932150,31 52 
2932189,94 1
2932189,94 2
2932189,94 2
2932189,94 60 
2932689,31 61 
2933706,18 62 
2933789,1 64 
2934083,12 122 
2934641,95 125 
2934902,8 137 
2935154,12 65 
2935702,03 144 
2935703,62 144 
2935704,61 144 
2936180,3 101 
2936181,37 100 
2936181,37 52 
2936221,74 1
2936221,74 1
2936221,74 1
2936221,74 60 
2936432,17 61 
2937454,25 62 
2937562,79 64 
2937920,19 122 
2938486,75 125 
2938708,32 137 
2939001,33 65 
2939549,15 144 
2939550,77 144 
2939552,01 144 
2940029,79 101 
2940030,93 100 
2940030,93 52 
2940070,69 1
2940070,69 2
2940070,69 2
2940070,69 60 
2940334,59 61 
2941308,29 63 
2941319,94 60 
2941744,77 112 
2941989,81 114 
2942036,7 60 
2942355,8 61 
2943368,91 62 
2944077,46 64 
2944394,04 122 
2944967,97 125 
2945481,65 65 
2945702 137 
2946030,24 144 
2946032 144 
2946033,27 144 
2946511,61 101 
2946512,69 100 
2946512,69 52 
2946551,68 2
2946551,68 2
2946551,68 2
2946551,68 60 
2946897,38 61 
2947917,98 62 
2947939,5 64 
2948267,41 122 
2948791,7 125 
2949299,72 66 
2949852,88 144 
2949854,34 144 
2949883,66 144 
2955103,93 101 
2955106,12 100 
2955106,12 52 
2955149,05 1
2955149,05 1
2955149,05 1
2955149,05 60 
2955410,32 112 
2958308,91 114 
2958348,21 60 
2958920,01 61 
2959930,63 62 
2961490,49 64 
2961979,92 122 
2962540,6 125 
2963059,84 65 
2963205,22 137 
2963608,01 144 
2963609,61 144 
2963610,62 144 
2964087,85 101 
2964088,94 100 
2964088,94 52 
2964129,3 2
2964129,3 1
2964129,3 2
2964129,3 60 
2964286,35 61 
2965298,1 62 
2965664,61 64 
2965941,96 122 
2966467,92 125 
2966916,79 137 
2966975,09 66 
2967510,32 101 
2967548,04 8
2967548,04 53 
2967625,36 100 
2967625,36 53 
2967644,88 1
2967644,88 2
2967644,88 2
2967644,88 60 
3030016,46 61 
3030735,97 63 
3030757,31 60 
3030994,58 111 
3031957,88 114 
3031992,37 60 
3032697,42 61 
3033705,91 62 
3034155,81 64 
3034425,73 121 
3034975,48 125 
3035149,73 137 
3035486,24 66 
3036033,92 144 
3036035,48 144 
3036036,39 144 
3036514,77 101 
3036515,81 100 
3036515,81 53 
3036555,69 2
3036555,69 1
3036555,69 2
3036555,69 60 
3036694,72 112 
3039079,9 114 
3039121,31 60 
3169325,66 61 
3170241,51 63 
3170261,02 60 
3170510,48 111 
3170585,32 114 
3170613,03 60 
3171048,07 111 
3171180,66 114 
3171228,25 60 
3171480,96 61 
3172495,36 62 
3172969,17 64 
3173239,6 121 
3173813,57 125 
3173863,79 137 
3174323,49 65 
3174871,84 144 
3174873,3 144 
3174874,44 144 
3175352,91 101 
3175354,3 100 
3175354,3 53 
3175393,35 1
3175393,35 2
3175393,35 1
3175393,35 60 
3175940,42 61 
3176960,05 63 
3176975,99 60 
3177268,45 111 
3177845,38 114 
3177892,43 60 
3179414,31 61 
3179462,1 63 
3179475,28 60 
3179731,95 111 
3180460,14 114 
3180508,17 60 
3180928,85 61 
3181940,34 62 
3182432,35 64 
3182681,41 121 
3183213,45 125 
3183321,95 137 
3183720,87 66 
3184270,04 144 
3184271,56 144 
3184272,49 144 
3184749,05 101 
3184750,12 100 
3184750,12 53 
3184790,12 1
3184790,12 2
3184790,12 2
3184790,12 60 
3185082,19 61 
3186092,05 62 
3186475,02 64 
3186759,17 121 
3187317,65 125 
3187740,15 137 
3187836,51 66 
3188384,13 144 
3188385,61 144 
3188386,86 144 
3188863,93 101 
3188864,96 100 
3188864,96 53 
3188905,75 1
3188905,75 2
3188905,75 1
3188905,75 60 
3189954,36 61 
3190971,25 62 
3196230,94 64 
3196556,65 121 
3197107,33 125 
3197125,3 137 
3197615,61 66 
3198164,66 144 
3198166,13 144 
3198167,13 144 
3199940,15 101 
3199942,16 100 
3199942,16 53 
3199985,23 2
3199985,23 2
3199985,23 2
3199985,23 60 
3200186,96 111 
3200740,4 114 
3200785,86 60 
3201066,09 61 
3202084,37 62 
3205468,77 64 
3205778,93 121 
3206353,15 125 
3206393,93 137 
3206864,66 66 
3207411,99 144 
3207413,65 144 
3207415,03 144 
3215443,65 101 
3215445,55 100 
3215445,55 53 
3215481,11 1
3215481,11 1
3215481,11 2
3215481,11 60 
3273133,27 61 
3274143,59 62 
3274493,06 64 
3274778,43 121 
3275300,31 125 
3275480,29 137 
3275807,12 65 
3276372,5 144 
3276374,05 144 
3276375,17 144 
3276836,19 101 
3276837,33 100 
3276837,33 53 
3276876,57 1
3276876,57 2
3276876,57 2
3276876,57 60 
3277066,88 61 
3278076,41 62 
3278364,23 64 
3278645,93 121 
3279212,91 125 
3279428 137 
3279721,87 66 
3280274,11 144 
3280276,08 144 
3280277,14 144 
3282528,65 101 
3282531,16 100 
3282531,16 53 
3282574,82 1
3282574,82 2
3282574,82 2
3282574,82 60 
3282897,88 111 
3283369,97 114 
3283407,89 60 
3283733,88 61 
3284745,43 62 
3285446,1 64 
3285792,9 121 
3286313,74 125 
3286466,63 137 
3286820,3 66 
3287370,3 144 
3287372,13 144 
3287373,93 144 
3291279,36 101 
3291281,82 100 
3291281,82 53 
3291323,02 1
3291323,02 2
3291323,02 2
3291323,02 60 
3291578,11 112 
3292368,47 114 
3292404,92 60 
3293024,24 61 
3294037,31 62 
3294207,94 64 
3294563,53 123 
3295109,13 125 
3295617,8 65 
3296173,4 144 
3296175,28 144 
3296249,22 144 
3296646,45 101 
3296647,65 100 
3296647,65 53 
3296687,07 1
3296687,07 1
3296687,07 2
3296687,07 60 
3296718,59 61 
3297697,8 63 
3297719,55 60 
3298004,24 113 
3298175,86 114 
3298219,4 60 
3298463,38 61 
3299485,05 62 
3299930,04 64 
3300184,96 123 
3300707,92 125 
3301215,29 65 
3301736,06 144 
3301737,33 144 
3301929,17 144 
3302227,29 101 
3302228,36 100 
3302228,36 53 
3302268,07 1
3302268,07 2
3302268,07 1
3302268,07 60 
3302309,48 61 
3303334,05 62 
3303398 64 
3303712,07 123 
3304242,13 125 
3304764,23 65 
3305268,05 144 
3305269,4 144 
3305428,63 144 
3305760,35 101 
3305761,55 100 
3305761,55 53 
3305800,3 2
3305800,3 2
3305800,3 2
3305800,3 60 
3305834,39 61 
3306850,83 62 
3307197,93 64 
3307431,64 123 
3307991,91 125 
3308513,97 66 
3309016,75 144 
3309018,06 144 
3309018,9 144 
3309507,66 101 
3309508,74 100 
3309508,74 53 
3309549,11 1
3309549,11 2
3309549,11 2
3309549,11 60 
3309786,22 61 
3310798,32 62 
3311132,01 64 
3311455,95 123 
3311973,88 125 
3312494,97 65 
3312998,63 144 
3312999,93 144 
3313099,62 144 
3313490,1 101 
3313491,16 100 
3313491,16 53 
3313531,21 1
3313531,21 2
3313531,21 2
3313531,21 60 
3313562,85 61 
3314581,79 62 
3314722,4 64 
3315029,43 123 
3315569,06 125 
3316079,98 65 
3316597,01 144 
3316598,31 144 
3316923,93 144 
3317089,71 101 
3317090,84 100 
3317090,84 53 
3317129,95 1
3317129,95 2
3317129,95 2
3317129,95 60 
3317294,52 61 
3318312,5 62 
3318696,47 64 
3318915,97 123 
3319435,72 125 
3319944,45 65 
3320462,77 144 
3320463,9 144 
3320722,88 144 
3320954,61 101 
3320955,64 100 
3320955,64 53 
3320995,37 1
3320995,37 2
3320995,37 2
3320995,37 60 
3321077,38 61 
3322094,45 62 
3322497,85 64 
3322743,98 123 
3323298 125 
3323808,05 65 
3324313,1 144 
3324314,34 144 
3324537,93 144 
3324803,11 101 
3324804,18 100 
3324804,18 53 
3324844,23 2
3324844,23 2
3324844,23 2
3324844,23 60 
3324965,41 61 
3325976,69 62 
3326310,3 64 
3326584,8 123 
3327118,19 125 
3327640,78 66 
3328144,16 144 
3328145,43 144 
3328553,49 144 
3328634,83 101 
3328635,91 100 
3328635,91 53 
3328677,4 1
3328677,4 1
3328677,4 1
3328677,4 60 
3328822,04 61 
3329842,23 62 
3331015,17 64 
3334451,54 123 
3335012,29 125 
3335521,18 65 
3335550,43 137 
3336069,37 144 
3336070,94 144 
3336072,29 144 
3336549,56 101 
3336550,78 100 
3336550,78 53 
3336590,22 1
3336590,22 2
3336590,22 2
3336590,22 60 
3336680,62 61 
3337690,83 62 
3337935,53 64 
3338208,86 123 
3338730,87 125 
3339252,4 65 
3339807,87 144 
3339811,14 144 
3339979,26 144 
3340282,4 101 
3340283,49 100 
3340283,49 53 
3340322,61 1
3340322,61 2
3340322,61 2
3340322,61 60 
3340504,42 61 
3341521,69 62 
3341902,08 64 
3342180,53 123 
3342710,09 125 
3343218,53 65 
3343738,52 144 
3343739,81 144 
3343923,81 144 
3344230,93 101 
3344232,18 100 
3344232,18 53 
3344271,25 1
3344271,25 2
3344271,25 2
3344271,25 60 
3344384,45 61 
3345404,05 62 
3345925,3 64 
3346166,42 123 
3346694,83 125 
3347218,3 65 
3347384,42 137 
3347765,82 144 
3347767,46 144 
3347768,55 144 
3348045,95 143 
3348148,29 144 
3348149,95 144 
3348154,34 144 
3348253,98 101 
3348255,05 100 
3348255,05 53 
3348270,16 1
3348270,16 2
3348270,16 2
3348270,16 60 
3348444,46 61 
3349454,82 62 
3349785,8 64 
3350030,4 123 
3350561,95 125 
3351082,06 65 
3351602,3 144 
3351603,79 144 
3351728,16 144 
3352094,55 101 
3352095,59 100 
3352095,59 53 
3352136,42 1
3352136,42 2
3352136,42 2
3352136,42 60 
3352364,33 61 
3352383,37 63 
3352401,9 60 
3352954,23 61 
3353605,31 63 
3353618,85 60 
3354337,4 61 
3355352,46 62 
3355674,55 64 
3356140,62 122 
3356703,91 125 
3356853,53 137 
3357214,24 66 
3357763,03 144 
3357764,58 144 
3357765,53 144 
3358241,49 101 
3358242,66 100 
3358242,66 53 
3358283,25 1
3358283,25 2
3358283,25 1
3358283,25 60 
3401332,95 61 
3402352,3 62 
3402599,01 64 
3402964,3 121 
3403538,68 125 
3403633,96 137 
3404048,54 66 
3404598 144 
3404599,65 144 
3404600,88 144 
3405077,11 101 
3405078,24 100 
3405078,24 53 
3405117,82 1
3405117,82 2
3405117,82 2
3405117,82 60 
3458952,91 61 
3459547,56 63 
3459566,37 60 
3459897,3 111 
3460607,59 114 
3460649,6 60 
3461286,04 61 
3462299,14 62 
3462679,91 64 
3462924,05 123 
3463454,4 125 
3463588,21 137 
3463963,38 65 
3464511,34 144 
3464512,62 144 
3464513,55 144 
3464990,4 101 
3464991,44 100 
3464991,44 53 
3465031,51 1
3465031,51 1
3465031,51 2
3465031,51 60 
3465314,16 61 
3466331,88 62 
3466577,86 64 
3466877,2 123 
3467404,98 125 
3467927,01 65 
3467929,49 137 
3468475,1 144 
3468476,67 144 
3468477,9 144 
3470406,34 101 
3470408,69 100 
3470408,69 53 
3470446,23 2
3470446,23 2
3470446,23 2
3470446,23 60 
3470678,49 113 
3471083,87 114 
3471129,26 60 
3471356,11 61 
3472308,83 63 
3472329,98 60 
3472535,32 113 
3472898,7 114 
3472945,09 60 
3473212,85 61 
3474229,34 62 
3474401,56 64 
3474697,3 122 
3475224,32 125 
3475422,05 137 
3475741,76 66 
3476290,68 144 
3476292,28 144 
3476293,31 144 
3476769,09 101 
3476770,29 100 
3476770,29 53 
3476810,94 2
3476810,94 2
3476810,94 1
3476810,94 60 
3476850,74 111 
3477276,77 114 
3477313,02 60 
3477522,47 61 
3478445,26 63 
3478461,32 60 
3480935,35 61 
3481945,21 62 
3482037,44 64 
3482298,19 122 
3482862,1 125 
3482864,27 124 
3486120,18 122 
3486647,79 125 
3486822,81 137 
3487155,57 65 
3487702,84 144 
3487704,44 144 
3487705,4 144 
3488182,98 101 
3488184,01 100 
3488184,01 53 
3488223,57 1
3488223,57 1
3488223,57 2
3488223,57 60 
3488392,18 61 
3489361,78 63 
3489373,32 60 
3489725,2 112 
3490298,12 114 
3490339,78 60 
3490705,11 61 
3491723,59 62 
3492112,25 64 
3492347,53 122 
3492878,65 125 
3493099,89 137 
3493385,53 66 
3493934,47 144 
3493935,96 144 
3493937,36 144 
3494413,87 101 
3494415,87 100 
3494415,87 53 
3494454,87 2
3494454,87 2
3494454,87 2
3494454,87 60 
3494526,52 61 
3495538,02 62 
3497152,17 64 
3497437,24 122 
3497961,79 125 
3498484,15 66 
3498760,61 137 
3499032,82 144 
3499034,38 144 
3499035,62 144 
3499511,76 101 
3499512,79 100 
3499512,79 53 
3499553,2 1
3499553,2 1
3499553,2 1
3499553,2 60 
