TotalRequired,  150
483277,98 1
483277,98 60 
483366,37 61 
484378,02 62 
484732,82 64 
485051,4 121 
485569,21 125 
485876,98 137 
486092,38 65 
486653,07 144 
486655,16 144 
486656,91 144 
487118,66 101 
487119,76 100 
487119,76 51 
487160,29 1
487160,29 2
487160,29 2
487160,29 60 
487595,14 111 
487978,25 114 
488009,7 60 
488593,34 111 
488672,63 114 
488694,21 60 
488787,29 61 
489809,73 62 
490586,98 64 
490870,34 123 
491397,62 125 
491904,98 137 
491980,84 66 
492454,62 144 
492456,17 144 
492457,37 144 
492757,2 142 
492848,77 144 
492850,52 144 
492934,16 101 
492935,83 100 
492935,83 51 
492976,95 1
492976,95 2
492976,95 2
492976,95 60 
493019,27 112 
493536,69 114 
493574,62 60 
493850,43 111 
494377,94 114 
494424,52 60 
545987,16 61 
547006,86 62 
547150,54 64 
547507,38 121 
548030,64 125 
548554,65 65 
549106,9 144 
549108,81 144 
549287,14 144 
549582,61 101 
549584,86 100 
549584,86 51 
549623,56 1
549623,56 2
549623,56 2
549623,56 60 
549661,74 61 
550581,2 63 
550590,89 60 
550818,79 111 
551915,21 114 
551955,39 60 
554056,22 61 
555070,51 62 
555694,01 64 
555974,38 121 
556494,81 125 
557018,72 65 
557110,97 137 
557565,58 144 
557567,47 144 
557568,4 144 
558044,92 101 
558047,08 100 
558047,08 51 
558087,28 1
558087,28 2
558087,28 2
558087,28 60 
558368,13 61 
559387,37 62 
559658,49 64 
559976,62 121 
560509,82 125 
560908,13 137 
561031,8 65 
561581,29 144 
561582,9 144 
561583,99 144 
562060,19 101 
562061,36 100 
562061,36 51 
562102,13 1
562102,13 2
562102,13 1
562102,13 60 
562362,5 61 
563385,92 62 
563559,54 64 
563861,68 121 
564416,75 125 
564924,28 137 
564978,29 65 
565495 144 
565496,86 144 
565498,32 144 
565966,32 101 
565967,44 100 
565967,44 51 
566001,44 2
566001,44 2
566001,44 2
566001,44 60 
566439,29 61 
567450,75 62 
567746,22 64 
568018,96 121 
568567,45 125 
569080,73 66 
569636,17 144 
569638,46 144 
569669,09 144 
570108,76 101 
570109,89 100 
570109,89 51 
570149,33 2
570149,33 2
570149,33 2
570149,33 60 
572265,79 111 
572476,61 114 
572499,24 60 
574109,2 61 
575130,97 62 
575962,73 64 
576272,18 121 
576803,62 125 
577245,29 137 
577311,11 66 
577859,89 144 
577861,4 144 
577862,39 144 
578339,97 101 
578341,13 100 
578341,13 51 
578380,05 1
578380,05 2
578380,05 2
578380,05 60 
579395,25 111 
579470,11 114 
579497,65 60 
580024,35 111 
580098,39 114 
580146,52 60 
580315,54 111 
581564,45 114 
581597,93 60 
654599,8 61 
655620,9 62 
656060,37 64 
656274,29 121 
656794,43 125 
657301,72 65 
657857,78 144 
657859,51 144 
657932,81 144 
658329,61 101 
658330,74 100 
658330,74 51 
658370,52 1
658370,52 2
658370,52 2
658370,52 60 
658447,78 61 
659456,06 63 
659470,67 60 
659728,55 111 
660085,86 114 
660103,64 60 
663006,83 61 
664018,6 62 
664126,86 64 
664446,53 121 
664972,47 125 
665483,06 65 
666001,33 144 
666003,75 144 
666493,43 101 
666494,75 100 
666494,75 51 
666517,78 1
666517,78 2
666517,78 1
666517,78 60 
666523,37 111 
669038,8 114 
669084,48 60 
669520,56 111 
670813,59 114 
670849,52 60 
672963,07 61 
673982,87 62 
676260,65 64 
676541,23 121 
677071,2 125 
677458,79 137 
677577,99 65 
678140,16 144 
678142,24 144 
678143,49 144 
678606,3 101 
678607,48 100 
678607,48 51 
678663,97 1
678663,97 1
678663,97 2
678663,97 60 
679044,81 61 
680063,53 62 
680131,08 64 
680382,58 121 
680906,01 125 
681066,24 137 
681426,01 65 
681973,56 144 
681975,53 144 
681976,72 144 
682759,75 101 
682761,06 100 
682761,06 51 
682812,3 1
682812,3 2
682812,3 2
682812,3 60 
683110,21 111 
684325,65 114 
684362,67 60 
685020,23 61 
686030,8 62 
686794,83 64 
687079,41 121 
687600,49 125 
688125,52 65 
688678,52 144 
688680,24 144 
689151,65 101 
689152,89 100 
689152,89 51 
689177,09 1
689177,09 2
689177,09 2
689177,09 60 
690272,49 111 
691113,28 114 
691142,78 60 
691517,17 111 
691676,87 114 
691727,15 60 
692069,73 111 
692396,18 114 
692442,38 60 
692647,4 61 
693660,45 62 
695420,43 64 
695743,76 121 
696276,7 125 
696787,47 65 
697291,14 144 
697292,75 144 
697364,64 144 
699136,33 101 
699137,91 100 
699137,91 51 
699174,27 2
699174,27 1
699174,27 1
699174,27 60 
699419,7 111 
700360,65 114 
700406,67 60 
707255,7 112 
707339,22 114 
707372,96 60 
708106,54 112 
708189,25 114 
708237,61 60 
730772,31 61 
731779,43 62 
737868,76 64 
741787,91 252 
741787,91 101 
741789,58 100 
741789,58 51 
741809,25 2
741809,25 1
741809,25 1
741809,25 60 
764245,98 61 
765269,25 62 
766056,69 64 
766332,87 123 
766413,07 124 
766723,25 121 
767243,84 125 
767765,59 66 
768269,53 144 
768271,28 144 
768456,31 144 
768758,98 101 
768760,19 100 
768760,19 51 
768801,64 1
768801,64 2
768801,64 2
768801,64 60 
772269,96 61 
772302,9 63 
772317,14 60 
772975,62 111 
773867,01 114 
773900 60 
825631,03 111 
825817,95 114 
825865,33 60 
826630,97 111 
826761,01 114 
826798,24 60 
826833,96 112 
826890,43 114 
826915,64 60 
827165,5 111 
827858,58 114 
827897,94 60 
836221,45 61 
836738,8 63 
836763,09 60 
837142,73 112 
837248,77 114 
837278,08 60 
837494,84 111 
838141,24 114 
838177,92 60 
902698,49 111 
904162,09 114 
904207,33 60 
969667,44 111 
969813,46 114 
969851,29 60 
970145,82 111 
970271,14 114 
970302,4 60 
970515,66 61 
971534,72 62 
972431,29 64 
972866,39 121 
973400,77 125 
973913,24 65 
974051,38 137 
974474,2 144 
974475,76 144 
974476,85 144 
974941,71 101 
974942,91 100 
974942,91 51 
974982,89 1
974982,89 2
974982,89 2
974982,89 60 
975121,67 61 
976135,89 62 
976330,96 64 
976646,23 121 
977214,78 125 
977729,9 65 
977793,44 137 
978252,57 144 
978254,09 144 
978254,96 144 
978740,35 101 
978741,55 100 
978741,55 51 
978781,48 1
978781,48 2
978781,48 2
978781,48 60 
978887,44 61 
979898,32 62 
980060,79 64 
980397,08 121 
980909,34 125 
981428,4 65 
981593,91 137 
981952,18 144 
981953,97 144 
981955,23 144 
982439,15 101 
982440,35 100 
982440,35 51 
982480,29 1
982480,29 1
982480,29 2
982480,29 60 
982575,61 61 
983597,46 62 
983718,97 64 
984025,54 121 
984551,4 125 
985060,22 65 
985093,36 137 
985608,69 144 
985610,26 144 
985611,48 144 
986089,9 101 
986091,06 100 
986091,06 51 
986129,38 1
986129,38 2
986129,38 2
986129,38 60 
986698,24 61 
987712,12 62 
987728,55 64 
988019,41 121 
988592,19 125 
989108,79 65 
989663,08 144 
989665,17 144 
989864,85 144 
990136,11 101 
990137,23 100 
990137,23 51 
990177,86 1
990177,86 2
990177,86 2
990177,86 60 
990239,26 61 
991261,06 62 
991345,64 64 
991707,93 121 
992259,85 125 
992773,29 65 
993293,66 144 
993295,31 144 
993324,19 144 
993785,46 101 
993786,61 100 
993786,61 51 
993810,16 1
993810,16 2
993810,16 2
993810,16 60 
993958,95 61 
994870,63 63 
994893,33 60 
995179,02 111 
995612,19 114 
995660,52 60 
995753,94 61 
996775,92 62 
996976,66 64 
997295,66 121 
997840,8 125 
998356,9 65 
998858,76 144 
998860,36 144 
999349,62 101 
999350,86 100 
999350,86 51 
999377,25 2
999377,25 2
999377,25 2
999377,25 60 
999384,52 111 
999632,53 114 
999674,51 60 
1000046,17 61 
1000894,83 63 
1000907,84 60 
1001178,85 111 
1001866,1 114 
1001907,36 60 
1002967,07 61 
1003005,06 63 
1003024,38 60 
1028136,06 111 
1029148,21 114 
1029181,59 60 
1074619,57 111 
1075409,89 114 
1075449,61 60 
1100002,06 111 
1101696,14 114 
1101741,12 60 
1118368,31 61 
1119385,38 62 
1119406,22 64 
1119852,57 121 
1120374,55 125 
1120677,26 137 
1120883,4 66 
1121429 144 
1121430,56 144 
1121431,74 144 
1123073,58 101 
1123075,01 100 
1123075,01 51 
1123117,01 1
1123117,01 2
1123117,01 1
1123117,01 60 
1123444,3 113 
1123716,98 114 
1123750,35 60 
1123989,49 61 
1125001,91 62 
1125864,5 64 
1126155,08 122 
1126699,03 125 
1127028,52 137 
1127212,53 66 
1127760,66 144 
1127762,19 144 
1127763,34 144 
1129771,16 101 
1129772,34 100 
1129772,34 51 
1129815,33 1
1129815,33 2
1129815,33 2
1129815,33 60 
1208345,57 111 
1211398,04 114 
1211438,18 60 
1252315,96 113 
1253176,14 114 
1253224,49 60 
1253522,44 112 
1253646,68 114 
1253691,05 60 
1254306,24 112 
1254484,41 114 
1254524,42 60 
1254557,7 112 
1254630,26 114 
1254658,39 60 
1269128,61 111 
1272561,36 114 
1272601,34 60 
1272692,72 112 
1272942,89 114 
1272984,47 60 
1294478,91 61 
1294614,65 63 
1294627,73 60 
1295690,81 61 
1296710,24 62 
1296846,72 64 
1297370,6 121 
1297899,79 125 
1297982,78 137 
1298422,5 65 
1298972,7 144 
1298974,4 144 
1298975,91 144 
1299452,17 101 
1299458,57 100 
1299458,57 51 
1299493,39 2
1299493,39 2
1299493,39 2
1299493,39 60 
1299740,98 61 
1300759,87 62 
1300775,83 64 
1301087,98 121 
1301615,32 125 
1302078,8 137 
1302141,24 66 
1302685,89 144 
1302687,59 144 
1302689,01 144 
1303166,87 101 
1303168,01 100 
1303168,01 51 
1303208,09 2
1303208,09 2
1303208,09 2
1303208,09 60 
1303246,61 61 
1304262,68 62 
1304860,42 64 
1311339,5 121 
1311902,42 125 
1312188,28 137 
1312419,04 66 
1312968,22 144 
1312969,84 144 
1312971,84 144 
1313446,3 101 
1313447,43 100 
1313447,43 51 
1313488,25 2
1313488,25 2
1313488,25 2
1313488,25 60 
1315033,25 61 
1315074,77 63 
1315088,89 60 
1315436,44 111 
1317805,85 114 
1317836,7 60 
1318911,19 111 
1319894,73 114 
1319936,1 60 
1320368,16 111 
1322062,51 114 
1322102,03 60 
1322433,96 61 
1323451,13 62 
1326861,35 64 
1327240,16 121 
1327796,39 125 
1328315,06 66 
1328788,43 137 
1328887,73 144 
1328889,08 144 
1328890,17 144 
1329375,24 101 
1329376,52 100 
1329376,52 51 
1329416,28 2
1329416,28 2
1329416,28 2
1329416,28 60 
1332330,61 61 
1332534,22 63 
1332548,4 60 
1473906 111 
1475132,9 114 
1475168,13 60 
1476663,9 61 
1476692,24 63 
1476701,69 60 
1476975,17 111 
1477528,91 114 
1477567,26 60 
1480126,19 111 
1481981,32 114 
1482015,61 60 
1488309,78 61 
1488329,71 63 
1488346,93 60 
1504249,57 111 
1507589,32 114 
1507608,69 60 
1620901,28 111 
1622061,24 114 
1622103,16 60 
1648940,68 111 
1651086,2 114 
1651127,03 60 
1651553,2 61 
1652576,86 62 
1652876,14 64 
1662585,33 252 
1662585,33 101 
1662587,03 100 
1662587,03 51 
1662606,66 2
1662606,66 2
1662606,66 2
1662606,66 60 
1762099,38 61 
1763123,48 62 
1764179,88 64 
1764460,1 121 
1764980,49 125 
1765503,88 66 
1765815,7 137 
1766037,79 101 
1766077,7 8
1766077,7 52 
1766151,54 100 
1766151,54 52 
1766172,66 2
1766172,66 2
1766172,66 2
1766172,66 60 
1772397,36 61 
1772437,46 63 
1772453,83 60 
1868336,35 111 
1869084,63 114 
1869121,97 60 
2039252,51 112 
2039395,74 114 
2039433,46 60 
2040286 111 
2040575,86 114 
2040615,51 60 
2041225,8 112 
2041544,91 114 
2041565,68 60 
2060959,36 61 
2061974,28 62 
2062420,63 64 
2062678,15 122 
2063202,48 125 
2063346,71 137 
2063722,02 66 
2064266,93 144 
2064268,64 144 
2064269,8 144 
2064749,39 101 
2064750,57 100 
2064750,57 52 
2064791,83 1
2064791,83 2
2064791,83 2
2064791,83 60 
2064826,33 61 
2065842,93 62 
2066674,6 64 
2066974,12 121 
2067496,2 125 
2068004,23 66 
2068574,92 144 
2068576,69 144 
2068864,28 144 
2069048,03 101 
2069049,22 100 
2069049,22 52 
2069088,99 1
2069088,99 2
2069088,99 2
2069088,99 60 
2076125,54 111 
2077006,5 114 
2077053,52 60 
2080067,05 112 
2080168,66 114 
2080186,89 60 
2121894,98 111 
2123934,28 114 
2123971,13 60 
2145904,25 61 
2145974,93 63 
2145997,43 60 
2146282,31 111 
2149068,87 114 
2149112,98 60 
2170786,3 61 
2171804,51 62 
2172297,79 64 
2172607,06 122 
2173128,27 125 
2173650,87 65 
2174205,45 144 
2174207,29 144 
2174679,3 101 
2174680,53 100 
2174680,53 52 
2174704,39 2
2174704,39 2
2174704,39 2
2174704,39 60 
2174710,55 112 
2174895,72 114 
2174937,34 60 
2175293,1 61 
2176304,86 62 
2176334,4 64 
2176636,37 121 
2177158,35 125 
2177666,07 66 
2178220,7 144 
2178222,97 144 
2178391,64 144 
2178694,96 101 
2178696,12 100 
2178696,12 52 
2178736,39 1
2178736,39 1
2178736,39 2
2178736,39 60 
2178767,6 112 
2180677,27 114 
2180718,9 60 
2181154,76 61 
2182168,69 62 
2183043,87 64 
2183380,92 121 
2183936,38 125 
2184449,77 66 
2184524,24 137 
2185009,84 144 
2185011,86 144 
2185013,08 144 
2185475,91 101 
2185477,22 100 
2185477,22 52 
2185517,43 1
2185517,43 2
2185517,43 1
2185517,43 60 
2185687,85 61 
2186700,54 62 
2187316,19 64 
2187740,64 121 
2188256,23 125 
2188780,91 65 
2189319,17 144 
2189321,49 144 
2189466,6 144 
2189792,27 101 
2189793,5 100 
2189793,5 52 
2189832,75 1
2189832,75 2
2189832,75 2
2189832,75 60 
2190021,63 61 
2191032,08 62 
2191331,62 64 
2191708,21 121 
2192239,13 125 
2192761,66 66 
2193218,62 137 
2193310,22 144 
2193312,79 144 
2193314,75 144 
2195287,91 101 
2195289,22 100 
2195289,22 52 
2195330,76 1
2195330,76 2
2195330,76 1
2195330,76 60 
2195653,02 111 
2198103,98 114 
2198146,46 60 
2198473,79 61 
2199497,23 62 
2200286,02 64 
2200636,78 121 
2201181,6 125 
2201691,97 65 
2202253,15 144 
2202255,21 144 
2202300,22 144 
2202719,96 101 
2202721,08 100 
2202721,08 52 
2202761,84 1
2202761,84 2
2202761,84 2
2202761,84 60 
2202918,81 61 
2203929,4 62 
2204157,28 64 
2204513,85 121 
2205076,63 125 
2205590,69 66 
2205714,52 137 
2206138,08 144 
2206139,78 144 
2206141,14 144 
2206618,54 101 
2206619,71 100 
2206619,71 52 
2206661,44 1
2206661,44 1
2206661,44 2
2206661,44 60 
2206704,35 61 
2207730,21 62 
2209212,15 64 
2209536,92 121 
2210091,36 125 
2210606,18 66 
2211173,07 144 
2211175,42 144 
2211217,1 144 
2211554,71 142 
2211672,17 144 
2211674,31 144 
2211676,16 101 
2211677,55 100 
2211677,55 52 
2211709,6 1
2211709,6 2
2211709,6 2
2211709,6 60 
2211724,92 112 
2211755,1 114 
2211792,27 60 
2212125,32 61 
2213141,82 62 
2213239,89 64 
2213672,59 122 
2214225,03 125 
2214337,99 137 
2214737,88 65 
2215299,2 144 
2215300,96 144 
2215302,2 144 
2215766,86 101 
2215768,08 100 
2215768,08 52 
2215809,03 1
2215809,03 2
2215809,03 2
2215809,03 60 
2215844,84 61 
2216875,99 62 
2217042,64 64 
2217367,05 122 
2217896,29 125 
2218403,94 65 
2218835,9 137 
2218968,6 144 
2218970,41 144 
2218971,6 144 
2218989,99 143 
2219105,86 144 
2219107,54 144 
2219110,89 144 
2219448,57 101 
2219449,81 100 
2219449,81 52 
2219489,34 1
2219489,34 2
2219489,34 2
2219489,34 60 
2219532,08 61 
2220558,67 62 
2220884,4 64 
2221200,79 122 
2221727,26 125 
2222232,32 137 
2222304,2 65 
2222782,59 144 
2222784,38 144 
2222785,41 144 
2223263,75 101 
2223264,95 100 
2223264,95 52 
2223305,03 2
2223305,03 2
2223305,03 2
2223305,03 60 
2223422,78 61 
2224438,73 62 
2224465,76 64 
2224918,1 122 
2225485,94 125 
2225895,95 137 
2226001,08 66 
2226549,22 144 
2226550,65 144 
2226551,87 144 
2228663,46 101 
2228665,06 100 
2228665,06 52 
2228703,16 1
2228703,16 2
2228703,16 1
2228703,16 60 
2228991,27 112 
2229703,76 114 
2229737,25 60 
2229967,09 61 
2230985,35 62 
2231787,13 64 
2232108,91 122 
2232654,11 125 
2233149,08 137 
2233209,22 65 
2233713,89 144 
2233715,41 144 
2233716,54 144 
2234192,53 101 
2234193,79 100 
2234193,79 52 
2234234,92 2
2234234,92 1
2234234,92 1
2234234,92 60 
2235583,75 61 
2236600,28 62 
2239009,79 64 
2239318,22 122 
2239837,96 125 
2240345,29 66 
2240446,69 137 
2240894,01 144 
2240895,6 144 
2240896,63 144 
2244147,8 101 
2244149,25 100 
2244149,25 52 
2244197,94 1
2244197,94 2
2244197,94 2
2244197,94 60 
2244429 112 
2245674,07 114 
2245714,05 60 
2245966,35 61 
2246980,95 62 
2247950,26 64 
2248370,29 122 
2248927,18 125 
2249096,69 137 
2249442,74 65 
2250006,76 144 
2250008,15 144 
2250009,48 144 
2250488,16 101 
2250489,37 100 
2250489,37 52 
2250529,45 1
2250529,45 2
2250529,45 2
2250529,45 60 
2252123,86 112 
2252193,4 114 
2252228,93 60 
2252433,57 61 
2253444,7 62 
2254244,15 64 
2254585,46 122 
2255142,44 125 
2255658,34 65 
2255722,65 137 
2256189,59 144 
2256190,99 144 
2256192,54 144 
2256668,68 101 
2256669,86 100 
2256669,86 52 
2256710,57 1
2256710,57 1
2256710,57 2
2256710,57 60 
2256741,46 61 
2257760 62 
2257890,81 64 
2258226,31 122 
2258749,76 125 
2259257,57 65 
2259479,19 137 
2259788,05 144 
2259790,13 144 
2259791,46 144 
2260268,22 101 
2260269,39 100 
2260269,39 52 
2260311,76 1
2260311,76 2
2260311,76 2
2260311,76 60 
2261651,3 61 
2262659,81 62 
2262996,91 64 
2263288,34 122 
2263814,26 125 
2264049,06 137 
2264321,3 65 
2264853,14 144 
2264854,59 144 
2264856,31 144 
2265333,57 101 
2265334,79 100 
2265334,79 52 
2265374,39 1
2265374,39 2
2265374,39 1
2265374,39 60 
2265482,28 61 
2266493,18 62 
2266548,45 64 
2266914,6 122 
2267417,34 125 
2267937,52 65 
2268490,5 144 
2268491,94 144 
2268965,58 101 
2268966,7 100 
2268966,7 52 
2268990,09 2
2268990,09 2
2268990,09 2
2268990,09 60 
2268996,13 112 
2269993,82 114 
2270022,87 60 
2270565,14 61 
2271576,02 62 
2271703,03 64 
2272001,71 122 
2272529,69 125 
2273005,77 137 
2273050,83 66 
2273599,37 144 
2273601,37 144 
2273602,4 144 
2274079,98 101 
2274081,14 100 
2274081,14 52 
2274123,07 1
2274123,07 2
2274123,07 2
2274123,07 60 
2275507,03 61 
2276521,05 62 
2276856,93 64 
2277134,65 122 
2277659,98 125 
2278166,95 65 
2278280,25 137 
2278714,4 144 
2278715,88 144 
2278716,77 144 
2280837,32 101 
2280839,03 100 
2280839,03 52 
2280887,31 1
2280887,31 2
2280887,31 2
2280887,31 60 
2281128,6 112 
2284496,88 114 
2284534,81 60 
2286038,61 111 
2286348,14 114 
2286384,6 60 
2287520,01 61 
2288535,53 62 
2289362,67 64 
2289740,21 121 
2290281,58 125 
2290328,73 137 
2290796,48 66 
2291327,48 144 
2291328,91 144 
2291330,02 144 
2291807,1 101 
2291808,27 100 
2291808,27 52 
2291848,8 1
2291848,8 2
2291848,8 2
2291848,8 60 
2301368,99 111 
2302817,84 114 
2302861,99 60 
2311014,52 113 
2311092,75 114 
2311142,79 60 
2312053,97 113 
2312133,14 114 
2312176,19 60 
2372998,34 112 
2373077,92 114 
2373106,6 60 
2374514,69 61 
2375539,94 62 
2375744,21 64 
2376052,96 122 
2376545,1 124 
2386546,55 252 
2386546,55 101 
2386548,34 100 
2386548,34 52 
2386568,29 1
2386568,29 2
2386568,29 2
2386568,29 60 
2424075,78 61 
2425087,42 62 
2425279,75 64 
2425668,79 122 
2426234,77 125 
2426367,6 137 
2426752,35 65 
2427275,33 144 
2427276,86 144 
2427278,2 144 
2427763,2 101 
2427764,4 100 
2427764,4 52 
2427803,61 1
2427803,61 2
2427803,61 2
2427803,61 60 
2451100,91 112 
2451170,09 114 
2451198,59 60 
2452021,34 61 
2452312,28 63 
2452330,94 60 
2453912,53 113 
2453982,57 114 
2454013,61 60 
2454326,72 111 
2454503,59 114 
2454545,59 60 
2454712,57 111 
2454945,69 114 
2454978,34 60 
2455105,42 61 
2456128,19 62 
2456236,05 64 
2466136,05 252 
2466136,05 101 
2466137,84 100 
2466137,84 52 
2466158,47 1
2466158,47 2
2466158,47 2
2466158,47 60 
2572029,57 61 
2573041,63 62 
2573195,3 64 
2573529,35 121 
2574048,05 125 
2574332,8 137 
2574569,52 66 
2575115,93 144 
2575117,44 144 
2575118,97 144 
2576355,97 101 
2576357,42 100 
2576357,42 52 
2576405,5 1
2576405,5 1
2576405,5 1
2576405,5 60 
2576677,74 113 
2577107,38 114 
2577154,89 60 
2577355,3 61 
2578374,14 62 
2578647,05 64 
2578960,34 123 
2579476,97 125 
2579601,73 137 
2580001,52 65 
2580547,92 144 
2580549,77 144 
2580550,75 144 
2582072,95 101 
2582074,45 100 
2582074,45 52 
2582119,78 1
2582119,78 1
2582119,78 2
2582119,78 60 
2582441,34 113 
2582507,46 114 
2582537,95 60 
2582737,24 61 
2583753,83 62 
2584191,65 64 
2584521,56 123 
2585041,01 125 
2585549,18 65 
2586013,76 137 
2586146,28 144 
2586147,72 144 
2586148,72 144 
2586829,46 101 
2586830,81 100 
2586830,81 52 
2586869,8 1
2586869,8 2
2586869,8 2
