TotalRequired,  300
292360,57 64 
292705,12 122 
293227,42 125 
293738,65 66 
293916,8 137 
294170,49 144 
294172,07 144 
294173,16 144 
294650,34 101 
294651,45 100 
294651,45 52 
294690,32 1
294690,32 2
294690,32 2
294690,32 60 
294841,13 61 
295467,46 63 
295489,94 60 
301815,82 61 
302838,21 62 
302862,03 64 
308457,9 121 
308976,57 125 
309314,56 137 
309499,76 66 
309960,52 144 
309962,25 144 
309963,41 144 
311900,12 101 
311901,58 100 
311901,58 52 
311951,3 2
311951,3 2
311951,3 2
311951,3 60 
312207,91 113 
312370,09 114 
312417,65 60 
312629,11 61 
313649,75 62 
314548,66 64 
314849,95 121 
315399,71 125 
315913,66 66 
316367,39 144 
316368,84 144 
316370,11 144 
316841,88 101 
316843,14 100 
316843,14 52 
316883,23 1
316883,23 2
316883,23 1
316883,23 60 
316914,47 61 
317936,5 62 
319671,2 64 
327940,43 252 
327940,43 101 
327942,13 100 
327942,13 52 
327964,1 1
327964,1 2
327964,1 1
327964,1 60 
331777,96 111 
332419,87 114 
332461,19 60 
332509,92 61 
333031,52 63 
333044,61 60 
335113,29 61 
336126,5 62 
336172,79 64 
345002,12 121 
345569,05 125 
346086,98 66 
346314,63 137 
346548,92 144 
346550,84 144 
346552,07 144 
347482,76 101 
347484,25 100 
347484,25 52 
347523,01 1
347523,01 2
347523,01 2
347523,01 60 
350188,68 61 
351204,32 62 
351770,24 64 
352059,25 121 
352578,28 125 
352900,47 137 
353084,3 66 
353508,96 144 
353511,08 144 
353512,19 144 
353995,61 101 
353996,8 100 
353996,8 52 
354037,58 1
354037,58 1
354037,58 2
354037,58 60 
354100,52 61 
355119,34 62 
356512,27 64 
356939,56 123 
357456,23 125 
357671,84 137 
357965,92 66 
358414,95 144 
358416,44 144 
358417,59 144 
358863,31 141 
358917,26 101 
358919,62 100 
358919,62 52 
358970,49 1
358970,49 2
358970,49 2
358970,49 60 
366566,42 61 
367372,35 63 
367416,18 60 
368029,45 61 
369049,25 62 
369217,55 64 
369658,8 123 
370188,52 125 
370694,87 66 
371149,96 144 
371151,81 144 
371209,98 144 
371623,64 101 
371624,77 100 
371624,77 52 
371665,04 1
371665,04 2
371665,04 2
371665,04 60 
371703,09 61 
372731,43 62 
375051,36 64 
375486,54 121 
376029,27 125 
376493,77 137 
376554,55 66 
376990,92 144 
376992,78 144 
376994,09 144 
378509,65 101 
378511,16 100 
378511,16 52 
378546,73 2
378546,73 2
378546,73 2
378546,73 60 
379081,13 111 
379423,45 114 
379462,31 60 
379853,99 61 
380865,5 62 
381157,21 64 
381535,21 121 
382107,23 125 
382254,13 137 
382625,95 66 
383072,35 144 
383073,81 144 
383075,92 144 
384416 101 
384417,48 100 
384417,48 52 
384460,77 1
384460,77 2
384460,77 1
384460,77 60 
384800,85 113 
384884,31 114 
384927,14 60 
385130,1 61 
386143,13 62 
389506,46 64 
396153,61 252 
396153,61 101 
396155,37 100 
396155,37 52 
396174,13 1
396174,13 2
396174,13 1
396174,13 60 
399290,63 61 
400306,01 62 
400579,8 64 
400875,61 121 
401394,74 125 
401518,62 137 
401902,3 66 
402350,24 144 
402352,04 144 
402353,42 144 
407527,96 101 
407529,5 100 
407529,5 52 
407569,78 2
407569,78 2
407569,78 2
407569,78 60 
416434,45 61 
417448,93 62 
417909,33 64 
427458,65 252 
427458,65 101 
427460,46 100 
427460,46 52 
427480,88 2
427480,88 2
427480,88 2
427480,88 60 
430763,35 61 
431636,3 63 
431645,37 60 
431671,18 61 
431770,99 63 
431781,94 60 
432105,81 61 
433127,93 62 
433397,17 64 
433820,52 121 
434333,4 125 
434762,49 137 
434843,22 66 
435290,58 144 
435292,31 144 
435293,5 144 
436512,82 101 
436516,44 100 
436516,44 52 
436560,24 1
436560,24 1
436560,24 2
436560,24 60 
436880,63 112 
437146,15 114 
437193,34 60 
437441,96 61 
438459,44 62 
438836,77 64 
439128,47 123 
439660,09 125 
440174,11 66 
440627,1 144 
440628,99 144 
440973,68 144 
441102,19 101 
441103,47 100 
441103,47 52 
441142,25 1
441142,25 2
441142,25 1
441142,25 60 
441206,21 61 
442224,67 62 
442716,08 64 
443108,62 121 
443630,61 125 
443948,13 137 
444137,49 66 
444571,26 144 
444573,39 144 
445049,99 101 
445052,25 100 
445052,25 52 
445074,55 1
445074,55 2
445074,55 2
445074,55 60 
445080,31 111 
445947,17 114 
445990,33 60 
446300,68 61 
447323,25 62 
449074,25 64 
457332,88 252 
457332,88 101 
457334,67 100 
457334,67 52 
457353,47 1
457353,47 2
457353,47 2
457353,47 60 
462524,86 61 
463535,67 62 
463927,35 64 
464206,33 121 
464724,77 125 
465180,38 137 
465242,82 66 
465679,53 144 
465681,02 144 
465682,06 144 
467569,6 101 
467571,64 100 
467571,64 52 
467616,65 1
467616,65 2
467616,65 2
467616,65 60 
467994,88 113 
468138,95 114 
468184,43 60 
468438,76 61 
468752,02 63 
468767,23 60 
469208,67 61 
470217,58 62 
471295,12 64 
471609,05 121 
472184,25 125 
472596,81 137 
472695,81 66 
473143,83 144 
473145,37 144 
473146,57 144 
474645,68 101 
474646,99 100 
474646,99 52 
474682,05 2
474682,05 2
474682,05 2
474682,05 60 
474958,29 111 
475072,78 114 
475114,26 60 
475543,44 111 
475709,69 114 
475747,11 60 
476738,47 61 
477590,44 63 
477597,51 60 
477917,6 113 
478001,27 114 
478046,46 60 
478233,18 61 
479245,66 62 
479571,75 64 
479848,82 123 
480351,96 125 
480620,43 137 
480859,52 66 
481292,87 144 
481294,41 144 
481295,54 144 
482985,56 101 
482987,01 100 
482987,01 52 
483029,12 1
483029,12 2
483029,12 2
483029,12 60 
483350,01 111 
483654,03 114 
483695,37 60 
483976,8 61 
484994,08 62 
485483,74 64 
485853,67 121 
486411,67 125 
486664,89 137 
486926,12 66 
487373,03 144 
487374,52 144 
487375,73 144 
488322,54 101 
488323,78 100 
488323,78 52 
488359,95 2
488359,95 2
488359,95 1
488359,95 60 
491157,93 61 
492174,37 62 
493332,51 64 
493677,57 121 
494238,12 125 
494671,8 137 
494755,45 66 
495202,69 144 
495204,25 144 
495205,32 144 
495682,17 101 
495683,4 100 
495683,4 52 
495724,13 1
495724,13 1
495724,13 1
495724,13 60 
497268,77 61 
498289,07 62 
498491,95 64 
498847,78 122 
499390,89 125 
499590,84 137 
499903,91 65 
500350,92 144 
500352,32 144 
500353,25 144 
500832,29 101 
500833,51 100 
500833,51 52 
500872,4 1
500872,4 2
500872,4 2
500872,4 60 
500942,56 61 
501871,86 63 
501888,54 60 
502566,71 61 
503588,71 62 
503866,72 64 
504162,37 122 
504716,9 125 
505002,94 137 
505233,84 65 
505682,76 144 
505684,34 144 
505685,32 144 
506162,97 101 
506164,08 100 
506164,08 52 
506205,28 1
506205,28 2
506205,28 2
506205,28 60 
506364,44 61 
507386,67 62 
507733,81 64 
508031,52 122 
508560,69 125 
508788,95 137 
509083,92 65 
509531,58 144 
509532,98 144 
509534,02 144 
510011,89 101 
510013,13 100 
510013,13 52 
510052,91 1
510052,91 2
510052,91 2
510052,91 60 
510121,86 61 
511100,66 63 
511118,79 60 
511723,73 61 
512736,43 62 
512792,94 64 
513197,14 122 
513752,63 125 
514033,09 137 
514265,76 65 
514713,26 144 
514714,78 144 
514716,28 144 
515193,31 101 
515194,46 100 
515194,46 52 
515235,87 1
515235,87 1
515235,87 2
515235,87 60 
515269,65 61 
516235,89 63 
516250,61 60 
516832,04 61 
517849,9 62 
518128,26 64 
518427,34 122 
518993,58 125 
519389,14 137 
519512,45 65 
519960,53 144 
519962,12 144 
519963,06 144 
520440,98 101 
520442,19 100 
520442,19 52 
520482,77 1
520482,77 2
520482,77 2
520482,77 60 
520545,79 61 
521565,6 62 
521896,43 64 
522180,75 122 
522744,39 125 
523070,2 137 
523262,08 65 
523710 144 
523711,45 144 
523712,62 144 
524191,26 101 
524192,54 100 
524192,54 52 
524231,32 1
524231,32 2
524231,32 2
524231,32 60 
524368,83 61 
524979,86 63 
524997,69 60 
528160,32 61 
529180,87 62 
529456,55 64 
529983,21 122 
530491,73 124 
532926,61 122 
533493,41 125 
533661,64 137 
534008,84 65 
534455,99 144 
534457,36 144 
534459,07 144 
534936,58 101 
534937,74 100 
534937,74 52 
534977,76 1
534977,76 1
534977,76 1
534977,76 60 
535016,69 61 
536030,55 62 
536225,12 64 
536550,7 122 
537107,09 125 
537466,63 137 
537625,39 65 
538071,87 144 
538073,51 144 
538074,93 144 
538552,74 101 
538553,92 100 
538553,92 52 
538593,89 2
538593,89 2
538593,89 2
538593,89 60 
538610,4 61 
539609,92 63 
539627,12 60 
540146,78 61 
541158,15 62 
542016,46 64 
542316,33 122 
542815,18 125 
543224,64 137 
543322,83 66 
543753,36 144 
543756,55 144 
543757,85 144 
545849 101 
545850,44 100 
545850,44 52 
545891,1 2
545891,1 2
545891,1 2
545891,1 60 
546130,19 112 
546482,14 114 
546524,01 60 
546800,33 61 
547823,87 62 
547942,88 64 
548279,27 122 
548828,92 125 
549174,2 137 
549336,56 66 
549784,31 144 
549786,06 144 
549787,19 144 
552077,67 101 
552079,23 100 
552079,23 52 
552122,28 2
552122,28 1
552122,28 2
552122,28 60 
568975,25 111 
569638,93 114 
569683,1 60 
570310,93 61 
571331,95 62 
572434,29 64 
581340,84 252 
581340,84 101 
581342,54 100 
581342,54 52 
581363,62 2
581363,62 1
581363,62 2
581363,62 60 
598707,42 61 
599723,54 62 
600821,3 64 
604402,54 121 
604925,93 125 
605318,54 137 
605434,24 65 
605869,93 101 
605926,74 8
605926,74 51 
605990,07 100 
605990,07 51 
606004,57 1
606004,57 1
606004,57 2
606004,57 60 
606618,72 61 
607636,28 62 
607764,57 64 
608116,34 121 
608682,21 125 
609148,02 137 
609214,26 65 
609647,82 144 
609649,13 144 
609650,22 144 
610129,56 101 
610130,77 100 
610130,77 51 
610169,8 2
610169,8 2
610169,8 2
610169,8 60 
610326,48 61 
611337,68 62 
611404,19 64 
611786,48 121 
612308,07 125 
612456,54 137 
612815,46 66 
613264,87 144 
613266,28 144 
613267,28 144 
614628,92 101 
614630,49 100 
614630,49 51 
614668,18 1
614668,18 1
614668,18 1
614668,18 60 
614941,52 111 
615197,1 114 
615234,61 60 
615560,31 61 
616567,81 62 
616636,11 64 
616970,48 121 
617473,27 125 
617842,61 137 
617982,6 65 
618411,42 144 
618412,83 144 
618414,01 144 
618892,76 101 
618893,95 100 
618893,95 51 
618933,51 1
618933,51 2
618933,51 2
618933,51 60 
619051,22 61 
620066,43 62 
620148,61 64 
620493,01 121 
621049,34 125 
621302,62 137 
621564,68 65 
622012,62 144 
622013,74 144 
622014,64 144 
622492,19 101 
622494,25 100 
622494,25 51 
622532,31 1
622532,31 2
622532,31 2
622532,31 60 
622610,53 61 
623633,17 62 
623702,96 64 
624025,94 121 
624595,07 125 
625112,81 65 
625138,85 137 
625560,35 144 
625562,06 144 
625563,2 144 
626040,33 101 
626041,51 100 
626041,51 51 
626081,27 1
626081,27 2
626081,27 2
626081,27 60 
626170,25 61 
627006,43 63 
627015,04 60 
627367,89 111 
627463,46 114 
627497,39 60 
627625,26 61 
628647,36 62 
628746,74 64 
629092,59 121 
629630,52 125 
629848,21 137 
630142,49 65 
630573,78 144 
630575,33 144 
630576,56 144 
631119,79 101 
631121,3 100 
631121,3 51 
631162,84 1
631162,84 2
631162,84 1
631162,84 60 
631504,11 61 
632492,68 63 
632512,25 60 
632879,02 111 
632967,81 114 
633012,01 60 
633173,67 61 
634194,98 62 
634212,13 64 
634561,67 121 
635086,42 125 
635280,94 137 
635610,42 65 
636056,94 144 
636058,51 144 
636059,61 144 
636536,27 101 
636537,48 100 
636537,48 51 
636577,54 2
636577,54 2
636577,54 2
636577,54 60 
636718,83 61 
637654,94 63 
637677,23 60 
638063,3 111 
638338,22 114 
638376,94 60 
638583,79 61 
639595 62 
639786,85 64 
640130,34 121 
640681,35 125 
640932,64 137 
641191,3 66 
641637,89 144 
641639,66 144 
641641,17 144 
642995,98 101 
642997,62 100 
642997,62 51 
643042,27 1
643042,27 2
643042,27 2
643042,27 60 
643300,65 111 
643844,69 114 
643891,76 60 
644246,56 61 
645257,97 62 
645437,38 64 
645745,18 121 
646315,07 125 
646838,93 65 
647297,67 144 
647300,11 144 
647309,59 144 
647765,32 101 
647766,48 100 
647766,48 51 
647807,71 1
647807,71 1
647807,71 2
647807,71 60 
647968,85 61 
648990,04 62 
649023,04 64 
649395,9 121 
649955,18 125 
650246,53 137 
650471,06 65 
650933,3 144 
650935,5 144 
650936,78 144 
651397,82 101 
651399,13 100 
651399,13 51 
651439,45 1
651439,45 2
651439,45 2
651439,45 60 
651484,56 61 
652506,33 62 
652528,54 64 
652925,35 121 
653447,17 125 
653754,57 137 
653969,78 65 
654417,71 144 
654419,27 144 
654420,37 144 
655060,82 101 
655062,08 100 
655062,08 51 
655105,01 1
655105,01 2
655105,01 2
655105,01 60 
655860,11 61 
656872,21 62 
657130,69 64 
657478,88 121 
657994,96 125 
658516,33 65 
658627,86 137 
658966,29 144 
658968,19 144 
658969,53 144 
659446,45 101 
659447,56 100 
659447,56 51 
659486,83 1
659486,83 2
659486,83 2
659486,83 60 
659629,5 61 
660637,94 62 
661274,67 64 
661572,68 121 
662091,78 125 
662252,73 137 
662599,54 65 
663068,47 144 
663070,4 144 
663071,67 144 
663595,7 101 
663597,15 100 
663597,15 51 
663635,53 1
663635,53 2
663635,53 2
663635,53 60 
664013,13 61 
664910,06 63 
664919,04 60 
665268,54 111 
665685,85 114 
665718,75 60 
667704,18 111 
668119,93 114 
668167,24 60 
668253,18 61 
669266,31 62 
669627,13 64 
669942,55 121 
670496,2 125 
670685,65 137 
671013,81 65 
671437,44 144 
671439,09 144 
671440,09 144 
672642,02 101 
672643,6 100 
672643,6 51 
672682,8 2
672682,8 2
672682,8 1
672682,8 60 
672987,72 111 
673164,14 114 
673198,71 60 
673377,71 61 
674331,04 63 
674348,43 60 
674682,4 111 
674973,84 114 
674998,05 60 
675347,19 61 
676364,22 62 
676489,04 64 
676802,59 121 
677290,45 125 
677634,38 137 
677810,54 66 
678243,56 144 
678245,12 144 
678246,7 144 
678722,08 101 
678723,29 100 
678723,29 51 
678747,06 2
678747,06 2
678747,06 2
678747,06 60 
681817,77 61 
682828,83 62 
683016,66 64 
686093,48 121 
686617,55 125 
686718,21 137 
687126,52 66 
687573,07 144 
687574,73 144 
687576,01 144 
688053,12 101 
688054,26 100 
688054,26 51 
688095,2 1
688095,2 2
688095,2 1
688095,2 60 
696052,48 61 
696780,95 63 
696791,68 60 
702821,37 111 
702911,82 114 
702955,87 60 
703711,88 111 
703800,5 114 
703838,86 60 
703850,37 112 
703923,31 114 
703972,12 60 
704128,62 61 
704811,23 63 
704822,92 60 
705373,21 61 
705801,34 63 
705821,47 60 
713436,9 61 
714452,19 62 
714969,09 64 
715488,88 122 
716057,28 125 
716330,86 137 
716564,9 65 
716997,4 144 
716998,9 144 
717000,19 144 
717477,28 101 
717478,44 100 
717478,44 51 
717517,68 1
717517,68 1
717517,68 2
717517,68 60 
717552,49 61 
717591,73 63 
717602,57 60 
718066,28 61 
719083,63 62 
719362,77 64 
719709,86 121 
720240,22 125 
720452,29 137 
720764,37 65 
721212 144 
721213,75 144 
721214,73 144 
721692,64 101 
721693,94 100 
721693,94 51 
721733,35 1
721733,35 2
721733,35 2
721733,35 60 
721887,52 61 
722790,89 63 
722800,21 60 
723177,11 111 
723287,33 114 
723317,63 60 
723505,83 61 
724517,79 62 
724683,69 64 
725049,39 121 
725613,71 125 
725754,21 137 
726130,89 65 
726576,58 144 
726578,05 144 
726579,16 144 
727056,91 101 
727058,03 100 
727058,03 51 
727097,81 1
727097,81 2
727097,81 2
727097,81 60 
727291,43 61 
728314,14 62 
728402,7 64 
728756,29 121 
729285,91 125 
729578,59 137 
729795,5 65 
730226,05 144 
730228,05 144 
730229,31 144 
730746,86 101 
730748,33 100 
730748,33 51 
730796,76 2
730796,76 2
730796,76 2
730796,76 60 
731160,59 61 
732108,4 63 
732129,59 60 
732542,69 111 
732670,43 114 
732712,94 60 
732848,53 61 
733861,86 62 
734085,3 64 
734427,65 121 
734979,97 125 
735452,43 137 
735506,73 66 
735940,72 144 
735942,86 144 
735944,4 144 
736421,14 101 
736422,35 100 
736422,35 51 
736461,64 2
736461,64 2
736461,64 2
736461,64 60 
736502,42 61 
737491,17 63 
737510,94 60 
737854,58 111 
737980,52 114 
738027,65 60 
738249,28 61 
739261,95 62 
739770,77 64 
740096,89 121 
740631,21 125 
740878,62 137 
741140,12 66 
741570,48 144 
741571,96 144 
741574,58 144 
748717,78 101 
748721,55 100 
748721,55 51 
748757,43 1
748757,43 1
748757,43 2
748757,43 60 
751159,62 61 
752174,22 62 
753205,97 64 
753573,58 121 
754128,8 125 
754273,11 137 
754653,62 65 
755082,22 144 
755083,68 144 
755084,71 144 
755565,73 101 
755567,1 100 
755567,1 51 
755605,65 1
755605,65 2
755605,65 2
755605,65 60 
756222,07 61 
756505,7 63 
756521,33 60 
757520,33 61 
758539,1 62 
758621,37 64 
758964,41 121 
759537,2 125 
759606,68 137 
760051,34 65 
760499,28 144 
760500,77 144 
760502,83 144 
762286,33 101 
762287,53 100 
762287,53 51 
762320,11 1
762320,11 1
762320,11 2
762320,11 60 
762855,16 61 
763868,16 62 
764002,95 64 
764354,2 121 
764918,48 125 
765064,5 137 
765433,54 65 
765881,56 144 
765882,94 144 
765884,02 144 
766365,79 101 
766368,02 100 
766368,02 51 
766402,35 1
766402,35 2
766402,35 1
766402,35 60 
766785,79 61 
767800,95 62 
767824,79 64 
768176,98 121 
768747,48 125 
768990,52 137 
769263,61 65 
769713,23 144 
769714,65 144 
769715,62 144 
770831,34 101 
770832,9 100 
770832,9 51 
770867,14 1
770867,14 2
770867,14 1
770867,14 60 
771285,01 111 
771385,74 114 
771433,17 60 
772519,01 61 
773533,5 62 
773550,29 64 
773869,86 121 
774432,8 125 
774948,04 65 
774978,21 137 
775392,96 144 
775394,58 144 
775396,23 144 
777093,33 101 
777094,82 100 
777094,82 51 
777132,43 1
777132,43 1
777132,43 2
777132,43 60 
777381,01 111 
777764,86 114 
777799,13 60 
778067,78 61 
778923,24 63 
778932,01 60 
781831,36 111 
782221,11 114 
782246,36 60 
782374,52 61 
783396,87 62 
783799,78 64 
784130,92 121 
784688,71 125 
785208,44 65 
785664,24 144 
785666,38 144 
785942,42 144 
786137,13 101 
786138,35 100 
786138,35 51 
786178,36 1
786178,36 2
786178,36 2
786178,36 60 
787882,98 61 
788817,82 63 
788829,46 60 
789271,09 111 
789726,08 114 
789777,14 60 
790211,79 61 
791229,17 62 
791690,12 64 
792260,4 121 
792783,1 125 
792980,25 137 
793305,15 65 
793738,57 144 
793740,13 144 
793741,19 144 
794217,36 101 
794218,51 100 
794218,51 51 
794259,14 1
794259,14 2
794259,14 2
794259,14 60 
794523,7 61 
795222,33 63 
795242,49 60 
795567,31 111 
795918,9 114 
795958,27 60 
797222,69 111 
797441,02 114 
797474,65 60 
797793,64 111 
798095,38 114 
798126,59 60 
800311,26 61 
801324,37 62 
807217,1 64 
807570,52 121 
808095,32 125 
808617,3 65 
809074,02 144 
809076,26 144 
809119,56 144 
809546,72 101 
809547,92 100 
809547,92 51 
809604,1 1
809604,1 2
809604,1 2
809604,1 60 
809640,92 61 
810633,73 63 
810653,53 60 
811025,41 111 
811217,9 114 
811253,61 60 
811486,38 61 
812503,49 62 
814668,18 64 
815033,29 121 
815588,03 125 
815878,73 137 
816097,75 65 
816548,13 144 
816550,21 144 
816551,55 144 
817027,98 101 
817029,32 100 
817029,32 51 
817069,14 2
817069,14 2
817069,14 2
817069,14 60 
817107,17 61 
818135,74 62 
820128,11 64 
828143,07 252 
828143,07 101 
828144,85 100 
828144,85 51 
828164,54 2
828164,54 2
828164,54 2
828164,54 60 
832344,23 61 
833229,58 63 
833247,15 60 
833580,03 111 
833711,87 114 
833747,31 60 
834003,55 61 
835015,66 62 
837068,53 64 
837416,34 121 
837934,79 125 
838291,02 137 
838457,5 66 
838906,39 144 
838908,25 144 
838909,5 144 
839385,71 101 
839387 100 
839387 51 
839428,73 1
839428,73 2
839428,73 1
839428,73 60 
864667,63 61 
865553,72 63 
865568,66 60 
865942,27 111 
866057,61 114 
866101,91 60 
866339,49 61 
867352,82 62 
867984,03 64 
868348,33 121 
868905,3 125 
869239,92 137 
869414,3 65 
869863,43 144 
869865,03 144 
869866,67 144 
870342,81 101 
870343,95 100 
870343,95 51 
870384,01 1
870384,01 2
870384,01 2
870384,01 60 
870507,47 61 
871519,21 62 
871738,35 64 
872114,22 121 
872640,33 125 
873118,46 137 
873178,56 65 
873612,19 144 
873614,07 144 
873615,46 144 
874092,19 101 
874093,54 100 
874093,54 51 
874134,08 1
874134,08 2
874134,08 2
874134,08 60 
874442,71 61 
875465,29 62 
875484,55 64 
875850,56 121 
876381,31 125 
876630,69 137 
876895,43 65 
877342,92 144 
877344,55 144 
877346,02 144 
877823,54 101 
877824,66 100 
877824,66 51 
877865,13 1
877865,13 2
877865,13 2
877865,13 60 
878896,43 61 
879913,31 62 
880170,57 64 
880503,12 121 
881022,9 125 
881430,43 137 
881544,89 65 
881992,62 144 
881994,11 144 
881995,1 144 
882471,78 101 
882473,08 100 
882473,08 51 
882514,77 1
882514,77 1
882514,77 1
882514,77 60 
882555,38 61 
883582,55 62 
883743,72 64 
884175,81 121 
884701,79 125 
885048,29 137 
885210,79 65 
885657,88 144 
885659,6 144 
885661,05 144 
886768,71 101 
886770,33 100 
886770,33 51 
886812,13 2
886812,13 2
886812,13 2
886812,13 60 
887255,6 111 
888071,5 114 
888111,3 60 
888518,2 61 
889529,75 62 
889750,04 64 
890076,57 121 
890642,62 125 
