TotalRequired,  300
t_hold_target,  450
T_Hold_Lev,  1000


820531,71 121 
821051,71 125 
821444,86 137 
821561,86 66 
822010,05 144 
822012,16 144 
822013,28 144 
822489,36 101 
822490,51 100 
822490,51 52 
822532,63 1
822532,63 2
822532,63 2
822532,63 60 
827263,45 61 
828278,83 62 
828722,27 64 
829025,01 121 
829550,83 125 
829659,1 137 
830059,39 66 
830521,76 144 
830523,62 144 
830525,03 144 
831061,98 101 
831063,23 100 
831063,23 52 
831113,01 1
831113,01 2
831113,01 2
831113,01 60 
831355,61 61 
831826,15 63 
831844,37 60 
832028,05 61 
832118,06 63 
832128,41 60 
832428,93 111 
832581,21 114 
832628,99 60 
832807,05 61 
833828,2 62 
834412,99 64 
834720,62 123 
835249,3 125 
835519,79 137 
835756,99 66 
836206,47 144 
836208,09 144 
836209,31 144 
836685,64 101 
836686,86 100 
836686,86 52 
836726,67 2
836726,67 1
836726,67 2
836726,67 60 
836759,84 112 
836849,27 114 
836894,51 60 
837190,41 61 
838212,02 62 
838775,98 64 
839137,24 121 
839663,99 125 
839778,68 137 
840173,74 65 
840619,8 144 
840621,62 144 
840622,87 144 
841102,18 101 
841103,33 100 
841103,33 52 
841141,95 1
841141,95 2
841141,95 1
841141,95 60 
841357,3 61 
842374,47 62 
842766,09 64 
843057,92 121 
843605,64 125 
843661,46 137 
844121,72 66 
844570,8 144 
844572,59 144 
844573,79 144 
845050,29 101 
845051,51 100 
845051,51 52 
845091,43 1
845091,43 2
845091,43 2
845091,43 60 
845138,92 61 
846158,48 62 
847567,83 64 
848096,17 121 
848655,01 125 
848854,83 137 
849169,22 66 
849618,79 144 
849620,49 144 
849622,14 144 
850487,84 101 
850491,09 100 
850491,09 52 
850538,91 1
850538,91 2
850538,91 2
850538,91 60 
852173,82 61 
853187,82 62 
853655,39 64 
854298,65 122 
854610,93 124 
861993,44 123 
862541,55 125 
863065,59 66 
863519,16 144 
863520,73 144 
863769 144 
863993,64 101 
863994,8 100 
863994,8 52 
864034,23 1
864034,23 2
864034,23 2
864034,23 60 
864264,4 113 
864654,59 114 
864700,54 60 
864941,16 61 
865952,56 62 
867149,01 64 
867429,53 123 
867954,96 125 
868414,09 137 
868463,25 66 
868912,94 144 
868914,71 144 
868916,33 144 
869391,25 101 
869392,46 100 
869392,46 52 
869432,67 1
869432,67 2
869432,67 2
869432,67 60 
870218,07 61 
871231,49 62 
873238,08 64 
879928,79 121 
880451,15 125 
880746,33 137 
880959,51 66 
881407,67 144 
881409,16 144 
881410,38 144 
883823,58 101 
883825,07 100 
883825,07 52 
883861,35 2
883861,35 1
883861,35 1
883861,35 60 
884181,14 111 
885035,1 114 
885077,42 60 
885492,71 61 
886512,05 62 
891084,41 64 
891414,75 122 
891945,96 125 
892038,46 137 
892454,45 66 
892888,35 144 
892889,78 144 
892891,01 144 
893367,57 101 
893368,73 100 
893368,73 52 
893408,11 1
893408,11 2
893408,11 2
893408,11 60 
893444,15 61 
894475,78 62 
894574,5 64 
894952,71 123 
895493,17 125 
895605,5 137 
896005,25 66 
896453,51 144 
896454,82 144 
896456,1 144 
896929,62 142 
896972,92 101 
896974,03 100 
896974,03 52 
897025,13 2
897025,13 1
897025,13 2
897025,13 60 
897072,3 112 
897451,67 114 
897489,69 60 
897805,81 61 
898821,94 62 
899570,77 64 
899883,78 123 
900411,87 125 
900919,85 66 
901129,02 137 
901367,57 144 
901368,97 144 
901370,09 144 
901847,18 101 
901848,32 100 
901848,32 52 
901888,62 2
901888,62 2
901888,62 2
901888,62 60 
902159,51 112 
902299,8 114 
902338,15 60 
902663,26 61 
903673,37 62 
904329,66 64 
905931,15 121 
906470,86 125 
906696,76 137 
906983,61 66 
907417,93 144 
907419,73 144 
907421,01 144 
907895,86 101 
907897,09 100 
907897,09 52 
907936,5 1
907936,5 2
907936,5 2
907936,5 60 
908190,26 113 
908319,12 114 
908353,93 60 
914844 61 
915116,86 63 
915133,94 60 
922139,23 61 
923149,82 62 
923421,9 64 
923740,9 121 
923914,58 124 
927413,43 122 
927527,86 124 
928187,58 121 
928760,64 125 
928836,38 137 
929278,33 66 
929701,82 144 
929703,99 144 
929705,04 144 
930187,84 101 
930188,94 100 
930188,94 52 
930229,07 1
930229,07 2
930229,07 1
930229,07 60 
930366,03 61 
930775,2 63 
930796,51 60 
931304,36 61 
932313,95 62 
932650,08 64 
932951,55 123 
933469,36 125 
933899,54 137 
933991,91 65 
934440,99 144 
934442,5 144 
934443,87 144 
934920,5 101 
934921,72 100 
934921,72 52 
934961,08 1
934961,08 2
934961,08 2
934961,08 60 
934998,29 61 
936031,02 62 
936282,44 64 
936565,39 123 
937082,58 125 
937477,4 137 
937590,71 66 
938060,69 144 
938062,98 144 
938064,45 144 
940007,7 101 
940009,1 100 
940009,1 52 
940042,82 1
940042,82 2
940042,82 1
940042,82 60 
940309,9 111 
940810,18 114 
940858,86 60 
941219,56 61 
942243,48 62 
942405,22 64 
942740,69 123 
943261,7 125 
943773,02 65 
944227,86 144 
944230,07 144 
944377,54 144 
944700,37 101 
944701,69 100 
944701,69 52 
944742,11 1
944742,11 2
944742,11 2
944742,11 60 
944772,02 61 
945791,73 62 
945893,54 64 
946209,51 123 
946750,64 125 
947270,9 66 
947675,3 144 
947676,62 144 
947806,26 144 
948166,32 101 
948167,65 100 
948167,65 52 
948206,72 1
948206,72 2
948206,72 2
948206,72 60 
948554,08 61 
949572,86 62 
949897,5 64 
950174,76 123 
950694,34 125 
950983,25 137 
951202,17 66 
951665,98 144 
951667,66 144 
951669,08 144 
954040,98 101 
954042,54 100 
954042,54 52 
954088,04 1
954088,04 1
954088,04 2
954088,04 60 
954445,54 113 
954985,25 114 
955005,47 60 
956962,08 61 
957972,39 62 
958741,34 64 
959020,09 121 
959570,65 125 
959843,15 137 
960082,33 65 
960531,12 144 
960532,74 144 
960534,46 144 
961011,14 101 
961012,42 100 
961012,42 52 
961052,45 1
961052,45 2
961052,45 2
961052,45 60 
961177,09 61 
962187,82 62 
962324,05 64 
962666,97 121 
963174,38 124 
964461,97 121 
964990,21 125 
965466,44 137 
965530,11 66 
965945,98 144 
965947,86 144 
965949,12 144 
966427 101 
966428,16 100 
966428,16 52 
966468,71 1
966468,71 2
966468,71 1
966468,71 60 
966507,54 111 
967325,29 114 
967350,04 60 
967607,86 61 
968617,91 62 
969303,78 64 
969617,07 121 
970138,62 125 
970648,05 66 
970682,71 137 
971096,67 144 
971098,43 144 
971100,07 144 
971575,33 101 
971576,57 100 
971576,57 52 
971615,97 2
971615,97 1
971615,97 2
971615,97 60 
979297,3 61 
980312,51 62 
980959,59 64 
981286,34 122 
981848,16 125 
981941,72 137 
982358,5 66 
982790,25 144 
982792,04 144 
982793,38 144 
983269,59 101 
983270,77 100 
983270,77 52 
983312,22 1
983312,22 2
983312,22 2
983312,22 60 
983922,02 61 
984944,44 62 
985818,49 64 
990491,32 121 
991045,26 125 
991327,62 137 
991558,05 66 
991980,08 144 
991983,91 144 
991985,66 144 
994691,37 101 
994692,99 100 
994692,99 52 
994742,43 1
994742,43 2
994742,43 2
994742,43 60 
994928,1 113 
995279,43 114 
995324,33 60 
995515,99 61 
996525,86 62 
996929,34 64 
997369,91 121 
997895,45 125 
998082,22 137 
998402,72 66 
998888,47 144 
998890,05 144 
998891,97 144 
999348,87 101 
999350,06 100 
999350,06 52 
999389,61 2
999389,61 2
999389,61 2
999389,61 60 
999452,39 113 
999941,34 114 
999989,3 60 
1000270,03 61 
1001288,02 62 
1002149,95 64 
1002428,1 123 
1002960,38 125 
1003200,79 137 
1003469,3 66 
1003916,7 144 
1003918,22 144 
1003919,08 144 
1004397,71 101 
1004398,94 100 
1004398,94 52 
1004438,98 1
1004438,98 2
1004438,98 2
1004438,98 60 
1005466,55 61 
1006486,47 62 
1006620,38 64 
1007387,42 123 
1007909,54 125 
1008401,99 137 
1008452,21 66 
1008849,52 144 
1008851,11 144 
1008852,25 144 
1009329,15 101 
1009330,33 100 
1009330,33 52 
1009369,65 1
1009369,65 2
1009369,65 2
1009369,65 60 
1011718,71 111 
1011806,11 114 
1011852,38 60 
1012976,54 61 
1013987,05 62 
1019036,29 64 
1023993,25 252 
1023993,25 101 
1023995,08 100 
1023995,08 52 
1024015 1
1024015 2
1024015 2
1024015 60 
1032318,41 61 
1033327,93 62 
1034710,5 64 
1041458,74 121 
1041984,46 125 
1042057,95 137 
1042505,32 66 
1042953,94 144 
1042955,78 144 
1042957,05 144 
1044520,99 101 
1044522,63 100 
1044522,63 52 
1044558,75 1
1044558,75 1
1044558,75 1
1044558,75 60 
1046572,77 61 
1047590,68 62 
1047939,69 64 
1048650,44 122 
1048950,96 124 
1051663,77 123 
1052180,79 125 
1052516,51 137 
1052702,24 65 
1053150,87 144 
1053152,29 144 
1053153,23 144 
1053630,83 101 
1053632,06 100 
1053632,06 52 
1053671,65 1
1053671,65 2
1053671,65 2
1053671,65 60 
1053705,37 61 
1054720,73 62 
1054932,43 64 
1055269,02 123 
1055807,4 125 
1056090,13 137 
1056318,39 66 
1056741,77 144 
1056743,54 144 
1056745,14 144 
1057231,56 101 
1057232,86 100 
1057232,86 52 
1057271,41 2
1057271,41 2
1057271,41 2
1057271,41 60 
1057312,49 61 
1058336,45 62 
1058693,92 64 
1058990,69 123 
1059523,33 125 
1060035,06 66 
1060169,73 137 
1060483,22 144 
1060485,71 144 
1060486,76 144 
1060962,33 101 
1060963,44 100 
1060963,44 52 
1061002,68 1
1061002,68 2
1061002,68 1
1061002,68 60 
1061061,98 111 
1061617,3 114 
1061652,44 60 
1061892,18 61 
1062904,34 62 
1063154,01 64 
1063499,4 121 
1064053,72 125 
1064305,33 137 
1064565,29 66 
1065013,24 144 
1065014,81 144 
1065015,88 144 
1065494,59 101 
1065495,77 100 
1065495,77 52 
1065535,61 1
1065535,61 1
1065535,61 2
1065535,61 60 
1066097,22 61 
1067117,32 62 
1068692,38 64 
1069071,03 123 
1069589,85 125 
1069886,41 137 
1070112,15 66 
1070562,23 144 
1070564,01 144 
1070565,39 144 
1071040,8 101 
1071042,04 100 
1071042,04 52 
1071082,75 1
1071082,75 2
1071082,75 2
1071082,75 60 
1071473,22 112 
1071626,18 114 
1071682,3 60 
1072341,02 61 
1073350,65 62 
1073475,97 64 
1073943,87 121 
1074471,7 125 
1074794,86 137 
1074980,05 66 
1075426,36 144 
1075428,15 144 
1075429,43 144 
1075905,88 101 
1075907,24 100 
1075907,24 52 
1075947,96 1
1075947,96 2
1075947,96 2
1075947,96 60 
1077917,92 61 
1077931,26 63 
1077947 60 
1078382,94 111 
1078472,46 114 
1078513,48 60 
1081501,03 61 
1081520,4 63 
1081530,09 60 
1084395,85 61 
1085410,46 62 
1085705,47 64 
1086084,43 121 
1086608,87 125 
1087028,18 137 
1087124,84 66 
1087573,35 144 
1087574,77 144 
1087575,81 144 
1088052,7 101 
1088053,85 100 
1088053,85 52 
1088094,06 2
1088094,06 2
1088094,06 2
1088094,06 60 
1088161,06 113 
1088586,27 114 
1088626,82 60 
1088835,26 61 
1089846,55 62 
1090437,64 64 
1090769,14 123 
1091300,49 125 
1091677,67 137 
1091823,65 66 
1092247,9 144 
1092249,53 144 
1092250,72 144 
1092734,13 101 
1092735,37 100 
1092735,37 52 
1092775,76 1
1092775,76 2
1092775,76 2
1092775,76 60 
1092815,92 112 
1093262,28 114 
1093291,83 60 
1093597,85 61 
1094609,47 62 
1095882,14 64 
1096219,4 123 
1096747,47 125 
1097255,34 66 
1097283,88 137 
1097702,85 144 
1097704,31 144 
1097705,74 144 
1098181,85 101 
1098183,09 100 
1098183,09 52 
1098223,87 1
1098223,87 1
1098223,87 1
1098223,87 60 
1098283,48 111 
1098885,89 114 
1098923,37 60 
1099056,7 61 
1099953,81 63 
1099972,99 60 
1100222,92 111 
1100310,73 114 
1100356,42 60 
1101158,53 111 
1101372,74 114 
1101405,94 60 
1106426,29 111 
1106938,99 114 
1106970,57 60 
1107604,58 61 
1108620,66 62 
1108637,25 64 
1109079,81 123 
1109579,79 125 
1110100,87 65 
1110286,32 137 
1110549,06 144 
1110550,61 144 
1110551,69 144 
1111028,73 101 
1111029,93 100 
1111029,93 52 
1111069,46 1
1111069,46 2
1111069,46 2
1111069,46 60 
1111575,05 61 
1112584,53 62 
1112634,9 64 
1113008,41 123 
1113524,2 125 
1114032,98 66 
1114052,05 137 
1114480,79 144 
1114482,45 144 
1114483,9 144 
1114959,97 101 
1114961,19 100 
1114961,19 52 
1115002,8 1
1115002,8 2
1115002,8 2
1115002,8 60 
1115067,85 61 
1116083,95 62 
1116453,93 64 
1116733,41 123 
1117256,12 125 
1117751,9 137 
1117814,25 66 
1118228,91 144 
1118230,57 144 
1118231,83 144 
1118709,89 101 
1118711,19 100 
1118711,19 52 
1118751,59 2
1118751,59 2
1118751,59 2
1118751,59 60 
1119651,53 61 
1120666,47 62 
1123117,45 64 
1123617,1 123 
1124139,56 125 
1124209,56 137 
1124662,25 66 
1125110,43 144 
1125112,11 144 
1125113,55 144 
1127535,11 101 
1127536,7 100 
1127536,7 52 
1127581,73 2
1127581,73 1
1127581,73 2
1127581,73 60 
1132808,58 61 
1133828,47 62 
1134618,08 64 
1140503,85 121 
1141034,93 125 
1141522,72 137 
1141594,83 65 
1142004,56 144 
1142006,39 144 
1142007,99 144 
1142484,33 101 
1142485,49 100 
1142485,49 52 
1142525,88 2
1142525,88 2
1142525,88 2
1142525,88 60 
1142882,22 61 
1143894,1 62 
1143950,31 64 
1144345,58 121 
1144864,8 125 
1145192,68 137 
1145372,22 66 
1145807,19 101 
1145845,18 8
1145845,18 51 
1145916,41 100 
1145916,41 51 
1145941,45 1
1145941,45 1
1145941,45 2
1145941,45 60 
1146361 61 
1147374,69 62 
1147803 64 
1148112,93 121 
1148660,74 125 
1148789,74 137 
1149169,84 65 
1149602,92 144 
1149604,6 144 
1149605,92 144 
1150084,01 101 
1150085,19 100 
1150085,19 51 
1150123,42 1
1150123,42 2
1150123,42 2
1150123,42 60 
1150257,92 61 
1151273,45 62 
1151545,62 64 
1152184,94 121 
1152527,79 124 
1155399,15 121 
1155928,73 125 
1156302,57 137 
1156452,55 65 
1156882,73 144 
1156884,17 144 
1156885,17 144 
1157365,18 101 
1157366,33 100 
1157366,33 51 
1157404,4 1
1157404,4 2
1157404,4 2
1157404,4 60 
1157605,51 61 
1158621,15 62 
1158650,43 64 
1158991,95 121 
1159550,06 125 
1159676,18 137 
1160067,17 65 
1160516,67 144 
1160518,41 144 
1160519,88 144 
1160995,81 101 
1160997,01 100 
1160997,01 51 
1161036,37 1
1161036,37 2
1161036,37 1
1161036,37 60 
1161164,32 61 
1162185,08 62 
1162282,06 64 
1162664,73 121 
1163224,55 125 
1163292,54 137 
1163734,31 65 
1164197,48 144 
1164198,84 144 
1164199,71 144 
1164677,08 101 
1164678,31 100 
1164678,31 51 
1164718,49 1
1164718,49 2
1164718,49 2
1164718,49 60 
1165087,34 111 
1165191,14 114 
1165234,91 60 
1165508,39 61 
1166519,88 62 
1166875,79 64 
1167148,52 121 
1167674,74 125 
1167962,56 137 
1168197,26 65 
1168646,7 144 
1168648,37 144 
1168649,88 144 
1169126,12 101 
1169127,42 100 
1169127,42 51 
1169167,12 1
1169167,12 2
1169167,12 2
1169167,12 60 
1169306,24 61 
1170275,15 63 
1170284,67 60 
1171015,76 111 
1171377,04 114 
1171417,22 60 
1171944,68 61 
1172965,93 62 
1176083,79 64 
1176364,39 121 
1176889,14 125 
1177351,57 137 
1177413,3 65 
1177859,93 144 
1177861,71 144 
1177863,26 144 
1178339,32 101 
1178340,47 100 
1178340,47 51 
1178380,76 1
1178380,76 2
1178380,76 2
1178380,76 60 
1178432,48 61 
1179448,25 63 
1179463,54 60 
1179838,76 111 
1180013 114 
1180046,82 60 
1180274,35 61 
1181296,24 62 
1181555,26 64 
1181848,08 121 
1182339,72 125 
1182730,21 137 
1182859,54 65 
1183292,25 144 
1183293,78 144 
1183294,65 144 
1184177,05 101 
1184178,55 100 
1184178,55 51 
1184228,86 1
1184228,86 2
1184228,86 1
1184228,86 60 
1184687,4 61 
1185695,54 62 
1187329,55 64 
1187614,99 121 
1188165,03 125 
1188490,34 137 
1188676,87 65 
1189123,2 144 
1189124,64 144 
1189125,6 144 
1189602,32 101 
1189603,53 100 
1189603,53 51 
1189644,8 2
1189644,8 1
1189644,8 2
1189644,8 60 
1189785,05 61 
1190796,2 62 
1190997,17 64 
1191317,83 121 
1191878,15 125 
1192073,55 137 
1192389,01 66 
1192840,01 144 
1192841,38 144 
1192842,58 144 
1194469,14 101 
1194470,63 100 
1194470,63 51 
1194508,67 2
1194508,67 2
1194508,67 2
1194508,67 60 
1194813,35 111 
1195168 114 
1195208,28 60 
1195506,33 61 
1196524,65 62 
1197426,03 64 
1197739,64 121 
1198273,7 125 
1198737,98 137 
1198803,05 66 
1199236,19 144 
1199237,72 144 
1199238,81 144 
1199715,66 101 
1199716,91 100 
1199716,91 51 
1199757,07 1
1199757,07 1
1199757,07 2
1199757,07 60 
1199880,71 61 
1200893,46 62 
1201217,92 64 
1201502,58 121 
1202071,74 125 
1202244,8 137 
1202586,3 65 
1203018,65 144 
1203020,45 144 
1203021,99 144 
1203497,63 101 
1203498,82 100 
1203498,82 51 
1203539,04 2
1203539,04 2
1203539,04 2
1203539,04 60 
1203655,27 61 
1204672,01 62 
1204753,57 64 
1205084,6 121 
1205645,69 125 
1206054,07 137 
1206168,37 66 
1206600,43 144 
1206601,85 144 
1206602,98 144 
1207079,3 101 
1207080,53 100 
1207080,53 51 
1207121,78 2
1207121,78 2
1207121,78 1
1207121,78 60 
1207177,59 111 
1207576,38 114 
1207621,16 60 
1208127,8 61 
1209137,62 62 
1209996,1 64 
1210284,14 121 
1210847,74 125 
1211113,14 137 
1211367,65 66 
1211815,47 144 
1211817,19 144 
1211818,34 144 
1213645,27 101 
1213648,3 100 
1213648,3 51 
1213685,92 1
1213685,92 2
1213685,92 2
1213685,92 60 
1213959,59 111 
1214547,06 114 
1214585,3 60 
1214836,29 61 
1215852,42 62 
1215882,24 64 
1216209,85 121 
1216740,84 125 
1217150,56 137 
1217249,48 65 
1217680,05 144 
1217681,61 144 
1217684,66 144 
1218489,31 101 
1218491,4 100 
1218491,4 51 
1218534,17 1
1218534,17 1
1218534,17 2
1218534,17 60 
1218944,64 61 
1219877,33 63 
1219901,1 60 
1220193,61 111 
1220414 114 
1220450,17 60 
1220616,92 61 
1221632,72 62 
1222269,7 64 
1222536,6 121 
1223089,98 125 
1223353,77 137 
1223613,17 65 
1224063,01 144 
1224064,56 144 
1224066,13 144 
1224818,75 101 
1224820,11 100 
1224820,11 51 
1224865,5 1
1224865,5 2
1224865,5 2
1224865,5 60 
1225380,52 61 
1226398,61 62 
1226555,68 64 
1226858,93 121 
1227411,6 125 
1227704,35 137 
1227927,67 65 
1228359,69 144 
1228361,14 144 
1228362,54 144 
1228841,43 101 
1228842,73 100 
1228842,73 51 
1228880,82 1
1228880,82 2
1228880,82 2
1228880,82 60 
1229121,6 61 
1230132,33 62 
1230467,91 64 
1230722,64 121 
1231254,9 125 
1231596,54 137 
1231776,78 65 
1232210,01 144 
1232211,52 144 
1232212,73 144 
1233723,26 101 
1233724,74 100 
1233724,74 51 
1233779,17 1
1233779,17 2
1233779,17 1
1233779,17 60 
1234009,42 111 
1234314,64 114 
1234362,03 60 
1236508,41 111 
1236893,67 114 
1236929,44 60 
1236963,37 61 
1237977,44 62 
1238230,41 64 
1238519,18 121 
1239084,44 125 
1239124,76 137 
1239607,47 65 
1240055,07 144 
1240056,37 144 
1240057,68 144 
1240536,53 101 
1240537,8 100 
1240537,8 51 
1240576,84 1
1240576,84 2
1240576,84 2
1240576,84 60 
1240851,85 61 
1241784,64 63 
1241795,89 60 
1242168,71 111 
1242346,81 114 
1242392,76 60 
1242546,65 61 
1243560,37 62 
1243730,09 64 
1244053,25 121 
1244552,05 125 
1244912,49 137 
1245072,38 65 
1245502,75 144 
1245504,53 144 
1245505,94 144 
1246129,58 101 
1246130,7 100 
1246130,7 51 
1246175,17 1
1246175,17 2
1246175,17 2
1246175,17 60 
1246475,71 61 
1247438,6 63 
1247457,79 60 
1247757,58 111 
1248137,4 114 
1248175,22 60 
1248364,55 61 
1249374,14 62 
1250053,92 64 
1250383,25 121 
1250913,86 125 
1251392,23 137 
1251450,69 65 
1251885,9 144 
1251887,65 144 
1251889,05 144 
1252365,66 101 
1252366,95 100 
1252366,95 51 
1252406,25 1
1252406,25 1
1252406,25 2
1252406,25 60 
1252647,76 61 
1253658,74 62 
1253970,95 64 
1254268,96 121 
1254795,52 125 
1255193,03 137 
1255319,37 65 
1255768,28 144 
1255769,79 144 
1255770,84 144 
1256247,31 101 
1256248,5 100 
1256248,5 51 
1256288,29 1
1256288,29 2
1256288,29 2
1256288,29 60 
1256566,24 61 
1257464 63 
1257473,28 60 
1257792,65 111 
1257982,09 114 
1258020,9 60 
1258167,06 61 
1259187,01 62 
1259323,87 64 
1259678,97 121 
1260236,26 125 
1260620,54 137 
1260751,71 65 
1261198,43 144 
1261200,1 144 
1261201,18 144 
1261678,07 101 
1261679,25 100 
1261679,25 51 
1261719,79 2
1261719,79 2
1261719,79 1
1261719,79 60 
1261882,61 61 
1262903,15 62 
1263123,65 64 
1263423,42 121 
1263955,43 125 
1264465,93 66 
1264470,71 137 
1264896,42 144 
1264898,04 144 
1264899,55 144 
1265378,11 101 
1265379,23 100 
1265379,23 51 
1265418,7 1
1265418,7 2
1265418,7 1
1265418,7 60 
1265477,03 61 
1266502,11 62 
1268243,25 64 
1268540 121 
1269085,88 125 
1269598,81 65 
1269617,16 137 
1270046,12 144 
1270047,74 144 
1270048,87 144 
1270525,6 101 
1270526,78 100 
1270526,78 51 
1270567,42 1
1270567,42 2
1270567,42 2
1270567,42 60 
1270741,38 61 
1271750,37 62 
1271884,33 64 
1272234,52 121 
1272787,63 125 
1273042,28 137 
1273295,53 65 
1273728,05 144 
1273729,65 144 
1273731,18 144 
1274207,45 101 
1274208,67 100 
1274208,67 51 
1274249,03 1
1274249,03 1
1274249,03 2
1274249,03 60 
1274343,72 61 
1275364,59 62 
1275445 64 
1275773,8 121 
1276330,59 125 
1276541,76 137 
1276845,57 65 
1277277,05 144 
1277278,5 144 
1277279,72 144 
1277756,89 101 
1277758,16 100 
1277758,16 51 
1277797,9 2
1277797,9 2
1277797,9 2
1277797,9 60 
1277918,53 61 
1278932,06 62 
1279104,93 64 
1279408,59 121 
1279934,65 125 
1280316,16 137 
1280444,15 66 
1280869,53 144 
1280871,76 144 
1280873,5 144 
1282617,7 101 
1282619,37 100 
1282619,37 51 
1282662,99 1
1282662,99 2
1282662,99 2
1282662,99 60 
1282928,52 111 
1283191,86 114 
1283229,58 60 
1283505,22 61 
1284514,63 62 
1284529,31 64 
1284849,88 121 
1285401,99 125 
1285805,48 137 
1285909,24 65 
1286357,86 144 
1286359,51 144 
1286360,86 144 
1286837,21 101 
1286838,37 100 
1286838,37 51 
1286878,32 1
1286878,32 2
1286878,32 2
1286878,32 60 
1287114 61 
1288129,61 62 
1288196,49 64 
1288501,07 121 
1289075,61 125 
1289458,08 137 
1289592,36 65 
1290041,16 144 
1290043,1 144 
1290044,19 144 
1290600,5 101 
1290601,98 100 
1290601,98 51 
1290643,72 1
1290643,72 2
1290643,72 2
1290643,72 60 
1294716,13 61 
1294771,29 63 
1294792,19 60 
1297118,24 61 
1298141,15 62 
1298301,12 64 
1298623,18 121 
1299146,82 125 
1299414,54 137 
1299655,56 65 
1300119,01 144 
1300120,34 144 
1300122,12 144 
1300582,8 101 
1300584,02 100 
1300584,02 51 
1300623,81 1
1300623,81 2
1300623,81 2
1300623,81 60 
1300819,58 61 
1301843,04 62 
1301957,95 64 
1302340,4 121 
1302905,09 125 
1303180,28 137 
1303419,1 65 
1303851,63 144 
1303853,03 144 
1303854,84 144 
1304330,68 101 
1304331,89 100 
1304331,89 51 
1304372,77 1
1304372,77 2
1304372,77 2
1304372,77 60 
1304407,27 61 
1305422,41 62 
1305783,82 64 
1306068,19 121 
1306594,18 125 
1306839,6 137 
1307102,05 65 
1307551,71 144 
1307553,7 144 
1307555,41 144 
1308030,44 101 
1308031,63 100 
1308031,63 51 
1308072,75 1
1308072,75 2
1308072,75 2
1308072,75 60 
1308203,28 61 
1309220,67 62 
1309283,03 64 
1309650,03 121 
1310177,87 125 
1310208,49 137 
1310699,76 65 
1311148,69 144 
1311150,16 144 
1311152,04 144 
1311628,35 101 
1311629,49 100 
1311629,49 51 
1311670 1
1311670 2
1311670 2
1311670 60 
1311993,27 61 
1312972,68 63 
1312986,21 60 
1313274,2 111 
1313541,5 114 
1313587,5 60 
1313809,76 61 
1314819,2 62 
1315133,63 64 
1315431,74 121 
1315985,72 125 
1316462,34 137 
1316531,08 65 
1316947,08 144 
1316949,86 144 
1316951,47 144 
1317426,62 101 
1317427,74 100 
1317427,74 51 
1317469,47 1
1317469,47 1
1317469,47 2
1317469,47 60 
1317641,44 61 
1318651,56 62 
1318778,33 64 
1319101,71 121 
1319625,58 125 
1319753,62 137 
1320148,43 65 
1320596,52 144 
1320598,23 144 
1320599,92 144 
1321075 101 
1321076,33 100 
1321076,33 51 
1321116,92 2
1321116,92 2
1321116,92 1
1321116,92 60 
1321394,69 61 
1322417,16 62 
1322786,45 64 
1323131,52 121 
1323678,55 125 
1323867,56 137 
1324197,07 66 
1324644,78 144 
1324646,47 144 
1324648,12 144 
1325101,05 141 
1325147,46 101 
1325148,62 100 
1325148,62 51 
1325199,01 1
1325199,01 2
1325199,01 2
1325199,01 60 
1325259,1 111 
1326016,15 114 
1326050,11 60 
1327087,14 61 
1328098,83 62 
1328459,68 64 
1328777,24 121 
1329304,97 125 
1329828,83 65 
1329873,51 137 
1330276,66 144 
1330278,44 144 
1330279,75 144 
1330755,39 101 
1330756,59 100 
1330756,59 51 
1330797,09 1
1330797,09 1
1330797,09 1
1330797,09 60 
1330873,66 61 
1331896,7 62 
1332081,31 64 
1332398,55 121 
1332961,4 125 
1333468,6 137 
1333525,81 65 
1333923,81 144 
1333925,61 144 
1333926,8 144 
1334404,56 101 
1334405,67 100 
1334405,67 51 
1334445,95 1
1334445,95 1
1334445,95 2
1334445,95 60 
1334703,34 61 
1334714,1 63 
1334730,29 60 
1334862,32 61 
1335878,23 62 
1336262,41 64 
1336596,1 121 
1337160,79 125 
1337383,97 137 
1337675,18 65 
1338123,69 144 
1338125,81 144 
1338127,81 144 
1338603,15 101 
1338604,38 100 
1338604,38 51 
1338644,82 2
1338644,82 1
1338644,82 2
1338644,82 60 
1338754,63 61 
1339778,12 62 
1339964,38 64 
1340298,12 121 
1340842,53 125 
1341081,39 137 
1341356,68 66 
1341804,16 144 
1341805,45 144 
1341806,35 144 
1342285,86 101 
1342287,65 100 
1342287,65 51 
1342327,94 2
1342327,94 2
1342327,94 2
1342327,94 60 
1342366,55 61 
1343394,3 62 
1343699,07 64 
1343993,47 121 
1344528,61 125 
1344859,72 137 
1345040,24 66 
1345474,5 101 
1345515,92 8
1345515,92 53 
1345581,03 100 
1345581,03 53 
1345593,42 2
1345593,42 1
1345593,42 2
1345593,42 60 
1345599,84 61 
1345708,26 63 
1345725,66 60 
1345945,06 61 
1346959,64 62 
1347539,51 64 
1347860,48 121 
1348423,7 125 
1348939,46 66 
1349010,1 137 
1349387,29 144 
1349388,57 144 
1349389,62 144 
1349865,55 101 
1349866,7 100 
1349866,7 53 
1349907,47 2
1349907,47 2
1349907,47 2
1349907,47 60 
1349940,55 61 
1350957,32 62 
1351297,56 64 
1351677,95 121 
1352237,6 125 
1352529,66 137 
1352753,32 66 
1353202,3 144 
1353203,92 144 
1353205,01 144 
1354757,81 101 
1354759,35 100 
1354759,35 53 
1354805,86 1
