TotalRequired,  100
t_hold_target,  450
T_Hold_Lev,  1000


1733188,02 122 
1733736,83 125 
1734228,44 137 
1734297,6 65 
1734794,79 144 
1734796,27 144 
1734797,44 144 
1735274,46 101 
1735275,66 100 
1735275,66 52 
1735315,73 1
1735315,73 2
1735315,73 2
1735315,73 60 
1735370,98 61 
1736382,12 62 
1736724,19 64 
1737026,59 122 
1737600,27 125 
1738002,93 137 
1738113,84 65 
1738660,41 144 
1738661,99 144 
1738663,43 144 
1738682,52 143 
1738794,78 144 
1738796,35 144 
1738798,02 144 
1739140,93 101 
1739142,15 100 
1739142,15 52 
1739181,15 1
1739181,15 2
1739181,15 2
1739181,15 60 
1739339,48 61 
1740348,73 62 
1740559,71 64 
1740906,89 122 
1741438,35 125 
1741959,1 65 
1742515,4 144 
1742517,02 144 
1742760,76 144 
1742988,08 101 
1742989,25 100 
1742989,25 52 
1743029,71 1
1743029,71 2
1743029,71 2
1743029,71 60 
1743317,11 61 
1744329,97 62 
1744510,14 64 
1744851,26 122 
1745370,8 125 
1745891,81 65 
1746028,7 137 
1746455,91 144 
1746457,67 144 
1746459,02 144 
1746481,86 143 
1746597,2 144 
1746599,39 144 
1746602,93 144 
1746919,72 101 
1746921,04 100 
1746921,04 52 
1746961,69 2
1746961,69 2
1746961,69 2
1746961,69 60 
1747074,85 61 
1748094,16 62 
1748548,32 64 
1748938,76 122 
1749468,54 125 
1749989,83 66 
1750104,61 137 
1750539,11 144 
1750540,56 144 
1750541,47 144 
1755801,27 101 
1755802,71 100 
1755802,71 52 
1755842,2 2
1755842,2 1
1755842,2 2
1755842,2 60 
1756285,88 112 
1756365,92 114 
1756408,42 60 
1756701,29 61 
1757391,32 63 
1757408,6 60 
1758104,61 111 
1760646,67 114 
1760690,19 60 
1761240,98 61 
1762258,29 62 
1764914,1 64 
1765299,3 122 
1765858,02 125 
1765929,69 137 
1766369,48 66 
1766917,37 144 
1766918,85 144 
1766919,86 144 
1771611,74 101 
1771613,45 100 
1771613,45 52 
1771654,71 2
1771654,71 1
1771654,71 2
1771654,71 60 
1772276,83 61 
1773286,87 62 
1774314,91 64 
1781865,53 121 
1782389,83 125 
1782898,21 66 
1783432,02 101 
1783488,89 8
1783488,89 53 
1783551,13 100 
1783551,13 53 
1783566,43 1
1783566,43 2
1783566,43 2
1783566,43 60 
1783572,42 111 
1784856,69 114 
1784898,97 60 
1786303,47 111 
1787184,27 114 
1787231,97 60 
1787242,95 112 
1787338,19 114 
1787381,64 60 
1806726,17 111 
1806814,8 114 
1806843,04 60 
1806947,45 111 
1808258,65 114 
1808292,63 60 
1809379,31 112 
1809462,68 114 
1809490,99 60 
1911129,33 111 
1912955,8 114 
1912992,96 60 
1913377,28 61 
1914388,91 62 
1915680,96 64 
1916128,25 121 
1916647,97 125 
1917170,18 66 
1917672,06 144 
1917674,12 144 
1917978,92 144 
1918164,46 101 
1918165,77 100 
1918165,77 53 
1918206,44 1
1918206,44 2
1918206,44 2
1918206,44 60 
1918427,12 61 
1919438,57 62 
1920393,22 64 
1920849,09 123 
1921407,43 125 
1921916,81 65 
1922473,72 144 
1922475,68 144 
1922669,44 144 
1922946,66 101 
1922947,88 100 
1922947,88 53 
1922987,66 1
1922987,66 2
1922987,66 1
1922987,66 60 
1923329 61 
1924338,54 62 
1924893,31 64 
1925249,23 123 
1925776,7 125 
1926164,08 137 
1926300,21 65 
1926849,43 144 
1926851,22 144 
1926852,47 144 
1927328,44 101 
1927329,57 100 
1927329,57 53 
1927368,9 2
1927368,9 2
1927368,9 2
1927368,9 60 
1927436,8 61 
1928451,23 62 
1929600,28 64 
1930071,93 123 
1930594,51 125 
1931052,02 137 
1931115,26 66 
1931678,95 144 
1931680,81 144 
1931681,85 144 
1933814,28 101 
1933815,72 100 
1933815,72 53 
1933850,79 2
1933850,79 1
1933850,79 2
1933850,79 60 
1934611,1 61 
1935634,22 62 
1937330,04 64 
1937780,48 123 
1938306,67 125 
1938827,96 66 
1939019,92 137 
1939378,87 144 
1939380,56 144 
1939382,19 144 
1939856,11 101 
1939857,26 100 
1939857,26 53 
1939897,98 1
1939897,98 2
1939897,98 2
1939897,98 60 
1939941,44 61 
1940965,88 62 
1948012,21 64 
1948553,85 121 
1949112,14 125 
1949625,8 66 
1950182,74 144 
1950184,36 144 
1950186,24 144 
1950652,6 101 
1950653,97 100 
1950653,97 53 
1950694,6 1
1950694,6 2
1950694,6 2
1950694,6 60 
2014454,12 61 
2015472,58 62 
2015692,46 64 
2016132,36 121 
2016662,41 125 
2016987,55 137 
2017168,82 66 
2017719,18 144 
2017720,79 144 
2017721,95 144 
2020042,24 101 
2020043,55 100 
2020043,55 53 
2020088,32 1
2020088,32 2
2020088,32 1
2020088,32 60 
2020789,08 61 
2021804,09 62 
2024263,13 64 
2024732,07 121 
2025261,97 125 
2025720,96 137 
2025785,15 65 
2026333,94 144 
2026335,37 144 
2026336,27 144 
2026812,71 101 
2026814 100 
2026814 53 
2026853,83 1
2026853,83 1
2026853,83 2
2026853,83 60 
2027197,54 61 
2028218,93 62 
2028406,17 64 
2028858,85 121 
2029420,12 125 
2029762,62 137 
2029932,98 66 
2030482,32 144 
2030484,5 144 
2030486,49 144 
2032961,58 101 
2032963,27 100 
2032963,27 53 
2033000,92 1
2033000,92 2
2033000,92 2
2033000,92 60 
2033403,86 111 
2034734,93 114 
2034750,01 60 
2035077,51 61 
2036099,84 62 
2038827,95 64 
2046108,49 252 
2046108,49 101 
2046111,08 100 
2046111,08 53 
2046129,71 1
2046129,71 2
2046129,71 2
2046129,71 60 
2102616,09 61 
2103628,51 62 
2104521,11 64 
2105064,47 122 
2105584,54 125 
2105926,91 137 
2106106,16 66 
2106655,27 144 
2106657,17 144 
2106658,11 144 
2109836,65 101 
2109838,2 100 
2109838,2 53 
2109875,61 2
2109875,61 2
2109875,61 2
2109875,61 60 
2110669,98 61 
2111691,82 62 
2112671,52 64 
2121700,05 252 
2121700,05 101 
2121702,04 100 
2121702,04 53 
2121721,4 2
2121721,4 2
2121721,4 2
2121721,4 60 
2161909 61 
2162924,08 62 
2163598,22 64 
2164063,63 121 
2164582,78 125 
2165104,53 66 
2165660,32 144 
2165662,59 144 
2165926,43 144 
2166133,15 101 
2166134,41 100 
2166134,41 53 
2166173,97 1
2166173,97 1
2166173,97 2
2166173,97 60 
2166306,94 61 
2167323,93 62 
2172476,13 64 
2177330,65 252 
2177330,65 101 
2177333,45 100 
2177333,45 53 
2177353,85 1
2177353,85 1
2177353,85 2
2177353,85 60 
2206715,39 111 
2206785,87 114 
2206810,34 60 
2208182,8 112 
2208276,51 114 
2208310,02 60 
2208562,16 61 
2209575,63 62 
2222352,92 64 
2222354,75 252 
2222354,75 101 
2222357,19 100 
2222357,19 53 
2222371,56 1
2222371,56 1
2222371,56 2
2222371,56 60 
2222900,91 111 
2223362,11 114 
2223404,88 60 
2278783,12 61 
2279803,01 62 
2280328,04 64 
2280738,75 121 
2281260,36 125 
2281712,09 137 
2281783,09 66 
2282330,81 144 
2282333,23 144 
2282334,68 144 
2282810,4 101 
2282811,55 100 
2282811,55 53 
2282851,74 1
2282851,74 2
2282851,74 2
2282851,74 60 
2282970,8 61 
2283985,2 62 
2285923,89 64 
2286426,3 122 
2286958,32 125 
2287215,79 137 
2287479,91 66 
2288013 144 
2288014,79 144 
2288016,26 144 
2288492,99 101 
2288494,15 100 
2288494,15 53 
2288533,4 1
2288533,4 2
2288533,4 2
2288533,4 60 
2288613,29 61 
2289632,75 62 
2290094,2 64 
2290574,53 123 
2291105,85 125 
2291578 137 
2291652,83 65 
2292178,42 144 
2292180,03 144 
2292181,58 144 
2292657,66 101 
2292658,79 100 
2292658,79 53 
2292698,57 1
2292698,57 2
2292698,57 2
2292698,57 60 
2292778,98 61 
2293798,41 62 
2294035,01 64 
2294486,05 123 
2295018,17 125 
2295527,99 65 
2295535,43 137 
2296077,23 144 
2296078,58 144 
2296079,95 144 
2296555,45 101 
2296556,66 100 
2296556,66 53 
2296597,2 2
2296597,2 1
2296597,2 2
2296597,2 60 
2296641,52 61 
2297665,69 62 
2298157,91 64 
2298622,21 123 
2299151,75 125 
2299659,91 137 
2299725,73 66 
2300208,37 144 
2300209,89 144 
2300211,11 144 
2302233,66 101 
2302235,47 100 
2302235,47 53 
2302278,6 1
2302278,6 2
2302278,6 1
2302278,6 60 
2302966,84 61 
2303978,62 62 
2306233,83 64 
2306750,16 123 
2307282,78 125 
2307569,46 137 
2307791,37 65 
2308338,81 144 
2308340,46 144 
2308341,83 144 
2308818,04 101 
2308819,26 100 
2308819,26 53 
2308860,84 1
2308860,84 2
2308860,84 2
2308860,84 60 
2308992,05 61 
2309847,56 63 
2309860,48 60 
2310542,76 61 
2311558,57 62 
2312102,28 64 
2312562,84 123 
2313083,18 125 
2313604,15 65 
2313820,93 137 
2314153,91 144 
2314155,56 144 
2314156,95 144 
2314633,36 101 
2314634,59 100 
2314634,59 53 
2314674,68 1
2314674,68 2
2314674,68 1
2314674,68 60 
2316675,79 61 
2317690,11 62 
2317768,52 64 
2318265,11 123 
2318807,75 125 
2319321,09 65 
2319481,59 137 
2319751,62 133 
2319807,32 137 
2319882,41 144 
2319883,77 144 
2319884,83 144 
2320446,48 101 
2320447,61 100 
2320447,61 53 
2320489,62 1
2320489,62 2
2320489,62 2
2320489,62 60 
2323471,97 61 
2324486,87 62 
2325045,8 64 
2325517,03 123 
2326059,67 125 
2326567,59 65 
2327136,79 144 
2327138,8 144 
2327140,03 144 
2329237,02 101 
2329238,46 100 
2329238,46 53 
2329286,34 1
2329286,34 2
2329286,34 2
2329286,34 60 
2330031,32 61 
2331051,54 62 
2335246,61 64 
2335778,68 123 
2336307,81 125 
2336832,14 65 
2337208,13 137 
2337380,54 144 
2337382,29 144 
2337383,63 144 
2339143,38 101 
2339144,52 100 
2339144,52 53 
2339184,19 1
2339184,19 2
2339184,19 2
2339184,19 60 
2339696,52 61 
2340716,05 62 
2341794,97 64 
2342185,33 123 
2342709,41 125 
2343228,53 65 
2343274,43 137 
2343778,89 144 
2343780,65 144 
2343781,81 144 
2346547,95 101 
2346549,95 100 
2346549,95 53 
2346597,31 2
2346597,31 2
2346597,31 1
2346597,31 60 
2346946,53 113 
2347037,86 114 
2347080,36 60 
2347343,41 61 
2348362,44 62 
2349800,83 64 
2350200,66 123 
2350721,94 125 
2351087,85 137 
2351241,88 66 
2351791,26 144 
2351792,84 144 
2351794,2 144 
2356333,93 101 
2356335,63 100 
2356335,63 53 
2356377,43 1
2356377,43 2
2356377,43 2
2356377,43 60 
2356773,11 111 
2357380,64 114 
2357428,41 60 
2386573,59 111 
2387916,66 114 
2387967,2 60 
2388405,4 112 
2388500,38 114 
2388533,39 60 
2388820,11 61 
2388846,12 63 
2388867,98 60 
2388902,51 61 
2389361,48 63 
2389383,35 60 
2478137,84 61 
2479153,57 62 
2480578,91 64 
2480981,84 121 
2481510,72 125 
2482033,25 66 
2482051,26 137 
2482580,27 144 
2482582,19 144 
2482583,61 144 
2487057,78 101 
2487059 100 
2487059 53 
2487101,03 1
2487101,03 1
2487101,03 2
2487101,03 60 
2487446,8 113 
2487743,17 114 
2487784,25 60 
2488095,32 61 
2489116,05 62 
2507273,83 64 
2507275,88 252 
2507275,88 101 
2507278,66 100 
2507278,66 53 
2507294,43 1
2507294,43 1
2507294,43 2
2507294,43 60 
2618070,9 61 
2619091,18 62 
2624073,62 64 
2624467,7 121 
2625024,24 125 
2625536,68 66 
2625646,07 137 
2626083,53 144 
2626085,07 144 
2626086,44 144 
2626563,99 101 
2626565,25 100 
2626565,25 53 
2626606,42 1
2626606,42 2
2626606,42 2
2626606,42 60 
2696408,19 61 
2697432,41 62 
2697920,46 64 
2698332,96 121 
2698856,1 125 
2699144,15 137 
2699379,59 66 
2699927,83 144 
2699929,4 144 
2699932,74 144 
2701030,39 101 
2701033,43 100 
2701033,43 53 
2701080,7 1
2701080,7 2
2701080,7 1
2701080,7 60 
2701531,34 61 
2702545,79 62 
2702983,86 64 
2703330,98 123 
2703854,95 125 
2704376,44 65 
2704940,04 144 
2704944,12 144 
2704953,87 144 
2705405,57 101 
2705406,71 100 
2705406,71 53 
2705446,63 1
2705446,63 2
2705446,63 2
2705446,63 60 
2705510,65 61 
2706413,75 63 
2706428,98 60 
2707179,86 61 
2707193,13 63 
2707211,78 60 
2709166,96 61 
2709195,73 63 
2709211,86 60 
2820386,9 61 
2821407,4 62 
2822373,69 64 
2822805,53 121 
2823336,46 125 
2823516,47 137 
2823852,89 66 
2824409,51 144 
2824411,22 144 
2824413,13 144 
2826514,21 101 
2826515,42 100 
2826515,42 53 
2826557,08 1
2826557,08 1
2826557,08 2
2826557,08 60 
2827204,97 61 
2828221,08 62 
2830820,7 64 
2831296,31 122 
2831854,89 125 
2832368,32 65 
2832930,76 144 
2832938,28 144 
2833204,51 144 
2833396,82 101 
2833398,02 100 
2833398,02 53 
2833437,14 2
2833437,14 2
2833437,14 2
2833437,14 60 
2833656,88 61 
2834669,99 62 
2835079,82 64 
2835456,24 122 
2835978,6 125 
2836331,83 137 
2836499,65 66 
2836636,09 133 
2836740,23 137 
2837032,17 144 
2837033,6 144 
2837034,57 144 
2839940,58 101 
2839942,02 100 
2839942,02 53 
2839985,1 1
2839985,1 2
2839985,1 2
2839985,1 60 
2840392,73 112 
2841679,69 114 
2841717,37 60 
2842097,62 61 
2843117,04 62 
2843677,65 64 
2844039,35 121 
2844558,91 125 
2845080,21 66 
2845105,9 137 
2845632,35 144 
2845633,93 144 
2845635,01 144 
2850232,33 101 
2850234,06 100 
2850234,06 53 
2850281,34 2
2850281,34 2
2850281,34 2
2850281,34 60 
2850859,35 111 
2851081,89 114 
2851114,56 60 
2851758,2 111 
2852927,07 114 
2852965,05 60 
2853554,01 61 
2854564,72 62 
2865725,83 64 
2865727,72 252 
2865727,72 101 
2865730,84 100 
2865730,84 53 
2865743 2
2865743 2
2865743 2
2865743 60 
2890172,09 112 
2890299,01 114 
2890337,02 60 
2891228,1 112 
2891331,25 114 
2891384,44 60 
2891704,03 61 
2892717,18 62 
2893798,58 64 
2902725,5 252 
2902725,5 101 
2902727,42 100 
2902727,42 53 
2902747,81 2
2902747,81 2
2902747,81 2
2902747,81 60 
3025493,14 61 
3026506,64 62 
3027225,52 64 
3027678,43 121 
3028231,65 125 
3028752,84 66 
3029167,15 137 
3029305,34 144 
3029306,85 144 
3029308,3 144 
3032030,99 101 
3032032,44 100 
3032032,44 53 
3032073,84 1
3032073,84 1
3032073,84 2
3032073,84 60 
3032508,02 111 
3033703,09 114 
3033737,67 60 
3034191,66 61 
3035203,19 62 
3036711,53 64 
3037048,69 123 
3037561,37 125 
3037869,34 137 
3038083,61 65 
3038638,07 144 
3038639,79 144 
3038641,09 144 
3039112,96 101 
3039114,16 100 
3039114,16 53 
3039152,54 1
3039152,54 1
3039152,54 1
3039152,54 60 
3039737,69 61 
3040751,92 62 
3040768,57 64 
3041194,06 123 
3041713,46 125 
3042232,9 65 
3042796,9 144 
3042803,72 144 
3042826,67 144 
3043259,64 101 
3043260,84 100 
3043260,84 53 
3043301,26 1
3043301,26 2
3043301,26 2
3043301,26 60 
3043401,88 61 
3044417 62 
3044601,89 64 
3044924,54 123 
3045446,53 125 
3045964,91 65 
3046121,74 137 
3046516 144 
3046517,71 144 
3046518,74 144 
3046992,74 101 
3046993,98 100 
3046993,98 53 
3047035,31 1
3047035,31 2
3047035,31 2
3047035,31 60 
3047081,89 61 
3048100,65 62 
3048231,65 64 
3048693 123 
3049216,51 125 
3049729,83 65 
3049853,83 137 
3050282,23 144 
3050283,93 144 
3050285,49 144 
3052544,8 101 
3052546,25 100 
3052546,25 53 
3052581,64 1
3052581,64 2
3052581,64 2
3052581,64 60 
3052870,08 113 
3053034,95 114 
3053081,68 60 
3053387,62 61 
3054398,94 62 
3056163,18 64 
3056583,62 123 
3057109,91 125 
3057560,7 137 
3057631,16 65 
3058182,05 144 
3058183,84 144 
3058185,16 144 
3058655,67 101 
3058656,82 100 
3058656,82 53 
3058695,93 1
3058695,93 2
3058695,93 1
3058695,93 60 
3058815,98 61 
3059829,8 62 
3059936,05 64 
3060304,3 123 
3060820,4 125 
3061342,24 65 
3061807,59 137 
3061944,6 144 
3061946,08 144 
3061947,05 144 
3063494,71 101 
3063496,17 100 
3063496,17 53 
3063544,49 2
3063544,49 2
3063544,49 2
3063544,49 60 
3064126,3 61 
3064154,31 63 
3064178,65 60 
3065031,91 61 
3065458,53 63 
3065477,78 60 
3066099,29 61 
3067110,48 62 
3068545,65 64 
3068971,06 123 
3069489,76 125 
3069977,68 137 
3070044,04 66 
3070558,69 144 
3070560,38 144 
3070561,58 144 
3072256,27 101 
3072257,72 100 
3072257,72 53 
3072292,06 1
3072292,06 2
3072292,06 2
3072292,06 60 
3072601,93 61 
3073624,45 62 
3074609,53 64 
3074953,81 123 
3075464,45 125 
3075857,01 137 
3075986,32 65 
3076536,6 144 
3076538,13 144 
3076539,1 144 
3077015,57 101 
3077016,71 100 
3077016,71 53 
3077057,09 2
3077057,09 2
3077057,09 2
3077057,09 60 
3077195,91 61 
3078208,58 62 
3078239,73 64 
3078704,65 123 
3079230,87 125 
3079751,56 66 
3079871,07 137 
3080284,34 144 
3080285,69 144 
3080287,69 144 
3088991,26 101 
3088992,64 100 
3088992,64 53 
3089036,03 1
3089036,03 2
3089036,03 2
3089036,03 60 
3126313,59 61 
3127324,68 62 
3127487,32 64 
3128070,64 121 
3128601,03 125 
3129119,54 66 
3129344,6 137 
3129674,79 144 
3129680,7 144 
3129682,11 144 
3131305,12 101 
3131306,66 100 
3131306,66 53 
3131355,48 2
3131355,48 2
3131355,48 2
3131355,48 60 
3132183,95 61 
3133204,18 62 
3135006,66 64 
3135642,83 123 
3136162,38 125 
3136408,14 137 
3136684,31 66 
3137235,56 144 
3137237,25 144 
3137238,2 144 
3147316,84 101 
3147318,35 100 
3147318,35 53 
3147366,77 1
3147366,77 1
3147366,77 2
3147366,77 60 
3172568,5 111 
3173402,99 114 
3173441,57 60 
3216625,64 61 
3217643,23 62 
3218146,41 64 
3218626,39 121 
3219153,47 125 
3219673,27 66 
3220234,09 144 
3220238,65 144 
3220701,46 101 
3220702,79 100 
3220702,79 53 
3220726,11 2
3220726,11 1
3220726,11 2
3220726,11 60 
3220732,24 111 
3220786,24 114 
3220819,86 60 
3221194,83 61 
3222208,23 62 
3223071,15 64 
3223474,32 122 
3223982,06 125 
3224436,21 137 
3224506,14 65 
3225023 101 
3225076,8 8
3225076,8 52 
3225115,46 100 
3225115,46 52 
3225143,67 2
3225143,67 1
3225143,67 2
3225143,67 60 
3225562,94 61 
3226574,39 62 
3229412,37 64 
3229817,18 122 
3230351,55 125 
3230775,32 137 
3230870,07 66 
3231399,73 144 
3231401,51 144 
3231403,07 144 
3236052,99 101 
3236054,52 100 
3236054,52 52 
3236106,33 1
3236106,33 2
3236106,33 2
3236106,33 60 
3236454,07 112 
3236889,79 114 
3236920,62 60 
3237202,69 61 
3238221,08 62 
3238527,82 64 
3238878,4 123 
3239432,42 125 
3239761,35 137 
3239949,31 66 
3240482,29 144 
3240484,16 144 
3240485,11 144 
3243900,58 101 
3243902,13 100 
3243902,13 52 
3243935,82 2
3243935,82 2
3243935,82 2
3243935,82 60 
3244492,9 111 
3245555,27 114 
3245601,21 60 
3246025,45 61 
3247035,51 62 
3247846,18 64 
3248288,24 122 
3248806,07 125 
3249313,71 66 
3249448,8 137 
3249844,72 144 
3249846,03 144 
3249847,61 144 
3270434 101 
3270435,44 100 
3270435,44 52 
3270477,23 1
3270477,23 2
3270477,23 2
3270477,23 60 
3290152,18 111 
3329751,47 114 
3329790,15 60 
3330295,59 111 
3330367,32 114 
3330392,77 60 
3330411,43 112 
3330483,9 114 
3330506,37 60 
3332973,62 61 
3333988,2 62 
3335291,79 64 
3335711,52 121 
3336227,21 125 
3336530,68 137 
3336752,69 66 
3337303,23 144 
3337304,8 144 
3337305,88 144 
3337780,19 101 
3337781,4 100 
3337781,4 52 
3337820,91 1
3337820,91 2
3337820,91 2
3337820,91 60 
3337873,72 61 
3338887,81 62 
3339343,59 64 
3339733,98 123 
3340267,13 125 
3340754,87 137 
3340823,32 66 
3341335,45 144 
3341337,52 144 
3341339,18 144 
3344688,59 101 
3344690,85 100 
3344690,85 52 
3344735,22 1
3344735,22 1
3344735,22 1
3344735,22 60 
3345517,62 61 
3346534,02 62 
3346987,13 64 
3347305,8 123 
3347823,19 125 
3348325,62 137 
3348388,47 65 
3348862,89 144 
3348864,65 144 
3348866,01 144 
3349341,61 101 
3349342,83 100 
3349342,83 52 
3349383,71 1
3349383,71 2
3349383,71 2
3349383,71 60 
3349958,82 61 
3350967,62 62 
3352238,57 64 
3352616,55 123 
3353142,08 125 
3353549,62 137 
3353663,32 66 
3354214,75 144 
3354216,38 144 
3354219,98 144 
3356887,42 101 
3356888,9 100 
3356888,9 52 
3356932,21 1
3356932,21 2
3356932,21 2
3356932,21 60 
3357384,31 113 
3357478 114 
3357499,02 60 
3357654,64 61 
3358665,49 62 
3362020,94 64 
3362328,22 123 
3362828,46 125 
3363341,73 66 
3363530,21 137 
3363881,24 144 
3363882,83 144 
3363884,14 144 
3384694,44 101 
3384695,92 100 
3384695,92 52 
3384738,53 1
3384738,53 2
3384738,53 2
3384738,53 60 
3507988,13 61 
3508997,94 62 
3510537,64 64 
3510893,78 121 
3511424,49 125 
3511942,95 66 
3512497,32 144 
3512499,97 144 
3512738,72 144 
3512972,99 101 
3512974,14 100 
3512974,14 52 
3513015,21 1
3513015,21 2
3513015,21 1
3513015,21 60 
3513034 61 
3514069,12 62 
3519231,46 64 
3519667,62 121 
3520233,35 125 
3520707,52 137 
3520741,97 65 
3521292,13 144 
3521294,07 144 
3521295,14 144 
3521769,49 101 
3521770,78 100 
3521770,78 52 
3521810,29 1
3521810,29 2
3521810,29 2
3521810,29 60 
3522031,05 61 
3523042,99 62 
3523411,86 64 
3523818,07 121 
3524348,53 125 
3524699,42 137 
3524857,45 66 
3525408,38 144 
3525411,94 144 
3525413,49 144 
3525884,91 101 
3525886,12 100 
3525886,12 52 
3525925,39 1
3525925,39 2
3525925,39 2
3525925,39 60 
3525952,72 61 
3526977,32 62 
3527619,79 64 
3528055,54 121 
3528566,35 125 
3529018,36 137 
3529087,72 66 
3529641,69 144 
3529643,47 144 
3529645,3 144 
3530116,06 101 
3530117,27 100 
3530117,27 52 
3530157,59 1
3530157,59 1
3530157,59 2
3530157,59 60 
3530173,73 61 
3531191,94 62 
3533056,53 64 
3533517,99 122 
3534018,34 125 
3534379,8 137 
3534535,48 65 
3535068,6 144 
3535070,02 144 
3535071,52 144 
3535548,69 101 
3535550,03 100 
3535550,03 52 
3535572,85 1
3535572,85 2
3535572,85 2
3535572,85 60 
3535719,67 61 
3536738,44 62 
3537017,5 64 
3537394,81 122 
3537899,01 125 
3538419,61 65 
3538631,88 137 
3538952,3 144 
3538953,89 144 
3538955,28 144 
3539430,21 101 
3539431,38 100 
3539431,38 52 
3539456,23 2
3539456,23 2
3539456,23 1
3539456,23 60 
3539873,2 61 
3540888,02 62 
3541467,53 64 
3541925,62 122 
3542445,54 125 
3542887,21 137 
3542966,89 66 
3543199,42 133 
3543302,59 137 
3543500,93 144 
3543502,71 144 
3543504,08 144 
3545573,74 101 
3545575,63 100 
3545575,63 52 
3545619,17 1
3545619,17 2
3545619,17 2
3545619,17 60 
3546048,15 112 
3546126,33 114 
3546155,15 60 
3546424,93 61 
3547435,54 62 
3549097,4 64 
3549878,51 122 
3550411,31 125 
3550931,2 65 
3551511,38 144 
3551516,38 144 
3551531,02 144 
3551975,52 101 
3551976,64 100 
3551976,64 52 
3552017,38 1
3552017,38 1
3552017,38 2
3552017,38 60 
3552042,1 61 
3553075,01 62 
3553282,19 64 
3553645,87 122 
3554176,44 125 
3554569,9 137 
3554695,65 65 
3555041,6 133 
3555159,34 137 
3555262,71 144 
3555264,2 144 
3555265,19 144 
3555740,76 101 
3555741,9 100 
3555741,9 52 
3555784,12 2
3555784,12 2
3555784,12 1
3555784,12 60 
3555829,68 61 
3556849,85 62 
3556865,37 64 
3557397,93 122 
3557925,26 125 
3558291,62 137 
3558444,24 66 
3558493,78 133 
3558594,99 137 
3558998,02 144 
3558999,65 144 
3559001,33 144 
3559473,03 101 
3559474,15 100 
3559474,15 52 
3559515,67 1
3559515,67 2
3559515,67 2
3559515,67 60 
3559555,4 61 
3560585,12 62 
3560996,87 64 
3561390,04 122 
3561923,6 125 
3562444,6 65 
3563023,94 144 
3563028,01 144 
3563033,11 144 
3563489,09 101 
3563490,46 100 
3563490,46 52 
3563529,59 1
3563529,59 2
3563529,59 2
3563529,59 60 
3563764,43 61 
3564779,32 62 
3565073,28 64 
3565465,21 122 
3565974,19 125 
3566493,15 65 
3566502,73 137 
3566970,68 133 
3567113,15 144 
3567115,1 144 
3567116,55 144 
3567538,03 101 
3567540,31 100 
3567540,31 52 
3567578,66 2
3567578,66 2
3567578,66 2
3567578,66 60 
3567642,25 61 
3568661,27 62 
3568831,73 64 
3569228,75 122 
3569753,62 125 
3570273,36 66 
3570419,55 137 
3570825,04 144 
3570826,52 144 
3571301,86 101 
3571303,16 100 
3571303,16 52 
3571344,37 1
3571344,37 2
3571344,37 2
3571344,37 60 
3571363,35 61 
3572383,77 62 
3573771,8 64 
3574165,85 122 
3574685,56 125 
3575062,38 137 
3575206,19 65 
3575448,99 133 
3575524,89 137 
3575749,52 144 
3575750,83 144 
3575751,76 144 
3576234,63 101 
3576235,84 100 
3576235,84 52 
3576275,55 1
3576275,55 2
3576275,55 1
3576275,55 60 
3576452,46 61 
3577474,48 62 
3577584,03 64 
3578064,88 122 
3578584,48 125 
3579105,36 65 
3579141,57 137 
3579635,94 144 
3579637,27 144 
3579638,57 144 
3580117,09 101 
3580118,26 100 
3580118,26 52 
3580158,74 1
3580158,74 1
3580158,74 2
3580158,74 60 
3580287,67 61 
3581141,3 63 
3581157 60 
3581831,53 61 
3582842,12 62 
3583013 64 
3583476,73 122 
3584022,17 125 
3584470,17 137 
3584557,22 65 
3585090,88 144 
3585092,63 144 
3585093,92 144 
3585564,59 101 
3585565,73 100 
3585565,73 52 
3585605,78 1
3585605,78 2
3585605,78 2
3585605,78 60 
3585656,56 61 
3586675,74 62 
3587052,09 64 
3587359,71 122 
3587863,01 125 
3588385,24 65 
3588588,12 137 
3588938,16 144 
3588940,04 144 
3588941,28 144 
3589413,57 101 
3589414,83 100 
3589414,83 52 
3589454,95 1
3589454,95 2
3589454,95 1
3589454,95 60 
3589490,28 61 
3590508,59 62 
3590602,51 64 
3591093,93 122 
3591645,77 125 
3592023,98 137 
3592167,24 65 
3592715,83 144 
3592717,32 144 
3592718,29 144 
3593195,73 101 
3593196,94 100 
3593196,94 52 
3593237 2
3593237 1
3593237 2
3593237 60 
3593315,7 61 
3594313,32 63 
3594338,45 60 
3595032,03 61 
3596052,12 62 
3596253,64 64 
3596648,7 122 
3597194,84 125 
3597609,29 137 
3597714,27 66 
3598269,7 144 
3598271,68 144 
3598272,72 144 
3601044,66 101 
3601046,26 100 
3601046,26 52 
3601083,95 1
3601083,95 2
3601083,95 2
3601083,95 60 
3601796,08 61 
3602817,85 62 
3603149,51 64 
3603495,62 122 
3604008,59 125 
3604528,89 65 
3604731,68 137 
3605082,01 144 
3605084,06 144 
3605085,14 144 
3605559,12 101 
3605561,33 100 
3605561,33 52 
3605599,11 1
3605599,11 2
3605599,11 2
3605599,11 60 
3605686,43 61 
3606699,47 62 
3606738,26 64 
3607107,95 122 
3607623,36 125 
3608145,25 65 
3608239,95 137 
3608676,91 144 
3608678,55 144 
3608679,9 144 
3609156,02 101 
3609157,18 100 
3609157,18 52 
3609198,13 2
