TotalRequired,  320
t_hold_target,  450
T_Hold_Lev,  1000


2405917,3 51 
2405956,12 1
2405956,12 2
2405956,12 2
2405956,12 60 
2406269,46 61 
2407289,71 62 
2407357,37 64 
2407654,99 121 
2408189,22 125 
2408424,82 137 
2408702,14 65 
2409251,12 144 
2409252,65 144 
2409253,86 144 
2409729,95 101 
2409731,06 100 
2409731,06 51 
2409771,41 1
2409771,41 2
2409771,41 2
2409771,41 60 
2409934,44 61 
2410954,45 62 
2411228,04 64 
2411558,54 121 
2412093,85 125 
2412393,18 137 
2412600,61 65 
2413166,85 144 
2413168,66 144 
2413170,02 144 
2413647 101 
2413648,2 100 
2413648,2 51 
2413687,12 2
2413687,12 1
2413687,12 1
2413687,12 60 
2413834,76 61 
2414854,23 62 
2414904,02 64 
2415163,86 121 
2415723,25 125 
2416062,25 137 
2416232,88 66 
2416781,89 144 
2416783,49 144 
2416784,9 144 
2417680,59 101 
2417682,57 100 
2417682,57 51 
2417718,91 1
2417718,91 2
2417718,91 2
2417718,91 60 
2420855,55 113 
2420936,45 114 
2420984,33 60 
2421365,93 111 
2422055,68 114 
2422102,69 60 
2423371,33 61 
2424384,32 62 
2425191,4 64 
2425490,03 121 
2426064,29 125 
2426580,38 65 
2426637,99 137 
2427135,49 144 
2427137,36 144 
2427138,44 144 
2427608,31 101 
2427609,57 100 
2427609,57 51 
2427649,2 1
2427649,2 2
2427649,2 2
2427649,2 60 
2427781,35 61 
2428797,96 62 
2428983,43 64 
2429296,04 121 
2429868,06 125 
2430378,14 65 
2430433,31 137 
2430945,42 144 
2430947,63 144 
2430949,18 144 
2431406,29 101 
2431407,61 100 
2431407,61 51 
2431447,82 1
2431447,82 1
2431447,82 2
2431447,82 60 
2431705,2 61 
2432713,74 62 
2432883,3 64 
2433151,25 121 
2433673,79 125 
2433905 137 
2434193,2 65 
2434743,03 144 
2434744,64 144 
2434745,73 144 
2435221,49 101 
2435222,67 100 
2435222,67 51 
2435263,07 1
2435263,07 2
2435263,07 2
2435263,07 60 
2435567,78 61 
2436581,2 62 
2436654,36 64 
2436935,36 121 
2437486,88 125 
2437888,16 137 
2438009,14 65 
2438575,1 144 
2438577,23 144 
2438578,48 144 
2439037,37 101 
2439038,49 100 
2439038,49 51 
2439078,62 2
2439078,62 2
2439078,62 1
2439078,62 60 
2439477,3 61 
2440494,34 62 
2440703,24 64 
2441000,23 121 
2441561,44 125 
2442036,6 137 
2442110,08 66 
2442623,69 144 
2442625,16 144 
2442626,35 144 
2443102,39 101 
2443103,52 100 
2443103,52 51 
2443144,19 1
2443144,19 2
2443144,19 2
2443144,19 60 
2649574,6 61 
2650588,06 63 
2650608,45 60 
2650903,49 111 
2651434,76 114 
2651474,89 60 
2651565,36 61 
2652573,98 62 
2653138,85 64 
2653461,75 121 
2653998,57 125 
2654172,34 137 
2654520,24 65 
2655070,81 144 
2655072,22 144 
2655073,39 144 
2655548,77 101 
2655549,89 100 
2655549,89 51 
2655590,32 1
2655590,32 1
2655590,32 1
2655590,32 60 
2655688,79 61 
2656706,68 62 
2656900,1 64 
2657233,85 121 
2657807,27 125 
2658075,12 137 
2658320,51 65 
2658867,72 144 
2658869,43 144 
2658870,83 144 
2659348,7 101 
2659349,94 100 
2659349,94 51 
2659389,05 2
2659389,05 2
2659389,05 2
2659389,05 60 
2659435,93 61 
2660455,64 62 
2660613,94 64 
2660911,13 121 
2661430,71 125 
2661724,5 137 
2661952,17 66 
2662500,91 144 
2662502,29 144 
2662503,3 144 
2662979,36 101 
2662980,54 100 
2662980,54 51 
2663021,18 1
2663021,18 2
2663021,18 2
2663021,18 60 
2663359,8 61 
2664370,59 62 
2665153,28 64 
2665521,3 121 
2666077,38 125 
2666423,93 137 
2666599,79 65 
2667148,8 144 
2667150,58 144 
2667152,45 144 
2667628,84 101 
2667629,96 100 
2667629,96 51 
2667669,52 1
2667669,52 2
2667669,52 2
2667669,52 60 
2667892,37 61 
2668868,26 63 
2668886,05 60 
2669176,11 111 
2669910,63 114 
2669953,38 60 
2670456,15 111 
2670532,04 114 
2670553,01 60 
2679276,52 111 
2679369,89 114 
2679416,11 60 
2680672,34 111 
2680754,35 114 
2680798,41 60 
2882282 61 
2882889,95 63 
2882899,76 60 
2887909,4 111 
2888134,13 114 
2888180,05 60 
2892022,55 61 
2892080,52 63 
2892095,12 60 
3017280,53 61 
3018199,6 63 
3018221,03 60 
3084452,27 61 
3085464 62 
3085553,69 64 
3085898,81 121 
3086424,55 125 
3086727,52 137 
3086943,59 65 
3087492,96 144 
3087494,63 144 
3087496,21 144 
3087973,21 101 
3087974,52 100 
3087974,52 51 
3088014,01 2
3088014,01 2
3088014,01 2
3088014,01 60 
3088072,98 61 
3089082,62 62 
3089224,8 64 
3089588,04 121 
3090120,48 125 
3090402,62 137 
3090643,38 66 
3091192,09 144 
3091193,56 144 
3091194,61 144 
3092501,02 101 
3092503,37 100 
3092503,37 51 
3092546,14 1
3092546,14 2
3092546,14 2
3092546,14 60 
3092973,45 111 
3093081,98 114 
3093097,77 60 
3093232,68 61 
3094245,41 62 
3094383,03 64 
3094683,75 122 
3095203,12 125 
3095555,17 137 
3095725,86 66 
3096273,64 144 
3096275,3 144 
3096276,81 144 
3097917,84 101 
3097919,55 100 
3097919,55 51 
3097960,49 1
3097960,49 1
3097960,49 2
3097960,49 60 
3098227,21 112 
3098366,76 114 
3098410,18 60 
3098621,51 61 
3098677,15 63 
3098693,76 60 
3098720,75 61 
3098893,5 63 
3098910,12 60 
3099649,05 61 
3099864,16 63 
3099876,43 60 
3100314,26 113 
3100397,29 114 
3100442,97 60 
3100642,77 61 
3101659,21 62 
3102237,3 64 
3102563,12 122 
3103087,93 125 
3103405,94 137 
3103606,23 66 
3104156,01 144 
3104158,07 144 
3104159,29 144 
3104634,93 101 
3104636,04 100 
3104636,04 51 
3104675,06 1
3104675,06 2
3104675,06 1
3104675,06 60 
3241140,4 61 
3242162,64 62 
3242265,19 64 
3242527,38 121 
3243051,86 125 
3243575,76 65 
3243590,02 137 
3244125,84 144 
3244127,44 144 
3244128,7 144 
3244604,59 101 
3244605,78 100 
3244605,78 51 
3244645,51 1
3244645,51 2
3244645,51 2
3244645,51 60 
3244698,33 61 
3245708,03 63 
