TotalRequired,  320
167101,16 125 
167612,07 65 
168164,75 144 
168166,46 144 
168355,69 144 
168638,81 101 
168639,96 100 
168639,96 53 
168680,07 1
168680,07 2
168680,07 2
168680,07 60 
169011,65 61 
169094,97 63 
169113,15 60 
170191,33 61 
170218,49 63 
170229,47 60 
170529,9 113 
170730,38 114 
170746,38 60 
171003,4 61 
172013,47 62 
172536,24 64 
172885,17 123 
173388,93 125 
173908,3 65 
174050,51 137 
174457,52 144 
174458,87 144 
174459,74 144 
174936,71 101 
174937,87 100 
174937,87 53 
174978,99 1
174978,99 2
174978,99 2
174978,99 60 
175039,17 61 
175978,13 63 
175994,22 60 
176365,07 113 
176604,2 114 
176643,96 60 
176964,17 61 
177977,55 62 
178220,58 64 
178512,35 123 
179046,96 125 
179556,13 65 
179780,95 137 
180080,91 144 
180082,39 144 
180083,42 144 
180568,65 101 
180569,81 100 
180569,81 53 
180609,59 1
180609,59 2
180609,59 2
180609,59 60 
180742,93 61 
181759,59 62 
181896,63 64 
182264,7 123 
182802,61 125 
183322,04 65 
183876,11 144 
183879,7 144 
184072,29 144 
184350,9 101 
184352,07 100 
184352,07 53 
184391,5 2
184391,5 1
184391,5 2
184391,5 60 
184466,87 61 
185438,97 63 
185457,88 60 
185763,25 113 
185913,7 114 
185940,9 60 
186223,04 61 
187240,33 62 
187434,56 64 
187867,34 121 
188394,96 125 
188781,62 137 
188904,52 65 
189469,24 144 
189471,04 144 
189472,19 144 
189948,88 101 
189950,02 100 
189950,02 53 
189989,71 1
189989,71 2
189989,71 2
189989,71 60 
190080,68 61 
191091,48 62 
191318,9 64 
191665,08 121 
192195,45 125 
192682,37 137 
192751,78 66 
193250,88 144 
193252,38 144 
193253,48 144 
198102,41 101 
198103,88 100 
198103,88 53 
198138,74 1
198138,74 1
198138,74 1
198138,74 60 
198477,08 61 
199487,92 62 
199895,36 64 
200267,9 121 
200807,07 125 
201317,82 65 
201871,35 144 
201873,76 144 
201883,92 144 
202345,45 101 
202346,67 100 
202346,67 53 
202385,71 1
202385,71 2
202385,71 2
202385,71 60 
202456,12 61 
203469,05 62 
203547,16 64 
203898,74 121 
204453,34 125 
204964,16 66 
205229,24 137 
205514,2 144 
205515,73 144 
205516,73 144 
205992,69 101 
205993,85 100 
205993,85 53 
206034,52 1
206034,52 2
206034,52 2
206034,52 60 
206925,64 61 
207738,48 63 
207750,53 60 
228568,52 61 
229492,38 63 
229509,54 60 
229799,88 111 
231477,93 114 
231526,99 60 
231938,35 61 
232958,89 62 
233320,19 64 
233650,22 121 
234206,72 125 
234721,66 66 
234769,29 137 
235271,38 144 
235272,92 144 
235274,24 144 
235750,08 101 
235751,23 100 
235751,23 53 
235791,32 1
235791,32 2
235791,32 1
235791,32 60 
235824,72 61 
236841,38 62 
237448,14 64 
237863,81 122 
238367,99 125 
238665,61 137 
238886,85 65 
239436,25 144 
239438,83 144 
239440,45 144 
239914,87 101 
239916,07 100 
239916,07 53 
239956,72 1
239956,72 2
239956,72 2
239956,72 60 
240024,3 61 
241039,17 62 
241107,21 64 
241521,22 122 
242030,3 125 
242553,34 66 
242685,7 137 
243084,41 144 
243085,87 144 
243087,11 144 
243564,1 101 
243565,28 100 
243565,28 53 
243605,49 2
243605,49 1
243605,49 2
243605,49 60 
243971,94 61 
244924,97 63 
244938,63 60 
244970,69 61 
245005,37 63 
245023,35 60 
245356,08 112 
245431,33 114 
245455,85 60 
245658,23 61 
246670,99 62 
248020,85 64 
248431,48 122 
248962,06 125 
249483,89 66 
249649,22 137 
250031,94 144 
250033,54 144 
250035,87 144 
250511,2 101 
250512,45 100 
250512,45 53 
250553,2 1
250553,2 2
250553,2 2
250553,2 60 
251136,11 61 
252151,47 62 
253122,62 64 
253481,1 121 
254036,79 125 
254549,42 66 
255103,64 144 
255105,26 144 
255160,36 144 
255578,5 101 
255579,73 100 
255579,73 53 
255636,08 1
255636,08 2
255636,08 2
255636,08 60 
255936,44 111 
257658,52 114 
257700,77 60 
258200,02 61 
259216,35 62 
260169,08 64 
260512,92 123 
261036,75 125 
261368,14 137 
261547,1 65 
262078,79 144 
262080,21 144 
262081,48 144 
262557,24 101 
262558,5 100 
262558,5 53 
262599,52 1
262599,52 2
262599,52 2
262599,52 60 
262631,36 61 
263653,31 62 
264127,9 64 
264379,04 123 
264890,73 125 
265411,19 65 
265440,77 137 
265960,29 144 
265961,93 144 
265963,15 144 
266440,68 101 
266441,84 100 
266441,84 53 
266481,29 1
266481,29 2
266481,29 2
266481,29 60 
266533,29 61 
267374,55 63 
267397,65 60 
268022,88 61 
269032,33 62 
269346,58 64 
269671,56 123 
270187,37 125 
270709,31 65 
271248,06 144 
271249,45 144 
271466,24 144 
271723,61 101 
271724,86 100 
271724,86 53 
271762,8 2
271762,8 2
271762,8 2
271762,8 60 
271920,93 61 
272931,33 62 
273307,31 64 
273584,4 123 
274103,99 125 
274624,61 66 
274751,18 137 
275173,46 144 
275175,49 144 
275176,7 144 
277173,54 101 
277175,03 100 
277175,03 53 
277212,01 1
277212,01 1
277212,01 1
277212,01 60 
278010,54 61 
279028,49 62 
281598,42 64 
284139,38 121 
284665,2 125 
285171,27 65 
285299,23 137 
285721,17 144 
285723,14 144 
285724,81 144 
286199,73 101 
286200,92 100 
286200,92 53 
286240,99 1
286240,99 1
286240,99 2
286240,99 60 
286471 61 
287415,73 63 
287424,54 60 
287745,79 111 
288010,11 114 
288040,76 60 
288254,03 61 
289273,09 62 
289890,68 64 
290230,95 121 
290776,17 125 
291285,87 65 
291562,44 137 
291818,18 144 
291819,53 144 
291820,41 144 
292297,64 101 
292298,81 100 
292298,81 53 
292339,64 2
292339,64 1
292339,64 2
292339,64 60 
292378,08 61 
293178,03 63 
293189,43 60 
293543,91 111 
293811,48 114 
293855,63 60 
294271,47 61 
295270,18 63 
295288,5 60 
295318,47 61 
295361,99 63 
295390,96 60 
295698,51 111 
297012,02 114 
297055,43 60 
297424,63 61 
298437,61 62 
298667,1 64 
299002,53 121 
299525,73 125 
300036,08 65 
300164,84 137 
300582,25 144 
300583,69 144 
300584,74 144 
301062,77 101 
301063,9 100 
301063,9 53 
301102,88 2
301102,88 2
301102,88 2
301102,88 60 
301851,81 61 
302701,21 63 
302719,22 60 
303086,53 111 
303266,72 114 
303302,69 60 
303649,08 61 
303740,4 63 
303752,27 60 
310437,35 61 
310512,09 63 
310533,24 60 
310934,36 111 
311328,18 114 
311352,1 60 
321562,01 61 
322579,65 62 
322643,96 64 
322990,26 121 
323561,89 125 
323983,31 137 
324075,87 66 
324611,02 101 
324648,71 8
324648,71 51 
324709,13 100 
324709,13 51 
324729 2
324729 2
324729 2
324729 60 
324888,82 61 
325911,57 62 
326991,24 64 
327541,61 122 
328067,11 125 
328307,51 137 
328574,43 66 
329121,66 144 
329123,21 144 
329124,15 144 
334488,6 101 
334489,88 100 
334489,88 51 
334525,73 1
334525,73 2
334525,73 1
334525,73 60 
334847,32 113 
335495,36 114 
335541,77 60 
335861,35 61 
336875,41 62 
337450,7 64 
338051,05 122 
338607,97 125 
339010,89 137 
339121,37 66 
339670,05 144 
339671,41 144 
339673,31 144 
340149,8 101 
340150,98 100 
340150,98 51 
340190,39 1
340190,39 2
340190,39 2
340190,39 60 
340305,37 61 
341319,13 63 
341339,89 60 
342021,59 61 
343039,02 62 
347823,95 64 
348228,05 122 
348776,13 125 
348982,67 137 
349284,73 66 
349832,29 144 
349833,7 144 
349834,85 144 
358812,85 101 
358814,17 100 
358814,17 51 
358850,75 1
358850,75 2
358850,75 2
358850,75 60 
377053,07 61 
378062,21 62 
378998,09 64 
379275,34 123 
379829,14 125 
380340,59 66 
380531,91 137 
380889,71 144 
380891,37 144 
380893,37 144 
380944,41 143 
381041,52 144 
381043,13 144 
381044,46 144 
381369,24 101 
381370,45 100 
381370,45 51 
381410 1
381410 1
381410 1
381410 60 
418078,6 61 
419098,13 62 
421282,74 64 
429106,57 252 
429106,57 101 
429109,23 100 
429109,23 51 
429127,67 1
429127,67 1
429127,67 1
429127,67 60 
444664,8 61 
445675,85 62 
447388,76 64 
447812,31 122 
448329,55 125 
448852,68 65 
449405,58 144 
449407,25 144 
449879,05 101 
449880,31 100 
449880,31 51 
449905,31 2
449905,31 1
449905,31 2
449905,31 60 
449910,77 112 
450156,77 114 
450203,84 60 
450534,79 61 
451553,37 62 
451997,71 64 
452289,51 122 
452838,71 125 
453350,88 65 
453852,82 144 
453854,28 144 
454270,75 144 
454344,49 101 
454345,76 100 
454345,76 51 
454369,56 1
454369,56 2
454369,56 2
454369,56 60 
454667,72 61 
455676,7 63 
455686,65 60 
456329,08 61 
457272,56 63 
457285,07 60 
457639,8 112 
457883,35 114 
457919,56 60 
458264,88 61 
459215,03 63 
459235,38 60 
459777,22 112 
459865,54 114 
459884,24 60 
460071,7 61 
461085,43 62 
461617,73 64 
461978,29 122 
462539,53 125 
463037,69 137 
463047,52 66 
463595,39 144 
463597,16 144 
463598,33 144 
464075,16 101 
464076,33 100 
464076,33 51 
464116,28 1
464116,28 2
464116,28 2
464116,28 60 
472643,51 111 
473162,62 114 
473196,57 60 
478621,83 61 
479644,02 62 
479672,88 64 
482169,32 121 
482697,85 125 
483167,07 137 
483223,1 65 
483754,47 144 
483756,43 144 
483757,5 144 
484234,62 101 
484235,88 100 
484235,88 51 
484276,25 1
484276,25 2
484276,25 2
484276,25 60 
484546,45 61 
485558,39 62 
485677,96 64 
486115,05 121 
486633,34 125 
486970,05 137 
487154,68 65 
487704,45 144 
487706,08 144 
487707,48 144 
488183,42 101 
488184,61 100 
488184,61 51 
488224,91 1
488224,91 2
488224,91 2
488224,91 60 
488456,38 61 
489474,53 62 
489723,72 64 
490057,75 121 
490614,57 125 
491023,11 137 
491138,31 65 
491685,13 144 
491686,75 144 
491688,05 144 
492166,43 101 
492167,6 100 
492167,6 51 
492206,94 1
492206,94 2
492206,94 2
492206,94 60 
492311,23 61 
493322,21 62 
493397 64 
493688,41 121 
494199,06 125 
494720,67 65 
494745,26 137 
495282,31 144 
495284,29 144 
495285,36 144 
495747,8 101 
495748,96 100 
495748,96 51 
495789,02 2
495789,02 2
495789,02 2
495789,02 60 
496052,35 61 
497071,18 62 
497152,77 64 
497584,87 121 
498094,83 125 
498619,16 66 
498649,22 137 
499166,89 144 
499168,67 144 
499170,12 144 
500959,08 101 
500962,14 100 
500962,14 51 
501003,92 1
501003,92 2
501003,92 2
501003,92 60 
501366 111 
503327,95 114 
503369,67 60 
503763,74 61 
504785,53 62 
505230,57 64 
505644,93 121 
506216,99 125 
506731,62 65 
507287,57 144 
507290 144 
507438,83 144 
507760,63 101 
507761,8 100 
507761,8 51 
507801,73 2
507801,73 1
507801,73 2
507801,73 60 
507991,59 61 
509002,74 62 
509315,01 64 
509679,94 121 
510209,43 125 
510731,52 66 
511234,31 144 
511235,84 144 
511725,87 101 
511727,14 100 
511727,14 51 
511750,59 1
511750,59 1
511750,59 1
511750,59 60 
511756,06 111 
512288,85 114 
512316,85 60 
513743,14 61 
514417,91 63 
514432,82 60 
514469,53 61 
514517,51 63 
514532,82 60 
514967,22 111 
516715,79 114 
516766,63 60 
516914,38 61 
517931,06 62 
518465,92 64 
518817,91 121 
519337,76 125 
519844,87 65 
519931,3 137 
520393,43 144 
520394,98 144 
520396 144 
520873,14 101 
520874,56 100 
520874,56 51 
520913,61 1
520913,61 2
520913,61 2
520913,61 60 
521011,9 61 
522030,07 62 
522267,14 64 
522611,95 121 
523149,69 125 
523659,3 65 
523893,39 137 
524208,67 144 
524210,3 144 
524211,31 144 
524689,74 101 
524691,22 100 
524691,22 51 
524729,65 1
524729,65 2
524729,65 2
524729,65 60 
524986,98 61 
525998,23 62 
526058,23 64 
526362,8 121 
526871,45 125 
527392,36 65 
527698,94 137 
527940,85 144 
527942,4 144 
527943,73 144 
528421,53 101 
528422,68 100 
528422,68 51 
528461,48 1
528461,48 2
528461,48 2
528461,48 60 
528752,49 61 
529762,72 62 
531573,97 64 
532001,54 121 
532533,42 125 
533040,79 65 
533595,45 144 
533597,64 144 
533781,24 144 
534069,03 101 
534070,18 100 
534070,18 51 
534109,47 1
534109,47 2
534109,47 2
534109,47 60 
534144,81 61 
535160,13 62 
535360,61 64 
535726,33 121 
536249,12 125 
536755,74 65 
537049,98 137 
537305,88 144 
537307,4 144 
537309,58 144 
537783,55 101 
537784,82 100 
537784,82 51 
537825,23 1
537825,23 2
537825,23 1
537825,23 60 
537941,17 61 
538958,23 62 
538975,79 64 
539413,07 121 
539932,32 125 
540453,97 65 
541009,22 144 
541012,07 144 
541042,47 144 
542601,76 101 
542603,12 100 
542603,12 51 
542640,15 1
542640,15 2
542640,15 2
542640,15 60 
542905,56 111 
543554,18 114 
543590,34 60 
543666,12 61 
544689,64 62 
545022,87 64 
545355,63 121 
545867,13 125 
546385,8 65 
546435,84 137 
546934,18 144 
546935,77 144 
546937,1 144 
547414,49 101 
547415,74 100 
547415,74 51 
547438,96 1
547438,96 2
547438,96 1
547438,96 60 
547569,54 61 
548588,69 62 
548820,77 64 
549158,33 121 
549666,2 125 
550185,03 65 
550259,24 137 
550732,69 144 
550734,15 144 
550735,2 144 
551213,53 101 
551214,8 100 
551214,8 51 
551239,61 2
551239,61 2
551239,61 2
551239,61 60 
551274,33 61 
552307,11 62 
552666,1 64 
553021,9 121 
553529,66 125 
554050,73 66 
554058,96 137 
554596,96 144 
554598,36 144 
554599,43 144 
555031,33 141 
555098,86 144 
555101,45 144 
555102,92 101 
555104,52 100 
555104,52 51 
555136,32 1
555136,32 2
555136,32 2
555136,32 60 
555167,08 111 
555931,42 114 
555952,5 60 
556941,18 61 
557952,43 62 
558240,87 64 
558607,92 121 
559115,79 125 
559631,38 65 
560134,51 144 
560136,2 144 
560217,92 144 
560627,51 101 
560628,7 100 
560628,7 51 
560651,14 1
560651,14 2
560651,14 2
560651,14 60 
560777,2 61 
561801 62 
563762,82 64 
564134,9 121 
564642,11 125 
565163,09 65 
565573,59 137 
565712,25 144 
565713,8 144 
565715,03 144 
566191,43 101 
566192,64 100 
566192,64 51 
566216,04 2
566216,04 1
566216,04 2
566216,04 60 
569628,41 61 
569678,69 63 
569698,64 60 
570137,03 111 
571280,64 114 
571313,9 60 
571762,83 61 
571842,92 63 
571863,5 60 
573071,04 61 
573175,39 63 
573197,13 60 
573552,09 111 
574106,24 114 
574129,75 60 
574357,99 61 
575379,39 62 
575816,84 64 
576096,17 121 
576602,91 125 
577110,56 66 
577663,16 144 
577665,71 144 
577905,35 144 
578136,94 101 
578138,11 100 
578138,11 51 
578162,87 1
578162,87 2
578162,87 2
578162,87 60 
578264,36 61 
579278,98 62 
581582,92 64 
581930,86 121 
582422,15 125 
582941,68 65 
583159,17 137 
583472,5 144 
583474,04 144 
583475,18 144 
583951,79 101 
583953 100 
583953 51 
583978,35 1
583978,35 2
583978,35 1
583978,35 60 
584006,46 61 
585027,03 62 
585220,17 64 
585542,89 121 
586081,81 125 
586590,3 65 
587143,65 144 
587146,18 144 
587241,6 144 
587618,14 101 
587619,31 100 
587619,31 51 
587642,18 1
587642,18 2
587642,18 2
587642,18 60 
587735,2 61 
588758,25 62 
588915,21 64 
589317,68 121 
589820,58 125 
590337,19 65 
590841,7 144 
590843,37 144 
590971,21 144 
591334,01 101 
591335,29 100 
591335,29 51 
591357,86 1
591357,86 1
591357,86 2
591357,86 60 
591491,07 61 
592509,2 62 
592705,11 64 
593029,02 121 
593532,58 125 
594053,06 65 
594223,24 137 
594602,67 144 
594604,46 144 
594605,96 144 
595082,76 101 
595083,98 100 
595083,98 51 
595107,71 1
595107,71 2
595107,71 1
595107,71 60 
595258,09 61 
596190,54 63 
596205,92 60 
596558,44 111 
597032,76 114 
597055,71 60 
597380,81 61 
598390,79 62 
598828,56 64 
599171,51 121 
599694,72 125 
600202,92 65 
600313,96 137 
600750,25 144 
600751,71 144 
600753,02 144 
601230,07 101 
601231,21 100 
601231,21 51 
601271,1 1
601271,1 2
601271,1 1
601271,1 60 
603040,17 61 
603080,83 63 
603103,47 60 
603440,32 111 
603632,51 114 
603669,87 60 
609928,35 111 
611576,87 114 
611617,53 60 
614897,26 61 
614914,79 63 
614933,85 60 
615245,64 111 
617123,13 114 
617165,59 60 
619355,95 61 
619373,72 63 
619399,2 60 
619674,71 111 
621685,59 114 
621730,62 60 
626047,92 61 
627063,2 62 
627654,93 64 
627965,54 123 
628512,41 125 
629024,4 65 
629026,74 137 
629573,83 144 
629575,42 144 
629576,59 144 
630054,08 101 
630055,29 100 
630055,29 51 
630095,02 1
630095,02 1
630095,02 2
630095,02 60 
630143,58 61 
631160,37 62 
631496,95 64 
631833,27 123 
632364,68 125 
632791,15 137 
632876 66 
633421,9 144 
633423,33 144 
633425,67 144 
633902,64 101 
633903,76 100 
633903,76 51 
633943,64 1
633943,64 2
633943,64 2
633943,64 60 
634029,93 61 
635042,71 62 
636856,86 64 
637199,17 123 
637705,28 125 
638191,01 137 
638234,42 66 
638770,87 144 
638772,48 144 
638773,51 144 
640639,04 101 
640640,41 100 
640640,41 51 
640676,19 2
640676,19 2
640676,19 2
640676,19 60 
641069,89 111 
641797,69 114 
641840,68 60 
642366,69 61 
643374,9 62 
643434,68 64 
643756,34 123 
644280,64 125 
644802,86 66 
645358,95 144 
645361,05 144 
645440,46 144 
645833,26 101 
645834,44 100 
645834,44 51 
645872,91 2
645872,91 2
645872,91 2
645872,91 60 
645989,03 61 
647005,49 62 
647271,5 64 
647558,15 123 
648078,67 125 
648586,51 66 
648973,19 137 
649133,8 144 
649135,41 144 
649136,4 144 
651604,5 101 
651605,98 100 
651605,98 51 
651654,43 1
651654,43 2
651654,43 2
651654,43 60 
652087,19 113 
652214,65 114 
652253,97 60 
652500,44 61 
653519,54 62 
654478,84 64 
654841,81 122 
655389,85 125 
655777,38 137 
655899,44 66 
656448,14 144 
656449,53 144 
656450,99 144 
656927,66 101 
656928,82 100 
656928,82 51 
656968,83 1
656968,83 2
656968,83 2
656968,83 60 
663917,41 61 
664932,43 62 
665708,83 64 
666060,46 122 
666616,49 125 
666944,69 137 
667130,61 66 
667678,79 144 
667680,2 144 
667681,2 144 
670751,68 101 
670753,33 100 
670753,33 51 
670798,01 1
670798,01 1
670798,01 2
670798,01 60 
671136,69 112 
671709,53 114 
671747,64 60 
694071,59 61 
694917,14 63 
694939,99 60 
695228,47 111 
695704,03 114 
695739,78 60 
696097,12 111 
696559,5 114 
696606 60 
700251,59 61 
701270,95 62 
701493,1 64 
701865,07 122 
702433,55 125 
702663,51 137 
702951,66 65 
703482,78 144 
703485,37 144 
703486,43 144 
703961,84 101 
703963,02 100 
703963,02 51 
704005,1 2
704005,1 2
704005,1 2
704005,1 60 
704043,36 61 
705072,69 62 
705457,86 64 
705735,75 122 
706140,08 124 
706675,35 122 
707000,07 124 
716012,77 121 
716538,85 125 
716861,21 137 
717048,73 66 
717577,9 144 
717579,49 144 
717580,88 144 
721017,9 101 
721019,55 100 
721019,55 51 
721064,79 2
721064,79 2
721064,79 2
721064,79 60 
721423,6 112 
722195,94 114 
722230,96 60 
722654,02 61 
723662,86 62 
724054,97 64 
724385,3 123 
724901,45 125 
725278,89 137 
725409,69 66 
725803,49 133 
725836,79 137 
725951,1 144 
725952,94 144 
725954,23 144 
726323,92 141 
726421,96 144 
726424,1 144 
726425,73 101 
726427,02 100 
726427,02 51 
726463,04 2
726463,04 2
726463,04 2
726463,04 60 
729477,41 111 
729618,26 114 
729662,07 60 
730565,16 111 
730664,53 114 
730694,87 60 
730911,72 61 
731927,06 62 
732420,14 64 
732745,27 122 
733279,08 125 
733791,26 66 
734345,09 144 
734346,88 144 
734819,38 101 
734821,29 100 
734821,29 51 
734843,66 2
734843,66 2
734843,66 2
734843,66 60 
734849,02 112 
736697,47 114 
736743,82 60 
737013,85 61 
738025,33 62 
738882,49 64 
739197,01 123 
739716,46 125 
740240,04 66 
740401,62 137 
740773,02 144 
740774,93 144 
740776,09 144 
741250,29 101 
741251,7 100 
741251,7 51 
741291,46 1
741291,46 1
741291,46 1
741291,46 60 
741321,87 61 
742341,75 62 
750897,59 64 
751212,45 123 
751729,98 125 
752124,02 137 
752252 65 
752786,53 101 
752841,53 8
752841,53 52 
752913,57 100 
752913,57 52 
752937,7 1
752937,7 1
752937,7 2
752937,7 60 
753413,63 61 
754421,08 62 
754561,71 64 
754906,46 123 
755425,78 125 
755933,59 66 
756487,05 144 
756488,96 144 
756517,03 144 
759822,76 101 
759824,17 100 
759824,17 52 
759869,64 1
759869,64 2
759869,64 2
759869,64 60 
760167,31 61 
761185,33 62 
765038,71 64 
765302,91 123 
765822,53 125 
766329,5 66 
766850,16 144 
766851,48 144 
767341,82 101 
767343 100 
767343 52 
767366,4 1
767366,4 1
767366,4 2
767366,4 60 
767372,36 113 
767505,75 114 
767549,58 60 
767692,15 113 
767766,56 114 
767815,87 60 
767970,08 61 
768983,85 62 
769540,82 64 
769806,1 123 
770351,54 125 
770863,17 66 
771365,6 144 
771367,46 144 
771580,6 144 
771672,99 143 
771731 144 
771732,71 144 
771781,81 144 
771856,73 101 
771858,11 100 
771858,11 52 
771881,4 1
771881,4 2
771881,4 2
771881,4 60 
796262,11 61 
796775,74 63 
796790,82 60 
797669,51 111 
798255,3 114 
798290,51 60 
814564,75 61 
815583,27 62 
815801,19 64 
816394,53 121 
816950,43 125 
817450,86 137 
817514,72 66 
818011,96 144 
818013,48 144 
818014,86 144 
819679,05 101 
819680,41 100 
819680,41 52 
819715,5 1
819715,5 2
819715,5 1
819715,5 60 
820369,23 61 
821381,34 62 
821577,67 64 
821909,11 121 
822438,65 125 
822944,23 66 
822979,34 137 
823493,2 144 
823494,8 144 
823495,91 144 
823972,29 101 
823973,45 100 
