TotalRequired,  300
t_hold_target,  450
T_Hold_Lev,  1000


1847892,44 64 
1848182,52 123 
1848716,65 125 
1849036,99 137 
1849239,14 66 
1849689,35 144 
1849690,93 144 
1849692,83 144 
1850125,73 141 
1850215,16 144 
1850217,22 144 
1850219 101 
1850220,66 100 
1850220,66 53 
1850259,08 1
1850259,08 1
1850259,08 2
1850259,08 60 
1850288,89 111 
1850676,32 114 
1850710,34 60 
1850867,57 61 
1850879,11 63 
1850893,14 60 
1851109,38 61 
1852126,1 62 
1852443,2 64 
1852801,76 121 
1853360,29 125 
1853459,32 137 
1853870,7 65 
1854323,28 144 
1854324,86 144 
1854327,1 144 
1854799,81 101 
1854801,06 100 
1854801,06 53 
1854840,84 1
1854840,84 2
1854840,84 2
1854840,84 60 
1854930,52 61 
1855932,63 63 
1855941,42 60 
1856271,45 111 
1856561,38 114 
1856607,01 60 
1856790,57 61 
1857806,97 62 
1857930,55 64 
1858274,24 121 
1858798,56 125 
1859021,1 137 
1859320,28 66 
1859770,83 144 
1859772,55 144 
1859773,58 144 
1860247,45 101 
1860248,62 100 
1860248,62 53 
1860289,11 2
1860289,11 2
1860289,11 2
1860289,11 60 
1864628,62 61 
1864663,49 63 
1864671,95 60 
1864942,92 111 
1865029,18 114 
1865070,63 60 
1865668,96 61 
1865909,47 63 
1865920,32 60 
1866302,81 113 
1866374,61 114 
1866420,79 60 
1879192,02 111 
1879273,59 114 
1879299,95 60 
1879677,63 111 
1879789,61 114 
1879832,32 60 
1880572,15 61 
1881582,31 62 
1882992,63 64 
1883304,71 121 
1883849,58 125 
1884039,71 137 
1884360,57 66 
1884792,79 144 
1884794,39 144 
1884795,85 144 
1885272,19 101 
1885273,46 100 
1885273,46 53 
1885314,33 2
1885314,33 1
1885314,33 2
1885314,33 60 
1886015,77 111 
1886241,14 114 
1886280,46 60 
1896083,54 61 
1897096,01 62 
1897504,44 64 
1897800,77 121 
1898338,23 125 
1898416,54 137 
1898856,6 65 
1899306,23 144 
1899307,84 144 
1899309,16 144 
1899784,91 101 
1899786,24 100 
1899786,24 53 
1899825,82 1
1899825,82 2
1899825,82 2
1899825,82 60 
1900011,31 61 
1901026,68 62 
1901235,37 64 
1901553,18 121 
1902114,72 125 
1902209,11 137 
1902638,39 66 
1903088,04 144 
1903089,64 144 
1903090,89 144 
1903567,41 101 
1903568,64 100 
1903568,64 53 
1903609,78 1
1903609,78 1
1903609,78 1
1903609,78 60 
1903648,57 61 
1904674,88 62 
1905500,74 64 
1905817 121 
1906348,38 125 
1906542,96 137 
1906869,68 65 
1907303,63 144 
1907305,69 144 
1907306,92 144 
1907784,33 101 
1907785,49 100 
1907785,49 53 
1907824,37 1
1907824,37 2
1907824,37 1
1907824,37 60 
1909902,35 111 
1910434,33 114 
1910472,44 60 
1910557,01 61 
1911571,34 62 
1911980,73 64 
1912289,92 121 
1912798,33 125 
1912851,17 137 
1913319,05 66 
1913766,72 144 
1913768,32 144 
1913769,44 144 
1915419,04 101 
1915420,93 100 
1915420,93 53 
1915470,82 1
1915470,82 2
1915470,82 2
1915470,82 60 
1915771,49 111 
1916116,28 114 
1916153,88 60 
1916186,6 61 
1917205,13 62 
1917672,31 64 
1917990,39 121 
1918577,6 125 
1918661,93 137 
1919099,88 66 
1919549,13 144 
1919550,67 144 
1919552,06 144 
1920013,25 142 
1920067,68 101 
1920068,91 100 
1920068,91 53 
1920121,15 1
1920121,15 2
1920121,15 2
1920121,15 60 
1920169,99 112 
1920636,59 114 
1920685,74 60 
1921363,77 61 
1922384,48 62 
1922616,2 64 
1922992,64 121 
1923572,33 125 
1923658,73 137 
1924082,5 66 
1924528,11 144 
1924530,1 144 
1924531,39 144 
1925009,34 101 
1925010,72 100 
1925010,72 53 
1925053,87 1
1925053,87 2
1925053,87 2
1925053,87 60 
1925220,89 112 
1925491,47 114 
1925533,86 60 
1925960,15 61 
1926983,22 62 
1927027,73 64 
1927379,51 122 
1927938,87 125 
1927983,55 137 
1928448,31 66 
1928895,64 144 
1928897,26 144 
1928898,76 144 
1929375,74 101 
1929376,97 100 
1929376,97 53 
1929418,35 1
1929418,35 2
1929418,35 2
1929418,35 60 
1932440,71 61 
1933339,11 63 
1933350,17 60 
1933894,86 61 
1934914,34 62 
1935402,57 64 
1935723,89 121 
1936259,64 125 
1936472,43 137 
1936778,37 66 
1937228,65 144 
1937230,6 144 
1937231,7 144 
1937706,43 101 
1937707,71 100 
1937707,71 53 
1937746,74 1
1937746,74 2
1937746,74 2
1937746,74 60 
1951960,82 111 
1952066 114 
1952109,05 60 
1952228,94 111 
1952399,77 114 
1952442,41 60 
1952659,02 61 
1953674,91 62 
1954828,04 64 
1955364,14 121 
1955942,03 125 
1956012,68 137 
1956456,07 66 
1956901,92 144 
1956903,41 144 
1956904,37 144 
1957282,21 143 
1957382,95 144 
1957385,19 144 
1957386,54 101 
1957388,13 100 
1957388,13 53 
1957440,87 2
1957440,87 2
1957440,87 2
1957440,87 60 
1957487,46 113 
1957690,37 114 
1957740,41 60 
1958650,5 61 
1959673,6 62 
1960301,13 64 
1960620,9 122 
1961117,18 125 
1961250,42 137 
1961634,96 66 
1962068,74 144 
1962070,34 144 
1962071,72 144 
1963184,04 101 
1963185,18 100 
1963185,18 53 
1963238,63 1
1963238,63 1
1963238,63 1
1963238,63 60 
1963286,73 61 
1963303,3 63 
1963321,58 60 
1976436,56 61 
1977450,97 62 
1978026,61 64 
1978406,57 123 
1978956,57 125 
1979030,65 137 
1979479,48 65 
1979930,72 144 
1979932,18 144 
1979933,56 144 
1980409 101 
1980410,23 100 
1980410,23 53 
1980449,62 1
1980449,62 2
1980449,62 2
1980449,62 60 
1981773,68 61 
1982784,96 62 
1982914,57 64 
1983222,47 123 
1983756,18 125 
1984128,31 137 
1984279,09 65 
1984727,17 144 
1984728,91 144 
1984730,47 144 
1985207,55 101 
1985209,02 100 
1985209,02 53 
1985247,67 1
1985247,67 1
1985247,67 2
1985247,67 60 
1985522,03 61 
1986533,06 62 
1986645,24 64 
1987011,11 123 
1987536,52 125 
1987829,76 137 
1988060,94 65 
1988508,93 144 
1988510,36 144 
1988511,42 144 
1988989,55 101 
1988990,75 100 
1988990,75 53 
1989030,06 1
1989030,06 2
1989030,06 2
1989030,06 60 
1989067,1 61 
1990100,58 62 
1990158,44 64 
1990505,08 123 
1991036,78 125 
1991338,67 137 
1991559,43 65 
1992008,58 144 
1992010,26 144 
1992011,58 144 
1992486,88 101 
1992488,22 100 
1992488,22 53 
1992528,62 2
1992528,62 2
1992528,62 2
1992528,62 60 
1992562,65 61 
1993579,07 62 
1993595,11 64 
1993955,39 123 
1994499,17 125 
1994906,68 137 
1995007,78 66 
1995442,84 144 
1995444,56 144 
1995446,41 144 
1995919,36 101 
1995920,53 100 
1995920,53 53 
1995960,79 1
1995960,79 2
1995960,79 1
1995960,79 60 
1996000,35 61 
1997028,47 62 
1997318,39 64 
1997594,3 123 
1998118,22 125 
1998210,48 137 
1998640,13 65 
1999089,53 144 
1999090,69 144 
1999091,74 144 
1999570,23 101 
1999571,44 100 
1999571,44 53 
1999609,67 1
1999609,67 2
1999609,67 2
1999609,67 60 
1999688,37 61 
2000692,3 63 
2000709,09 60 
2001318,6 61 
2002342,21 62 
2002491 64 
2002803,41 123 
2003348,28 125 
2003872,54 65 
2003930,24 137 
2004321,78 144 
2004323,42 144 
2004324,55 144 
2004801,31 101 
2004802,53 100 
2004802,53 53 
2004841,11 1
2004841,11 1
2004841,11 1
2004841,11 60 
2005007,24 61 
2006024,54 62 
2006259,38 64 
2006536,92 123 
2007064,33 125 
2007444,08 137 
2007587,34 65 
2008036,85 144 
2008039,55 144 
2008041,29 144 
2008514,72 101 
2008516,06 100 
2008516,06 53 
2008557,9 1
2008557,9 2
2008557,9 2
2008557,9 60 
2008663,05 61 
2009629,7 63 
2009640,66 60 
2010195,41 61 
2011206,73 62 
2011376,2 64 
2011681,02 123 
2012229,91 125 
2012422,39 137 
2012752,34 65 
2013202,45 144 
2013204,11 144 
2013205,46 144 
2013680,83 101 
2013682,02 100 
2013682,02 53 
2013721,6 1
2013721,6 1
2013721,6 2
2013721,6 60 
2013819,86 61 
2014836,78 62 
2014981,36 64 
2015323,15 123 
2015848,33 125 
2016078,13 137 
2016368,29 65 
2016817,06 144 
2016819,04 144 
2016820,06 144 
2017298,16 101 
2017299,37 100 
2017299,37 53 
2017337,19 1
2017337,19 2
2017337,19 2
2017337,19 60 
2017398,47 61 
2018422,33 62 
2020858,58 64 
2021181,04 123 
2021725,51 125 
2022106,26 137 
2022249,01 65 
2022674,63 144 
2022675,9 144 
2022676,86 144 
2023162,47 101 
2023163,71 100 
2023163,71 53 
2023186,44 1
2023186,44 2
2023186,44 2
2023186,44 60 
2023230,85 61 
2024252,04 62 
2024640,23 64 
2024927,51 123 
2025427,75 125 
2025949,08 65 
2026402,72 144 
2026405 144 
2026651,15 144 
2026876,9 101 
2026878,15 100 
2026878,15 53 
2026901,34 1
2026901,34 2
2026901,34 2
2026901,34 60 
2026989,13 61 
2028000,7 62 
2029609,9 64 
2030010,47 123 
2030508,32 125 
2030802,14 137 
2031029,7 65 
2031494,17 144 
2031495,87 144 
2031497,18 144 
2034129,1 101 
2034130,26 100 
2034130,26 53 
2034181,52 2
2034181,52 2
2034181,52 2
2034181,52 60 
2034484,59 113 
2034714,07 114 
2034764,99 60 
2035023,3 61 
2035960,37 63 
2035980,81 60 
2036629,4 61 
2037646,34 62 
2037794,76 64 
2038147,42 123 
2038669,87 125 
2039076,09 137 
2039180,6 66 
2039609,27 144 
2039610,72 144 
2039611,96 144 
2040088,03 101 
2040089,28 100 
2040089,28 53 
2040129,49 2
2040129,49 2
2040129,49 2
2040129,49 60 
2040189,58 61 
2041213,2 62 
2043222,34 64 
2043536,58 123 
2044070,22 125 
2044563,63 137 
2044623,73 66 
2045027,04 144 
2045028,78 144 
2045030,13 144 
2045505,64 101 
2045506,94 100 
2045506,94 53 
2045544,82 1
2045544,82 2
2045544,82 1
2045544,82 60 
2045644,52 61 
2046661,17 62 
2048006,28 64 
2048310,43 123 
2048836,27 125 
2049162,12 137 
2049357,12 65 
2049806,66 144 
2049808,51 144 
2049810,19 144 
2050284,38 101 
2050285,67 100 
2050285,67 53 
2050327,45 1
2050327,45 1
2050327,45 2
2050327,45 60 
2050777,18 61 
2051792,84 62 
2052962,73 64 
2053343,81 123 
2053866,65 125 
2054044,18 137 
2054388,08 65 
2054838,41 144 
2054840,13 144 
2054841,53 144 
2055317,18 101 
2055318,39 100 
2055318,39 53 
2055359,41 1
2055359,41 1
2055359,41 1
2055359,41 60 
2055398,83 61 
2056425,43 62 
2056512,93 64 
2056864,69 123 
2057396,79 125 
2057698,19 137 
2057904,2 65 
2058354,76 144 
2058356,35 144 
2058357,5 144 
2058831,51 101 
2058832,85 100 
2058832,85 53 
2058874,37 1
2058874,37 1
2058874,37 1
2058874,37 60 
2058915,9 61 
2059941,35 62 
2060372,07 64 
2060649,54 123 
2061181,24 125 
2061373,94 137 
2061701,68 65 
2062151,32 144 
2062152,81 144 
2062154,08 144 
2062630,5 101 
2062631,66 100 
2062631,66 53 
2062673,89 1
2062673,89 1
2062673,89 1
2062673,89 60 
2062714,53 61 
2063740,26 62 
2063954,68 64 
2064263,79 123 
2064797,01 125 
2065105,98 137 
2065318,04 65 
2065768,73 144 
2065770,51 144 
2065771,77 144 
2066245,85 101 
2066247,19 100 
2066247,19 53 
2066287,95 2
2066287,95 1
2066287,95 2
2066287,95 60 
2066332,02 61 
2067357,77 62 
2067687,41 64 
2067973,24 123 
2068511,93 125 
2068806,88 137 
2069033,47 66 
2069468,76 101 
2069524,4 8
2069524,4 51 
2069564,76 100 
2069564,76 51 
2069586,82 1
2069586,82 2
2069586,82 1
2069586,82 60 
2070125,75 61 
2071137,45 62 
2073109,23 64 
2073474,61 123 
2073985,92 125 
2074254,72 137 
2074499,44 65 
2074928,4 144 
2074930,12 144 
2074931,12 144 
2075411,1 101 
2075412,31 100 
2075412,31 51 
2075451,32 1
2075451,32 1
2075451,32 1
2075451,32 60 
2075616,57 61 
2076636,25 62 
2076708,41 64 
2077057,69 123 
2077591,59 125 
2077963,93 137 
2078113,95 65 
2078563,48 144 
2078564,85 144 
2078566,3 144 
2079041,31 101 
2079042,52 100 
2079042,52 51 
2079083,1 1
2079083,1 2
2079083,1 2
2079083,1 60 
2079124,41 61 
2079923,92 63 
2079933,5 60 
2080800,8 61 
2081815,24 62 
2082113,97 64 
2082412,35 123 
2082939,43 125 
2083083,2 137 
2083463,66 66 
2083910,91 144 
2083912,32 144 
2083913,7 144 
2085525,27 101 
2085526,82 100 
2085526,82 51 
2085564,6 1
2085564,6 2
2085564,6 2
2085564,6 60 
2085910,47 113 
2086000,18 114 
2086047,61 60 
2086226,73 61 
2087247,61 62 
2089346,65 64 
2089634,27 123 
2090170,94 125 
2090446,8 137 
2090693,19 66 
2091144,5 144 
2091146,38 144 
2091147,73 144 
2091620,72 101 
2091621,92 100 
2091621,92 51 
2091663,49 1
2091663,49 2
2091663,49 2
2091663,49 60 
2091740,36 61 
2092763,44 62 
2093696,83 64 
2093980,59 123 
2094532,41 125 
2094614,41 137 
2095042,17 66 
2095492,48 144 
2095494 144 
2095495,03 144 
2102814,87 101 
2102816,53 100 
2102816,53 51 
2102858,78 1
2102858,78 2
2102858,78 2
2102858,78 60 
2103192,3 113 
2103263,62 114 
2103293,04 60 
2103554,42 61 
2103596,79 63 
2103608,92 60 
2104188,4 61 
2104410,35 63 
2104424,71 60 
2104884,29 111 
2105262,38 114 
2105308 60 
2105365,11 61 
2106376,15 62 
2106778,4 64 
2107131,06 121 
2107711,83 125 
2107962,42 137 
2108221,54 65 
2108671,28 144 
2108672,57 144 
2108673,88 144 
2109148,1 101 
2109149,39 100 
2109149,39 51 
2109190,12 1
2109190,12 2
2109190,12 2
2109190,12 60 
2109292,27 61 
2110307,67 62 
2110351,96 64 
2110740,34 121 
2111264,5 125 
2111537,97 137 
2111786,29 65 
2112236,09 144 
2112238,5 144 
2112240,37 144 
2112714,63 101 
2112715,81 100 
2112715,81 51 
2112756,4 1
2112756,4 1
2112756,4 2
2112756,4 60 
2114624,89 61 
2115627,31 63 
2115638,64 60 
2115944,37 111 
2116282,41 114 
2116321,2 60 
2116465,17 61 
2117487,2 62 
2118289,93 64 
2118646,33 121 
2119204,06 125 
2119314,52 137 
2119718,13 65 
2120168,72 144 
2120170,01 144 
2120171,22 144 
2120645,65 101 
2120646,83 100 
2120646,83 51 
2120687,36 2
2120687,36 2
2120687,36 2
2120687,36 60 
2120777,17 61 
2121787,69 62 
2121936,45 64 
2122262,42 121 
2122838,85 125 
2123196,53 137 
2123349,3 66 
2123782 144 
2123784,28 144 
2123785,34 144 
2124261,66 101 
2124262,9 100 
2124262,9 51 
2124303,12 2
2124303,12 2
2124303,12 2
2124303,12 60 
2124333,54 61 
2125352,48 62 
2125812,26 64 
2126191,87 121 
2126725,05 125 
2127247,78 66 
2127722,13 144 
2127724,7 144 
2128192,22 101 
2128193,64 100 
2128193,64 51 
2128217,6 2
2128217,6 1
2128217,6 2
2128217,6 60 
2128224,39 111 
2128280,17 114 
2128309,9 60 
2128662,5 61 
2129683,34 62 
2131012,82 64 
2131354,42 121 
2131934,13 125 
2132221,78 137 
2132445,68 66 
2132895,75 144 
2132897,97 144 
2132899,04 144 
2134504,62 101 
2134506,23 100 
2134506,23 51 
2134548,52 1
2134548,52 2
2134548,52 1
2134548,52 60 
2134840,12 111 
2135364,3 114 
2135399,67 60 
2135609,32 61 
2136630,23 62 
2137922,16 64 
2138248,81 121 
2138806,55 125 
2139185,96 137 
2139325,96 65 
2139777,98 144 
2139780,28 144 
2139781,65 144 
2140255,21 101 
2140256,52 100 
2140256,52 51 
2140297,57 1
2140297,57 2
2140297,57 1
2140297,57 60 
2140469,93 61 
2141482,84 62 
2141537,77 64 
2141856,6 121 
2142419,58 125 
2142543,05 137 
2142942,23 65 
2143410,06 144 
2143411,87 144 
2143412,81 144 
2143870,23 101 
2143871,43 100 
2143871,43 51 
2143912,21 1
2143912,21 2
2143912,21 2
2143912,21 60 
2143990,33 61 
2145011,98 62 
2145028,5 64 
2145348,03 121 
2145905,76 125 
2146061,57 137 
2146424,33 65 
2146875,38 144 
2146877,01 144 
2146878,09 144 
2147353,3 101 
2147354,47 100 
2147354,47 51 
2147394,19 1
2147394,19 1
2147394,19 2
2147394,19 60 
2147429,57 61 
2148444,42 62 
2148531,3 64 
2148898,83 121 
2149420,63 125 
2149598,07 137 
2149940,85 65 
2150390,27 144 
2150391,95 144 
2150393,31 144 
2150869,27 101 
2150870,42 100 
2150870,42 51 
2150910,58 1
2150910,58 2
2150910,58 2
2150910,58 60 
2151033,74 61 
2152045,79 62 
2152176,28 64 
2152529,92 121 
2153083,58 125 
2153238,24 137 
2153606,07 65 
2154056,63 144 
2154058,55 144 
2154060,27 144 
2154533,04 101 
2154534,28 100 
2154534,28 51 
2154575,92 1
2154575,92 2
2154575,92 2
2154575,92 60 
2154823,12 61 
2155818,61 63 
2155841,16 60 
2156229,69 111 
2156382,08 114 
2156424,25 60 
2156633,45 61 
2157641,54 62 
2157866,08 64 
2158257,81 121 
2158809,15 125 
2159086,62 137 
2159320,74 65 
2159770,6 144 
2159772,27 144 
2159774,7 144 
2160248,8 101 
2160250 100 
2160250 51 
2160291,02 1
2160291,02 2
2160291,02 2
2160291,02 60 
2160410,98 61 
2161424,89 62 
2161504,19 64 
2161880,86 121 
2162446,72 125 
2162574,35 137 
2162969,5 65 
2163420,44 144 
2163422,27 144 
2163423,3 144 
2163898,1 101 
2163899,32 100 
2163899,32 51 
2163939,68 2
2163939,68 2
2163939,68 2
2163939,68 60 
2164085,15 61 
2165104,16 62 
2165174,15 64 
2165613,19 121 
2166145,88 125 
2166538,96 137 
2166668,18 66 
2167116,01 144 
2167117,89 144 
2167119,15 144 
2167597,39 101 
2167598,54 100 
2167598,54 51 
2167638,52 1
2167638,52 2
2167638,52 2
2167638,52 60 
2167676,83 61 
2168707,27 62 
2169380,08 64 
2169702,22 121 
2170271,72 125 
2170539,61 137 
2170783,95 65 
2171233,81 144 
2171235,48 144 
2171236,84 144 
2171711,86 101 
2171713,04 100 
2171713,04 51 
2171752,58 2
2171752,58 2
2171752,58 1
2171752,58 60 
2171898,47 61 
2172918,5 62 
2174058,23 64 
2174339,43 121 
2174923,83 125 
2175276,43 137 
2175432,64 66 
2175888,3 144 
2175890,02 144 
2175891,31 144 
2178568,69 101 
2178570,29 100 
2178570,29 51 
2178617,25 1
2178617,25 2
2178617,25 2
2178617,25 60 
2178881,81 111 
2179365,82 114 
2179416,86 60 
2179466,36 61 
2180483,27 62 
2181550,09 64 
2181864,17 121 
2182422,3 125 
2182713,9 137 
2182944,9 65 
2183394,9 144 
2183396,87 144 
2183398,63 144 
2183874,13 101 
2183875,29 100 
2183875,29 51 
2183915,13 1
2183915,13 2
2183915,13 2
2183915,13 60 
2183956,56 61 
2184983,64 62 
2185159,85 64 
2185490,11 121 
2186050,52 125 
2186282,21 137 
2186562,39 65 
2186993,33 144 
2186994,69 144 
2186995,73 144 
2187474,75 101 
2187475,97 100 
2187475,97 51 
2187513,93 1
2187513,93 2
2187513,93 2
2187513,93 60 
2187665,03 61 
2188684,56 62 
2189647,85 64 
2189942,55 121 
2190514,48 125 
2191027,3 65 
2191211,58 137 
2191477,98 144 
2191480,06 144 
2191481,78 144 
2191955,06 101 
2191956,33 100 
2191956,33 51 
2191996,01 1
2191996,01 2
2191996,01 2
2191996,01 60 
2192156,91 61 
2193178,43 62 
2193235,74 64 
2193554,63 121 
2194129,48 125 
2194323,52 137 
2194641,36 65 
2195066,06 144 
2195067,64 144 
2195068,62 144 
2195572,06 101 
2195573,48 100 
2195573,48 51 
2195611,45 1
2195611,45 2
2195611,45 1
2195611,45 60 
2195988,57 61 
2196950,2 63 
2196961,79 60 
2197287,82 111 
2197456,01 114 
2197494,91 60 
2197724,5 61 
2198743,51 62 
2198840,92 64 
2199189,6 121 
2199750,16 125 
2199846,12 137 
2200274,26 65 
2200721,17 144 
2200722,69 144 
2200724,1 144 
2201201,36 101 
2201202,56 100 
2201202,56 51 
2201242,94 1
2201242,94 2
2201242,94 2
2201242,94 60 
2201431,4 61 
2202443,45 62 
2202589,09 64 
2202897,04 121 
2203402,17 125 
2203573,72 137 
2203921,89 65 
2204370,64 144 
2204372,34 144 
2204375,57 144 
2206467,98 101 
2206469,47 100 
2206469,47 51 
2206507,85 1
2206507,85 1
2206507,85 2
2206507,85 60 
2206775,85 111 
2207178,76 114 
2207225,33 60 
2207355,45 61 
2208374,18 62 
2208728,93 64 
2209051,78 121 
2209582,01 125 
2209657,63 137 
2210104,62 65 
2210552,84 144 
2210555,06 144 
2210556,75 144 
2211031,09 101 
2211032,3 100 
2211032,3 51 
2211072,82 2
2211072,82 2
2211072,82 2
2211072,82 60 
2211300,19 61 
2212322,38 62 
2212339,35 64 
2212703,83 121 
2213213,13 125 
2213400,08 137 
2213735,55 66 
2214167,14 144 
2214169,23 144 
2214170,34 144 
2214648,35 101 
2214649,59 100 
2214649,59 51 
2214689,3 1
2214689,3 1
2214689,3 2
2214689,3 60 
2214818,05 111 
2215066,52 114 
2215104,68 60 
2215400,22 61 
2216249,31 63 
2216271,44 60 
2216630,14 111 
2216786,29 114 
2216821,79 60 
2218065,52 61 
2218089,55 63 
2218104,33 60 
2218440,14 111 
2218525,92 114 
2218570,47 60 
2220120,99 61 
2220160,97 63 
2220171,03 60 
2220502,81 111 
2220597,14 114 
2220652,79 60 
2220909,98 61 
2221921,27 62 
2222450,04 64 
2222773,29 121 
2223337,82 125 
2223499,91 137 
2223848,58 65 
2224283,57 144 
2224284,92 144 
2224286,01 144 
2224759,76 101 
2224760,93 100 
2224760,93 51 
2224801,75 1
2224801,75 2
2224801,75 2
2224801,75 60 
2225075,36 61 
2226079,69 63 
2226101,5 60 
2226461,6 111 
2226697,97 114 
2226735,65 60 
2227000,92 61 
2228018,07 62 
2228150,48 64 
2228473,16 121 
2229008,47 125 
2229209,32 137 
2229531,43 65 
2229980,5 144 
2229982,23 144 
2229983,44 144 
2231674,98 101 
2231677 100 
2231677 51 
2231717,21 1
2231717,21 1
2231717,21 2
2231717,21 60 
2232011,12 111 
2232296,64 114 
2232333,29 60 
2232545,63 61 
2233565,41 62 
2233631,99 64 
2233994,59 121 
2234524,01 125 
2234743,22 137 
2235046,18 65 
2235493,39 144 
2235495,27 144 
2235496,52 144 
2235972,96 101 
2235974,3 100 
2235974,3 51 
2236014,59 1
2236014,59 2
2236014,59 2
2236014,59 60 
2236135,2 61 
2237121,66 63 
2237130,81 60 
2237459,52 111 
2237648,77 114 
2237697,39 60 
2238951,52 61 
2239964,84 62 
2241411,65 64 
2241723,1 121 
2242299,71 125 
2242480,32 137 
2242811,31 65 
2243259,27 144 
2243260,86 144 
2243262,21 144 
2243737,48 101 
2243738,98 100 
2243738,98 51 
2243779,2 1
2243779,2 2
2243779,2 2
2243779,2 60 
2243808,37 61 
2244765,55 63 
2244778,37 60 
2245213,98 111 
2245283,11 114 
2245328,39 60 
2247474,15 111 
2247552,39 114 
2247579,17 60 
2247823,76 111 
2247914,42 114 
2247960,87 60 
2250999,92 61 
2252010,32 62 
2252618,54 64 
2252855,96 121 
2253403,19 124 
2263417,9 252 
2263417,9 101 
2263419,9 100 
2263419,9 51 
2263439,36 1
2263439,36 2
2263439,36 2
2263439,36 60 
2275381,06 111 
2275780,77 114 
2275818,21 60 
2276988,16 61 
2277567,96 63 
2277584,12 60 
2278021,44 113 
2278170,02 114 
2278217,37 60 
2279544,6 111 
2279640,1 114 
2279683,86 60 
2279828,66 61 
2280850,1 62 
2281171,64 64 
2281595,98 123 
2282082,96 124 
2283590,57 121 
2284123,31 125 
2284229,34 137 
2284647,41 65 
2285077,05 144 
2285078,54 144 
2285079,71 144 
2285558,23 101 
2285560,73 100 
2285560,73 51 
2285599,07 1
2285599,07 2
2285599,07 2
2285599,07 60 
2285699,75 61 
2285801,23 63 
2285815,54 60 
2286239,14 61 
2287234,4 63 
2287248,35 60 
2287566,1 111 
2287953,15 114 
2287997,8 60 
2288120,86 61 
2288339,85 63 
2288347,82 60 
2289801,82 61 
2289863,91 63 
2289880,33 60 
2290438,64 61 
2291450,83 62 
2292373,45 64 
2292706,6 121 
2293266,92 125 
2293295,15 137 
2293777,18 65 
2294225,62 144 
2294228,07 144 
2294229,32 144 
2294703,9 101 
2294705,11 100 
2294705,11 51 
2294746,41 2
2294746,41 2
2294746,41 1
2294746,41 60 
2294918,94 61 
2295929,64 62 
2296106,67 64 
2296444,25 121 
2296970,71 125 
2297153,71 137 
2297491,2 66 
2297940,27 144 
2297941,79 144 
2297943,31 144 
2300059,39 101 
2300060,9 100 
2300060,9 51 
2300110,63 1
2300110,63 1
2300110,63 2
2300110,63 60 
2300473,83 111 
2300578,91 114 
2300611,12 60 
2300834,5 61 
2301845,47 62 
2302347,68 64 
2302683,15 121 
2303219,72 125 
2303322,62 137 
2303738,79 65 
2304172,48 144 
2304174,15 144 
2304176,51 144 
2304651,4 101 
2304652,71 100 
2304652,71 51 
2304691,83 2
2304691,83 2
2304691,83 2
2304691,83 60 
2304759,48 61 
2305685,58 63 
2305708,2 60 
2306510,39 61 
2307521,46 63 
2307541,43 60 
2307835,22 111 
2308207,24 114 
2308257,36 60 
2308409,92 61 
2309424,63 62 
2309668,02 64 
2309982,9 121 
2310522,75 125 
2310697,62 137 
2311037,77 66 
2311486,52 144 
2311488,09 144 
2311489,72 144 
2316806,86 101 
2316809,18 100 
2316809,18 51 
2316854,51 1
2316854,51 2
2316854,51 1
2316854,51 60 
2317161,57 111 
2318124,93 114 
2318172,04 60 
2318243,31 61 
2318994,16 63 
2319005,14 60 
2319598,5 61 
2320619,9 62 
2321013,12 64 
2325534,12 123 
2326074,25 125 
2326332,1 137 
2326581,28 65 
2327015,51 144 
2327017,12 144 
2327018,5 144 
2327494,17 101 
2327495,36 100 
2327495,36 51 
2327534,59 2
2327534,59 2
2327534,59 2
2327534,59 60 
2327848,95 61 
2328868,05 62 
2328934,52 64 
2329255,95 123 
2329790,7 125 
2330035,76 137 
2330315,02 66 
2330746,2 144 
2330747,69 144 
2330748,69 144 
2331953,99 101 
2331955,16 100 
2331955,16 51 
2331999,64 2
2331999,64 2
2331999,64 2
2331999,64 60 
2340567,71 111 
2340641,87 114 
2340696,59 60 
2340727,9 111 
2341324,53 114 
2341363,22 60 
2341489,8 113 
2341744,33 114 
2341781,24 60 
2342630,34 111 
2343012,54 114 
2343062,43 60 
2343162,65 61 
2343368,73 63 
2343379,46 60 
2344193,56 112 
2344325,87 114 
2344363,03 60 
2344444,81 61 
2344576,02 63 
2344595,52 60 
2346441,23 112 
2346546,96 114 
2346563,83 60 
2347267,82 61 
2347706,34 63 
2347728,15 60 
2348008,47 112 
2348106,46 114 
2348128,97 60 
2348564,38 61 
2349578,32 62 
2351583,62 64 
2351958,22 121 
2352483,3 125 
2352631,7 137 
2353005,12 66 
2353456,21 144 
2353457,8 144 
2353460,15 144 
2353934,48 101 
2353935,78 100 
2353935,78 51 
2353975,6 2
2353975,6 2
2353975,6 2
2353975,6 60 
2365801,34 61 
2366822,22 62 
2366838,43 64 
2367213,52 121 
2367748,52 125 
2367779,69 137 
2368267,55 66 
2368716,97 144 
2368718,56 144 
2368719,52 144 
2369197,07 101 
2369198,26 100 
2369198,26 51 
2369237,64 1
2369237,64 1
2369237,64 1
2369237,64 60 
2377182,86 61 
2378201,35 62 
2379401,02 64 
2379785,56 121 
2380356,6 125 
2380443,75 137 
2380863,79 65 
2381312,79 144 
2381314,44 144 
2381315,6 144 
2381792,71 101 
2381793,95 100 
