TotalRequired,  200
764628,04 61 
765637,84 62 
766198,58 64 
766480,72 121 
767022,21 125 
767531,52 65 
767788,8 144 
767791,29 144 
768260,01 101 
768261,26 100 
768261,26 51 
768284,87 1
768284,87 1
768284,87 1
768284,87 60 
768290,7 111 
768452,17 114 
768485,23 60 
768957,86 61 
769815,92 63 
769834,13 60 
770127,56 111 
770623,58 114 
770650,45 60 
770954,54 61 
771966,4 62 
772154,61 64 
772460,76 121 
772994,6 125 
773342,45 137 
773514,16 65 
773761,78 144 
773763,55 144 
773764,86 144 
774241,12 101 
774242,34 100 
774242,34 51 
774282,84 1
774282,84 2
774282,84 2
774282,84 60 
774917,7 61 
775842,96 63 
775865,49 60 
776194,7 111 
776578,14 114 
776615,26 60 
776811,34 61 
777831,02 62 
778040,41 64 
778376,14 121 
778906,53 125 
779426,68 65 
779468,98 137 
779659,66 144 
779661,28 144 
779662,44 144 
780140,09 101 
780141,22 100 
780141,22 51 
780180,88 1
780180,88 2
780180,88 2
780180,88 60 
782121,01 61 
783130,02 62 
783193,62 64 
783566,62 121 
784129,62 125 
784559,76 137 
784641,89 65 
784899,19 144 
784900,86 144 
784902,08 144 
785371,34 101 
785372,63 100 
785372,63 51 
785415,96 1
785415,96 2
785415,96 2
785415,96 60 
786616,62 61 
787528,95 63 
787545,13 60 
787921,81 111 
788171,57 114 
788211,31 60 
788401,53 61 
789413,03 62 
789466,73 64 
789827,46 121 
790352,52 125 
790686,17 137 
790874,49 65 
791124,53 144 
791126,26 144 
791127,39 144 
791603,16 101 
791604,41 100 
791604,41 51 
791643,78 2
791643,78 2
791643,78 2
791643,78 60 
792219,83 61 
793242,47 62 
793746,45 64 
794066,57 121 
794623,77 125 
795140,03 66 
795248,27 137 
795388,11 144 
795389,54 144 
795390,79 144 
795933,91 101 
795935,15 100 
795935,15 51 
795975,74 1
795975,74 2
795975,74 2
795975,74 60 
796045,56 61 
797058,45 62 
798731,59 64 
799085,31 121 
799652,69 125 
799959,3 137 
800171,6 65 
800446,17 144 
800447,43 144 
800448,45 144 
801046,02 101 
801047,19 100 
801047,19 51 
801095,85 2
801095,85 1
801095,85 1
801095,85 60 
801325,72 61 
802215,3 63 
802224,97 60 
802544,5 111 
803049,76 114 
803090,04 60 
803128,85 61 
804140,77 62 
804434,8 64 
804764,53 121 
805295,52 125 
805802,9 66 
805869,86 137 
806052,22 144 
806053,62 144 
806054,62 144 
806626,65 101 
806627,81 100 
806627,81 51 
806671,93 1
806671,93 2
806671,93 2
806671,93 60 
806740,83 61 
807754,89 62 
809634,51 64 
809948,8 121 
810477,82 125 
811002,09 65 
811067,68 137 
811234,64 144 
811236,8 144 
811238,22 144 
811712,86 101 
811714,34 100 
811714,34 51 
811754,2 2
811754,2 1
811754,2 2
811754,2 60 
812381,69 61 
813401,9 62 
813630,58 64 
813916,57 121 
814442,49 125 
814949,72 66 
815204,43 144 
815206,58 144 
815290,84 144 
815678,79 101 
815679,94 100 
815679,94 51 
815719,09 2
815719,09 2
815719,09 2
815719,09 60 
816484,69 61 
817501,88 62 
817642,62 64 
817928,47 121 
818459,8 125 
818729,65 137 
818981,13 66 
819231,99 144 
819233,55 144 
819234,65 144 
819709,22 101 
819710,34 100 
819710,34 51 
819754,3 1
819754,3 2
819754,3 1
819754,3 60 
819792,24 61 
820820,87 62 
821740,28 64 
822072,48 121 
822591,36 125 
823113,9 65 
823367,99 144 
823369,73 144 
823843,09 101 
823844,37 100 
823844,37 51 
823866,67 1
823866,67 1
823866,67 1
823866,67 60 
823871,37 111 
823922,69 114 
823952,04 60 
825790,21 61 
826800,11 62 
826876,13 64 
827238,07 121 
827755,88 125 
828278,62 65 
828498,69 144 
828500,24 144 
828991,29 101 
828992,61 100 
828992,61 51 
829014,97 1
829014,97 2
829014,97 2
829014,97 60 
829399,4 61 
830387,78 63 
830430,56 60 
831106,7 61 
832129,42 62 
833342,38 64 
833646,56 121 
834173,16 125 
834692,55 65 
834896,87 144 
834898,66 144 
835386,83 101 
835388,24 100 
835388,24 51 
835414,5 1
835414,5 2
835414,5 2
835414,5 60 
835420,43 111 
835652,69 114 
835695,72 60 
836022,37 61 
837044,98 62 
837165,51 64 
837490,22 121 
838019,51 125 
838543,17 65 
838570,82 137 
838791,94 144 
838793,69 144 
838795,08 144 
839354,67 101 
839355,93 100 
839355,93 51 
839396,16 1
839396,16 2
839396,16 2
839396,16 60 
839576,96 61 
840593,08 62 
840750,63 64 
841068,88 121 
841588,21 125 
842044,54 137 
842108,81 65 
842356,29 144 
842357,68 144 
842358,99 144 
842919,23 101 
842923,76 100 
842923,76 51 
842976,87 1
842976,87 2
842976,87 2
842976,87 60 
843284,77 61 
844294,4 62 
844592,52 64 
844912,76 121 
845433,17 125 
845955,41 65 
846025,56 137 
846206,1 144 
846207,44 144 
846208,45 144 
846716,96 101 
846718,14 100 
846718,14 51 
846758,87 1
846758,87 2
846758,87 2
846758,87 60 
846961,28 61 
847978,14 62 
848169,94 64 
848581,49 121 
849101,47 125 
849621,78 65 
849880,45 144 
849882,85 144 
850185,82 144 
850371,37 101 
850372,57 100 
850372,57 51 
850409,14 1
850409,14 2
850409,14 2
850409,14 60 
850672,98 61 
851555,5 63 
851574,44 60 
851927,28 111 
852300,78 114 
852341,66 60 
852532,01 61 
853543,31 62 
853700,92 64 
854067,16 121 
854597,7 125 
854967,46 137 
855120,11 65 
855369,53 144 
855371,06 144 
855371,98 144 
855891,07 101 
855892,37 100 
855892,37 51 
855939,08 2
855939,08 2
855939,08 1
855939,08 60 
856204,33 61 
857223,07 62 
857291,1 64 
857637,6 121 
858171,29 125 
858454,88 137 
858685,42 66 
858935,06 144 
858936,69 144 
858937,91 144 
859413,06 101 
859414,33 100 
859414,33 51 
859454,8 1
859454,8 2
859454,8 2
859454,8 60 
859579,9 61 
860603,12 62 
860762,8 64 
861094,61 121 
861613,46 125 
862022,13 137 
862133,33 65 
862383,6 144 
862385,19 144 
862386,68 144 
862883,19 101 
862884,52 100 
862884,52 51 
862921,61 1
862921,61 2
862921,61 2
862921,61 60 
863506,92 61 
864520,18 62 
864824,9 64 
865219,97 121 
865753,98 125 
866172,97 137 
866265,29 65 
866516,38 144 
866518,4 144 
866519,34 144 
867129,63 101 
867130,77 100 
867130,77 51 
867168,68 1
867168,68 2
867168,68 2
867168,68 60 
867457,72 61 
868457,74 63 
868471,52 60 
868787,33 111 
870668,04 114 
870717,39 60 
870907,21 111 
871389,7 114 
871433,83 60 
871734,82 61 
872750,57 62 
873028,71 64 
873342,44 121 
873874,83 125 
874226,68 137 
874398,37 65 
874646,32 144 
874647,69 144 
874648,61 144 
875240,66 101 
875241,83 100 
875241,83 51 
875282,73 1
875282,73 1
875282,73 1
875282,73 60 
875600,41 61 
876452,72 63 
876465,84 60 
876813,09 111 
876973,07 114 
877015,67 60 
877213,3 61 
878231,88 62 
878269,66 64 
878660,33 121 
879190,36 125 
879420,46 137 
879712,15 65 
879961,24 144 
879962,91 144 
879964,31 144 
880444,03 101 
880445,23 100 
880445,23 51 
880481,99 1
880481,99 2
880481,99 2
880481,99 60 
881011,46 61 
882029,21 63 
882047,49 60 
882395,34 111 
882502,39 114 
882547,19 60 
882722,11 61 
883731,42 62 
883800,23 64 
884157,25 121 
884686,52 125 
885098,12 137 
885193,64 65 
885442,08 144 
885443,4 144 
885444,36 144 
885922,11 101 
885923,35 100 
885923,35 51 
885965,62 2
885965,62 1
885965,62 2
885965,62 60 
886512,66 61 
887480,04 63 
887495,48 60 
887831,26 111 
887946 114 
887978,4 60 
888176,58 61 
889195,4 62 
889623,49 64 
890626,04 121 
891154,32 125 
891674,87 66 
891930,74 144 
891932,91 144 
891939,6 144 
893635,81 101 
893637,4 100 
893637,4 51 
893676,83 1
893676,83 2
893676,83 2
893676,83 60 
893945,49 111 
895081,8 114 
895126,5 60 
895647,58 61 
896659,38 62 
897022,66 64 
897346,7 121 
897866,44 125 
898172,26 137 
898388,4 65 
898653,4 144 
898655,4 144 
898656,82 144 
899169,62 101 
899170,79 100 
899170,79 51 
899212,24 1
899212,24 2
899212,24 2
899212,24 60 
899539,25 61 
900558,84 62 
900670,84 64 
901030,52 121 
901550,57 125 
901874,19 137 
902070,26 65 
902338,5 144 
902340,6 144 
902342,27 144 
902877,26 101 
902878,41 100 
902878,41 51 
902923,68 1
902923,68 1
902923,68 2
902923,68 60 
903212,68 61 
904179,39 63 
904190,9 60 
904457,33 111 
904955,19 114 
904989,94 60 
905311,68 61 
906322,81 62 
906494,94 64 
906805,21 121 
907329,36 125 
907654,74 137 
907851,33 65 
908100,89 144 
908102,37 144 
908103,4 144 
908686,02 101 
908687,19 100 
908687,19 51 
908721,76 1
908721,76 1
908721,76 2
908721,76 60 
909040,45 61 
910055,36 62 
910274,56 64 
910599,02 121 
911130,46 125 
911622,52 137 
911683,47 65 
911901,4 144 
911902,93 144 
911904,75 144 
912379,04 101 
912380,17 100 
912380,17 51 
912420,59 2
912420,59 2
912420,59 2
912420,59 60 
912867,3 61 
913885,38 62 
914338,53 64 
914646,27 121 
915177,62 125 
915533,52 137 
915698,78 66 
915951,29 144 
915953,12 144 
915954,53 144 
916427,94 101 
916431,88 100 
916431,88 51 
916469,13 2
916469,13 1
916469,13 2
916469,13 60 
917563,32 61 
918584,42 62 
919588,89 64 
919930,41 121 
920460,55 125 
920982,14 66 
921002,94 137 
921216,43 101 
921275,82 8
921275,82 52 
921335,86 100 
921335,86 52 
921351,14 2
921351,14 2
921351,14 2
921351,14 60 
922043,31 61 
923053,35 62 
928188,15 64 
928569,08 122 
929091,09 125 
929163,83 137 
929611,79 66 
929863,09 144 
929866,07 144 
929867,83 144 
932216,18 101 
932217,73 100 
932217,73 52 
932266,5 1
932266,5 1
932266,5 1
932266,5 60 
932516,26 113 
932717,15 114 
932763,63 60 
933014,98 61 
934034,55 62 
945144,99 64 
945146,79 252 
945146,79 101 
945150,93 100 
945150,93 52 
945159,89 1
945159,89 1
945159,89 1
945159,89 60 
974802,57 61 
975816,56 62 
977578,42 64 
977874,76 121 
978407,68 125 
978919,13 137 
978980,53 65 
979178,7 144 
979180,3 144 
979181,51 144 
979657,28 101 
979658,5 100 
979658,5 52 
979698,5 1
979698,5 1
979698,5 2
979698,5 60 
980769,41 61 
981006,15 63 
981016,28 60 
981362,88 61 
982326,01 63 
982347,43 60 
982640,04 111 
982928,69 114 
982964,21 60 
983202,81 61 
984216,27 62 
984816,41 64 
985247,03 121 
985772,58 125 
986047,43 137 
986292,16 66 
986542,74 144 
986544,48 144 
986545,77 144 
987058,38 101 
987059,56 100 
987059,56 52 
987096,15 1
987096,15 2
987096,15 2
987096,15 60 
987140,83 61 
988163,21 62 
990440,47 64 
990765,26 121 
991314,96 125 
991758,32 137 
991826,65 66 
992074,24 144 
992075,81 144 
992076,8 144 
995649,06 101 
995650,49 100 
995650,49 52 
995695,22 1
995695,22 2
995695,22 2
995695,22 60 
995986,39 111 
996878,38 114 
996926,13 60 
997061,24 61 
997151,06 63 
997175,86 60 
997337,52 61 
998368,68 62 
1001628,34 64 
1002153,51 121 
1002683,41 125 
1002930,57 137 
1003203,43 66 
1003452,79 144 
1003454,58 144 
1003456,02 144 
1009029,83 101 
1009031,28 100 
1009031,28 52 
1009071,81 1
1009071,81 2
1009071,81 2
1009071,81 60 
1010688,33 61 
1011704,89 62 
1013376,96 64 
1013688,27 121 
1014224,85 125 
1014255,35 137 
1014733,14 66 
1014983,18 144 
1014985,07 144 
1014986,78 144 
1017828,04 101 
1017829,36 100 
1017829,36 52 
1017869,13 1
1017869,13 2
1017869,13 2
1017869,13 60 
1018138,4 111 
1018475,75 114 
1018518,62 60 
1018703,78 61 
1019718,58 62 
1021030,62 64 
1021378,84 121 
1021951 125 
1022251,13 137 
1022464,2 66 
1022714,55 144 
1022716,09 144 
1022717,62 144 
1023192,04 101 
1023193,26 100 
1023193,26 52 
1023234,64 1
1023234,64 2
1023234,64 2
1023234,64 60 
1023472,18 61 
1024484,71 62 
1024832,54 64 
1025115,14 123 
1025640,21 125 
1025876,49 137 
1026162,64 66 
1026413,77 144 
1026415,64 144 
1026417,81 144 
1026891,43 101 
1026894,42 100 
1026894,42 52 
1026933,18 1
1026933,18 2
1026933,18 1
1026933,18 60 
1026964,03 61 
1027983,68 62 
1028415,75 64 
1028693,41 123 
1029224,08 125 
1029747,83 66 
1030003,49 144 
1030005,67 144 
1030108,48 144 
1030473,34 101 
1030474,63 100 
1030474,63 52 
1030515,08 2
1030515,08 2
1030515,08 2
1030515,08 60 
1030553,39 112 
1030956,53 114 
1030998,04 60 
1031197,84 61 
1032214,58 62 
1032410,89 64 
1032805,13 122 
1033338,77 125 
1033659,8 137 
1033860,6 66 
1034111,55 144 
1034113,18 144 
1034114,51 144 
1034589,07 101 
1034590,21 100 
1034590,21 52 
1034632,04 1
1034632,04 2
1034632,04 2
1034632,04 60 
1034678,99 111 
1034983,4 114 
1035029,86 60 
1038904,02 61 
1038941,75 63 
1038962,21 60 
1040643,99 61 
1041660,45 62 
1042698,43 64 
1042946,83 122 
1043468,53 125 
1043746,95 137 
1043990,44 65 
1044240,86 144 
1044242,19 144 
1044243,21 144 
1044718,84 101 
1044719,99 100 
1044719,99 52 
1044759,69 1
1044759,69 2
1044759,69 2
1044759,69 60 
1045265,98 61 
1046138,01 63 
1046159,68 60 
1046527,33 112 
1046598,69 114 
1046628,22 60 
1046829,19 61 
1047841,81 62 
1047950,43 64 
1048307,36 122 
1048861,25 125 
1049175,3 137 
1049373,71 65 
1049622,21 144 
1049623,86 144 
1049625,03 144 
1050123,44 101 
1050124,93 100 
1050124,93 52 
1050175,28 2
1050175,28 2
1050175,28 1
1050175,28 60 
1050715,35 61 
1051696,76 63 
1051710,84 60 
1052450,24 61 
1053461,82 62 
1053477,77 64 
1053794,98 122 
1054316,9 125 
1054581,62 137 
1054837,63 66 
1055070,7 144 
1055072,27 144 
1055073,36 144 
1055548,87 101 
1055550,05 100 
1055550,05 52 
1055590 1
1055590 2
1055590 2
1055590 60 
1055660,51 61 
1056672,97 62 
1057957,87 64 
1058233,7 122 
1058762,68 125 
1059269,92 65 
1059374,97 137 
1059509,88 144 
1059511,61 144 
1059513,31 144 
1060031,75 101 
1060032,99 100 
1060032,99 52 
1060071,71 1
1060071,71 1
1060071,71 2
1060071,71 60 
1060583,98 61 
1061500,53 63 
1061521,05 60 
1061876,77 112 
1061948,02 114 
1061970,99 60 
1062148,03 61 
1063171,67 62 
1063599,08 64 
1063898,06 122 
1064431,06 125 
1064735,04 137 
1064951,11 65 
1065183,57 144 
1065186,04 144 
1065188,14 144 
1065713,1 101 
1065714,32 100 
1065714,32 52 
1065753,26 1
1065753,26 2
1065753,26 2
1065753,26 60 
1066270,45 61 
1067114,13 63 
1067138,46 60 
1067466,83 112 
1067597,42 114 
1067636,48 60 
1067713,58 61 
1068735,23 62 
1068950,56 64 
1069267,29 122 
1069776,56 125 
1070204,11 137 
1070298,54 65 
1070531,97 144 
1070533,89 144 
1070535,04 144 
1071047,99 101 
1071049,13 100 
1071049,13 52 
1071085,66 2
1071085,66 2
1071085,66 1
1071085,66 60 
1071333,22 61 
1072350,09 62 
1073134,69 64 
1073440,21 122 
1073959,71 125 
1074267,97 137 
1074480,75 66 
1074712,87 144 
1074714,75 144 
1074715,77 144 
1075193,86 101 
1075195,21 100 
1075195,21 52 
1075233,72 1
1075233,72 1
1075233,72 2
1075233,72 60 
1075984,03 61 
1076999,77 62 
1078000,11 64 
1078315,21 122 
1078822,47 125 
1079075,8 137 
1079329,98 65 
1079562,64 144 
1079564,12 144 
1079567,73 144 
1080063,86 101 
1080065,08 100 
1080065,08 52 
1080098,72 1
1080098,72 2
1080098,72 2
1080098,72 60 
1080640,84 61 
1081459,44 63 
1081481,21 60 
1082027,86 61 
1083047,09 62 
1083354,73 64 
1083666,92 122 
1084171,53 125 
1084631,72 137 
1084696,51 65 
1084927,43 144 
1084929,13 144 
1084930,71 144 
1085524,64 101 
1085525,83 100 
1085525,83 52 
1085563,78 1
1085563,78 2
1085563,78 2
1085563,78 60 
1085851,28 61 
1086731,56 63 
1086746,39 60 
1087305,31 61 
1088328,64 62 
1092796,52 64 
1093066,92 122 
1093587,97 125 
1093867,58 137 
1094107,4 65 
1094340,43 144 
1094341,8 144 
1094343,69 144 
1094862,14 101 
1094863,53 100 
1094863,53 52 
1094910,34 1
1094910,34 1
1094910,34 2
1094910,34 60 
1095344,21 61 
1096359,03 62 
1097080,05 64 
1097377,13 122 
1097884,54 125 
1098311,75 137 
1098405,04 65 
1098640,33 144 
1098642,44 144 
1098644,03 144 
1099118,15 101 
1099119,4 100 
1099119,4 52 
1099159,14 1
1099159,14 1
1099159,14 2
1099159,14 60 
1099677,66 61 
1100692,09 62 
1102997,61 64 
1103293,26 122 
1103816,49 125 
1103963,77 137 
1104337,71 65 
1104571,61 144 
1104573,15 144 
1104574,61 144 
1105172,62 101 
1105173,97 100 
1105173,97 52 
1105207,92 1
1105207,92 2
1105207,92 2
1105207,92 60 
1105458,14 61 
1106166,6 63 
1106176,5 60 
1106846,1 61 
1107857,65 62 
1108108,31 64 
1108406,73 122 
1108918,41 125 
1109256,82 137 
1109435,44 65 
1109669,43 144 
1109671,03 144 
1109672,36 144 
1110280,96 101 
1110282,11 100 
1110282,11 52 
1110321,77 2
1110321,77 2
1110321,77 1
1110321,77 60 
1110563,54 61 
1111574,58 62 
1111670,65 64 
1111998,77 122 
1112512,54 125 
1112992,82 137 
1113037,27 66 
1113275,04 144 
1113276,65 144 
1113277,7 144 
1113746,29 101 
1113747,41 100 
1113747,41 52 
1113791,28 1
1113791,28 2
1113791,28 2
1113791,28 60 
1113830,56 61 
1114853,12 62 
1115508,75 64 
1115797,1 122 
1116311,51 125 
1116699,35 137 
1116834,21 65 
1117066,43 144 
1117067,8 144 
1117068,68 144 
1117679,72 101 
1117680,92 100 
1117680,92 52 
1117719,44 1
1117719,44 2
1117719,44 2
1117719,44 60 
1118031,67 61 
1119052,24 62 
1119774,36 64 
1120051,97 122 
1120621,1 125 
1120873,47 137 
1121134,08 65 
1121384,26 144 
1121386,14 144 
1121387,61 144 
1121859,53 101 
1121860,67 100 
1121860,67 52 
1121901,39 1
1121901,39 2
1121901,39 2
1121901,39 60 
1122327,81 61 
1123351,09 62 
1123368,12 64 
1123649,49 122 
1124162,09 125 
1124489,16 137 
1124680,89 65 
1124914,13 144 
1124915,31 144 
1124916,28 144 
1125393,13 101 
1125394,44 100 
1125394,44 52 
1125417,52 1
1125417,52 2
1125417,52 2
1125417,52 60 
1125844,08 61 
1126866,56 62 
1127198,18 64 
1127451,35 122 
1127946,58 125 
1128329,43 137 
1128462,65 65 
1128729,16 144 
1128731,19 144 
1128732,73 144 
1129192,24 101 
1129193,51 100 
1129193,51 52 
1129232,24 2
1129232,24 2
1129232,24 1
1129232,24 60 
1129656,07 61 
1130668,46 62 
1131289,08 64 
1131549,52 122 
1132058,03 125 
1132444,51 137 
1132577,02 66 
1132817,74 144 
1132819,45 144 
1132820,9 144 
1133337,74 101 
1133338,86 100 
1133338,86 52 
1133369,9 1
1133369,9 2
1133369,9 2
1133369,9 60 
1133436,73 61 
1134463,46 62 
1141278,39 64 
1141531,11 122 
1142056,41 125 
1142445,09 137 
1142575,11 65 
1142830,82 144 
1142833,07 144 
1142835,07 144 
1143380,61 101 
1143381,78 100 
1143381,78 52 
1143428,05 1
1143428,05 2
1143428,05 2
1143428,05 60 
1143818,85 61 
1144829,11 62 
1144844,23 64 
1145255,57 122 
1145789,35 125 
1146252,59 137 
1146312,6 65 
1146566,46 144 
1146568,8 144 
1146570,24 144 
1147096,46 101 
1147097,66 100 
1147097,66 52 
1147143,29 1
1147143,29 2
1147143,29 2
1147143,29 60 
1147385,31 61 
1148348,85 63 
1148360,97 60 
1148734,56 112 
1148818,71 114 
1148848,14 60 
1149063,12 61 
1150037,39 63 
1150058,84 60 
1150378,06 112 
1150452,56 114 
1150478,83 60 
1150677,87 61 
1151691,38 62 
1154905,39 64 
1155194,46 122 
1155718,02 125 
1156150,78 137 
1156237,55 65 
1156494 144 
1156495,53 144 
1156496,89 144 
1156965,56 101 
1156966,78 100 
1156966,78 52 
1157006,77 1
1157006,77 2
1157006,77 2
1157006,77 60 
1157430,89 61 
1158440,74 62 
1158535 64 
1159214,98 122 
1159737,22 125 
1160005,23 137 
1160253,46 65 
1160485,51 144 
1160487,43 144 
1160488,49 144 
1160965,03 101 
1160966,24 100 
1160966,24 52 
1161005,6 1
1161005,6 2
1161005,6 2
1161005,6 60 
1162516,51 61 
1163537,12 62 
1163730,75 64 
1163849,2 122 
1164366,29 125 
1164626,99 137 
1164884,9 65 
1165123,81 144 
1165125,63 144 
1165127,05 144 
1165643,67 101 
1165644,89 100 
1165644,89 52 
1165687,18 1
1165687,18 2
1165687,18 1
1165687,18 60 
1165907,86 61 
1166924,8 62 
1167589,77 64 
1167851,87 122 
1168364,29 125 
1168423,17 137 
1168750,61 132 
1168883,58 65 
1168920,25 137 
1169118,47 144 
1169120,02 144 
1169121,19 144 
1169616,43 101 
1169617,61 100 
1169617,61 52 
1169635,87 1
1169635,87 2
1169635,87 2
1169635,87 60 
1169901,69 61 
1170917,65 62 
1171150,56 64 
1178759,23 121 
1179259,19 125 
1179543,35 137 
1179778,86 66 
1180013,16 144 
1180014,94 144 
1180016,51 144 
1180491,93 101 
1180496,16 100 
1180496,16 52 
1180515,53 2
1180515,53 1
1180515,53 2
1180515,53 60 
1180576,25 61 
1181598 62 
1184175,3 64 
1191606,89 252 
1191606,89 101 
1191608,67 100 
1191608,67 52 
1191628,42 2
1191628,42 1
1191628,42 2
1191628,42 60 
1191633,58 61 
1192147,68 63 
